episode,total_reward,mean_reward,mean_min_experience,final_min_experience,mean_vehicle_experience,mean_gini_experience,final_gini_experience,total_collision_count,final_collision_count,mean_n_vehicles,steps,terminated,truncated
32,4.933834790079648,0.822305798346608,0.44062043366862885,-0.6836565725415709,0.6645904236352059,0.12283768182011989,0.373592572966164,2,2,5.0,6,True,False
33,5.928040459250676,0.8468629227500966,0.47195093983990904,-0.6532245944292616,0.6679132133132678,0.11579456465151083,0.3889859601889525,2,2,5.0,7,True,False
34,3.4166666666666665,0.8541666666666666,0.33992537825020364,-0.465708752880039,0.6559327443104586,0.14397962698936018,0.3069095408786604,2,2,5.0,4,True,False
35,6.756741156410943,0.8445926445513678,0.4796290917590996,-0.7077852434770253,0.666828731209218,0.11126016019245857,0.3833256481861731,2,2,5.0,8,True,False
36,5.056092830640894,0.842682138440149,0.4433282988444593,-0.6614160685015227,0.663941003367344,0.122662682603024,0.3706081584901144,2,2,5.0,6,True,False
37,4.8083045282042765,0.801384088034046,0.43610548678660327,-0.6840552245045104,0.6479816879371733,0.11623386168831473,0.39051471471829924,2,2,5.0,6,True,False
38,3.2070370370370367,0.8017592592592592,0.29245631616222134,-0.6046650236588962,0.6341151092339387,0.1482715248918285,0.31306285669755285,2,2,5.0,4,True,False
39,13.161789952388103,0.8774526634925403,0.5785108552227142,0.6190405569350151,0.6777234885482597,0.05361759931559604,0.012515730755253252,0,0,5.0,15,True,False
40,6.6330733962394035,0.8291341745299254,0.4150310125283827,-0.5876538162400609,0.6491906506176182,0.13347976657855312,0.3758695997027184,2,2,5.0,8,True,False
41,8.469012305094104,0.8469012305094104,0.4601872659734713,-0.6413436571031885,0.6364136843428427,0.09674214601981694,0.3972114481366722,2,2,5.0,10,True,False
42,3.9692763307162964,0.7938552661432593,0.30888495615872263,-0.7878841135532255,0.6216692563163927,0.14941030505219652,0.3698004110709354,2,2,5.0,5,True,False
43,6.213627252735583,0.8876610361050833,0.5096300946227966,-0.4169336286395412,0.6877848497181273,0.11617636395864585,0.3711744042358962,2,2,5.0,7,True,False
44,11.712847871416313,0.7808565247610876,0.39322227132625476,-0.007103446166693675,0.643520501058353,0.10784181658715244,0.2367405418340789,0,0,5.0,15,True,False
45,4.988572993097785,0.8314288321829642,0.3545014117527818,-0.7516728959828081,0.6217673997489627,0.11960234328626178,0.3634132932235892,2,2,5.0,6,True,False
46,4.9616125678574265,0.8269354279762378,0.43942114041588226,-0.6835676415684212,0.6632320815614403,0.12321637458349244,0.3735080063502876,2,2,5.0,6,True,False
47,6.817757089510782,0.7575285655011981,0.44805536630058046,-0.4457343030822263,0.6054446401126271,0.0961932071349169,0.39945323061464033,2,2,5.0,9,True,False
48,9.846687998700146,0.8205573332250121,0.4299724909988866,-0.6416159810014952,0.6419687077022315,0.10929929652386368,0.40408826370059825,2,2,5.0,12,True,False
49,9.572059772465499,0.7976716477054583,0.456618036253336,-0.457836085309519,0.6403609291178701,0.09680596584153005,0.4178945326858199,2,2,5.0,12,True,False
50,5.728034528649294,0.8182906469498992,0.45966946746853266,-0.706711805204299,0.6499192539454038,0.1051541068694937,0.3819489597069481,2,2,5.0,7,True,False
51,7.002421218051198,0.8753026522563998,0.5151138700801255,-0.37648589217092987,0.6793974552365367,0.10852598305114364,0.37815766420408603,2,2,5.0,8,True,False
52,7.821324397719245,0.8690360441910272,0.4441141778915245,-0.7457275736872353,0.6525836841165332,0.12079753105771121,0.38320157151550194,2,2,5.0,9,True,False
53,11.318016832569882,0.8706166794284524,0.5018962843229612,-0.6436266847556577,0.6388304427239689,0.09572290135402572,0.5234495848308813,3,3,5.0,13,True,False
54,3.3944444444444444,0.8486111111111111,0.3316581159473527,-0.5124539411533008,0.6520101921046741,0.14491057102625693,0.3136415260812271,2,2,5.0,4,True,False
55,9.127217272726842,0.8297470247933493,0.4709757243612666,-0.7369465363112563,0.6419298374515298,0.0790967032135183,0.3558237597800098,2,2,5.0,11,True,False
56,8.382039720521135,0.8382039720521135,0.49107904680938164,-0.7084367445833226,0.6568840454309265,0.1004918552258488,0.4076999665283163,2,2,5.0,10,True,False
57,10.304267740076812,0.8586889783397343,0.4415781403982781,0.09493526046141296,0.683373021398665,0.1379153188462399,0.2468416160231759,0,0,5.0,12,True,False
58,12.141095616438616,0.7588184760274135,0.3423741398126188,-0.0118079094667407,0.6133628371970454,0.12296018501405583,0.27420761778002767,0,0,5.0,16,True,False
59,13.233680876112112,0.8822453917408075,0.5687893621484613,0.5538639464169791,0.6780193647018246,0.05595720066234975,0.06724387020622857,0,0,5.0,15,True,False
60,8.525274437231387,0.8525274437231387,0.46863668744406295,-0.6157782901717586,0.650494254343241,0.10881265009606031,0.3671301253355348,2,2,5.0,10,True,False
61,11.592440688904105,0.8280314777788647,0.4744855906888527,-0.6416711368361272,0.6407274471567872,0.08352713643317625,0.38304023549801536,2,2,5.0,14,True,False
62,4.007239704344709,0.8014479408689418,0.338350941230142,-0.6908909116916141,0.6127697143382548,0.13610848607387793,0.3635595234882172,2,2,5.0,5,True,False
63,6.754737015294836,0.8443421269118545,0.48240200205887696,-0.6529223118696479,0.6559398105453104,0.09590500261235263,0.3784687466941308,2,2,5.0,8,True,False
64,4.0147277449388685,0.8029455489877737,0.29089764579104,-0.8133368224481898,0.6119257071527104,0.14851502552613596,0.3725197892309282,2,2,5.0,5,True,False
65,4.9616125678574265,0.8269354279762378,0.4406366673175852,-0.6837193194441682,0.6641832840136447,0.12333305670546191,0.37428781090227314,2,2,5.0,6,True,False
66,5.108609967147284,0.8514349945245474,0.4498682792182552,-0.6268033136206607,0.6688892151427811,0.12144867836013762,0.36191072126058343,2,2,5.0,6,True,False
67,3.3666666666666667,0.8416666666666667,0.341371118384679,-0.49739237466033837,0.6525220791006008,0.14268467524869738,0.31511877645693254,2,2,5.0,4,True,False
68,3.2625925925925925,0.8156481481481481,0.3159211849914903,-0.5483966387894388,0.6426805251968307,0.14720893224450854,0.3195978399550279,2,2,5.0,4,True,False
69,11.227779251555479,0.8636753270427291,0.49717296359942736,-0.380189789372119,0.6510877792600245,0.09033508072382866,0.3291672382938522,2,2,5.0,13,True,False
70,7.006764322592858,0.8758455403241072,0.4297254233866711,-0.7076759159712269,0.6557437291489562,0.12975044960233853,0.3764263952508009,2,2,5.0,8,True,False
71,8.544941802486063,0.8544941802486063,0.447770082769056,-0.6876179637522113,0.6406799701418059,0.10927042237425735,0.3791482916692912,2,2,5.0,10,True,False
72,5.000537275085338,0.8334228791808896,0.4435448656433472,-0.6612046321025578,0.6647569289494147,0.12300580846717897,0.3709327839835135,2,2,5.0,6,True,False
73,6.690021162192743,0.8362526452740928,0.43531871423078516,-0.4179815179399584,0.6555436918621844,0.12708577965124168,0.3518454486424789,2,2,5.0,8,True,False
74,5.056092830640893,0.8426821384401489,0.4432777870186235,-0.6623017711175526,0.6644318593268691,0.12230972636066502,0.37071412899868017,2,2,5.0,6,True,False
75,5.058982783227339,0.8431637972045566,0.43648957340134836,-0.6837004023133371,0.6540912388489736,0.12196125206809094,0.3882408910547954,2,2,5.0,6,True,False
76,7.000104909040475,0.8750131136300594,0.5046645684717883,-0.4929660301528933,0.6798679673483786,0.1113429113349502,0.37598622238083235,2,2,5.0,8,True,False
77,7.4987799748733845,0.8331977749859316,0.48695942572296796,-0.6873176179038744,0.6611811444141039,0.1092039939739836,0.4162487174768912,2,2,5.0,9,True,False
78,13.13928041985602,0.8759520279904013,0.5807891007528568,0.5736751856686187,0.6774819499129491,0.049371702908724106,0.09654290837059754,0,0,5.0,15,True,False
79,5.959056093210793,0.8512937276015419,0.5045398337557253,-0.4555395029334829,0.6856496578091561,0.11543005611355084,0.37117253636310976,2,2,5.0,7,True,False
80,7.52339652715421,0.8359329474615789,0.38769350923480533,-0.8104133676741877,0.624601486043471,0.11757629178708065,0.38176797482718916,2,2,5.0,9,True,False
81,5.787080335918874,0.8267257622741248,0.4691141556664325,-0.5863510607523412,0.6522193011344959,0.10233439925531616,0.374383482070513,2,2,5.0,7,True,False
82,13.346104182681836,0.8341315114176148,0.4871214445724021,0.49439333934646357,0.6515225009037181,0.06854369713420211,0.10426057982746095,0,0,5.0,16,True,False
83,5.126874936408938,0.8544791560681563,0.4276772682361778,-0.742700901136758,0.6511134779508249,0.12039455994728025,0.3822255780723274,2,2,5.0,6,True,False
84,8.068974765665711,0.8965527517406345,0.41712655345275934,-0.7636857836591899,0.6450583109193865,0.12827062666544342,0.38069036761803754,2,2,5.0,9,True,False
85,6.0055629148158856,0.8579375592594122,0.48938272684978923,-0.374928290566384,0.6690223466293529,0.10406745725596221,0.3305018347625266,2,2,5.0,7,True,False
86,3.320167204321904,0.830041801080476,0.30631728917854745,-0.5773020076125788,0.6333409833400699,0.1550794756713353,0.3454862158736425,2,2,5.0,4,True,False
87,12.662718763205584,0.8441812508803722,0.4887189033261067,0.4981127339487087,0.665232467893419,0.07937756934952804,0.0435319604307296,0,0,5.0,15,True,False
88,8.053676254165394,0.8948529171294882,0.47852529917258985,-0.6305074846475671,0.6658823727128941,0.11641429270716817,0.3706674440633537,2,2,5.0,9,True,False
89,4.987986047520049,0.8313310079200081,0.42818447526985787,-0.7427146589177928,0.6512711296497439,0.11941269193374797,0.3798099097272678,2,2,5.0,6,True,False
90,5.81025699588162,0.8300367136973742,0.4580518111344137,-0.744028616845605,0.6621017148037588,0.11474882915850405,0.3867279764072311,2,2,5.0,7,True,False
91,4.819296652308771,0.8032161087181285,0.3659896590306195,-0.6316247807757815,0.6110093390610131,0.12241057809475246,0.3633330839665323,2,2,5.0,6,True,False
92,11.134654252031837,0.8565118655409105,0.4512131663833502,0.36811977104732657,0.6656752007341891,0.11757839900477772,0.09873711801533691,0,0,5.0,13,True,False
93,9.911789999494912,0.8259824999579094,0.4948219675899274,-0.42854228734105815,0.6374575487686316,0.07221326248502401,0.38340867387984945,2,2,5.0,12,True,False
94,7.67865432158224,0.8531838135091377,0.4684611646892835,-0.7679386701027439,0.638227579177205,0.08855875063739505,0.37417196538789277,2,2,5.0,9,True,False
95,5.927875758451456,0.8468393940644937,0.4842167002587625,-0.5866849821627541,0.6768513224786687,0.11589287060685265,0.36659277364047904,2,2,5.0,7,True,False
96,4.118507336558232,0.8237014673116464,0.3103451760313787,-0.7698398670268904,0.6280553835868786,0.14925107826857853,0.3639047817301153,2,2,5.0,5,True,False
97,7.208304007295432,0.901038000911929,0.43070775248962156,-0.568171209262075,0.6594318128538762,0.12725161883958183,0.3501869248964409,2,2,5.0,8,True,False
98,10.22326498510713,0.8519387487589275,0.4703574432506279,0.2739698445475311,0.687951044654942,0.12134123601383456,0.19390218937525394,0,0,5.0,12,True,False
99,4.169611522633745,0.833922304526749,0.4364178554531667,-0.48457738940083306,0.6680372823702777,0.12778753958361627,0.34892389935796797,2,2,5.0,5,True,False
