run_id,mode,seed,episode,replay_buffer_size,train_updates,mean_loss,epsilon,q_value_mean_if_available,q_value_std_if_available
diag_egoistic_seed0,egoistic,0,0,42,0,,1.0,0.07010089606046677,0.030214913189411163
diag_egoistic_seed0,egoistic,0,1,62,0,,0.9762,0.06046247482299805,0.03729225695133209
diag_egoistic_seed0,egoistic,0,2,76,13,0.011209077380884152,0.9525,0.16703668236732483,0.035459164530038834
diag_egoistic_seed0,egoistic,0,3,95,19,0.011895530514026942,0.9287,0.1609148383140564,0.05370386317372322
diag_egoistic_seed0,egoistic,0,4,103,8,0.009064982936251909,0.905,0.17402949929237366,0.04760252311825752
diag_egoistic_seed0,egoistic,0,5,115,12,0.016463630987952154,0.8812,0.171764075756073,0.05437041074037552
diag_egoistic_seed0,egoistic,0,6,122,7,0.02163618417190654,0.8575,0.17958006262779236,0.053976040333509445
diag_egoistic_seed0,egoistic,0,7,134,12,0.021402709923374157,0.8337,0.14676342904567719,0.0629521831870079
diag_egoistic_seed0,egoistic,0,8,172,38,0.023776639730816607,0.81,0.1300678849220276,0.05007939413189888
diag_egoistic_seed0,egoistic,0,9,183,11,0.01499562209408561,0.7863,0.16992008686065674,0.14162318408489227
diag_egoistic_seed0,egoistic,0,10,195,12,0.01935367371576528,0.7625,0.16618187725543976,0.10853791981935501
diag_egoistic_seed0,egoistic,0,11,204,9,0.013333643165727457,0.7388,0.13877157866954803,0.11357306689023972
diag_egoistic_seed0,egoistic,0,12,225,21,0.0201838909914451,0.715,0.1572808474302292,0.04099232330918312
diag_egoistic_seed0,egoistic,0,13,232,7,0.017130807574306215,0.6913,0.1734321415424347,0.028211425989866257
diag_egoistic_seed0,egoistic,0,14,239,7,0.023261050959782942,0.6675,0.13670477271080017,0.02594129554927349
diag_egoistic_seed0,egoistic,0,15,264,25,0.021108924844302237,0.6438,0.12691433727741241,0.040566541254520416
diag_egoistic_seed0,egoistic,0,16,278,14,0.02551065943303651,0.62,0.18246960639953613,0.06577721983194351
diag_egoistic_seed0,egoistic,0,17,293,15,0.018263983229796093,0.5962,0.1616567224264145,0.060157693922519684
diag_egoistic_seed0,egoistic,0,18,313,20,0.01801892793737352,0.5725,0.18297040462493896,0.07620663940906525
diag_egoistic_seed0,egoistic,0,19,328,15,0.021543156231443088,0.5488,0.19915913045406342,0.07353049516677856
diag_egoistic_seed0,egoistic,0,20,336,8,0.017836995190009475,0.525,0.1200782060623169,0.052343565970659256
diag_egoistic_seed0,egoistic,0,21,353,17,0.01521812574527062,0.5012,0.17562949657440186,0.0453985333442688
diag_egoistic_seed0,egoistic,0,22,361,8,0.018910018901806325,0.4775,0.07425157725811005,0.1508284956216812
diag_egoistic_seed0,egoistic,0,23,376,15,0.02042282409965992,0.4538,0.16958250105381012,0.09498140960931778
diag_egoistic_seed0,egoistic,0,24,387,11,0.018648452591151,0.43,0.13321571052074432,0.04344765841960907
diag_rawlsian_seed0,rawlsian,0,0,42,0,,1.0,0.07010089606046677,0.030214913189411163
diag_rawlsian_seed0,rawlsian,0,1,62,0,,0.9762,0.06046247482299805,0.03729225695133209
diag_rawlsian_seed0,rawlsian,0,2,77,14,6.827924524034772,0.9525,0.1435074508190155,0.12813793122768402
diag_rawlsian_seed0,rawlsian,0,3,101,24,6.2049853801727295,0.9287,0.6086959838867188,0.29100915789604187
diag_rawlsian_seed0,rawlsian,0,4,107,6,5.674199263254802,0.905,0.9544541239738464,0.33874040842056274
diag_rawlsian_seed0,rawlsian,0,5,120,13,5.616022293384258,0.8812,1.8529330492019653,0.35219302773475647
diag_rawlsian_seed0,rawlsian,0,6,133,13,5.064198310558613,0.8575,3.1459896564483643,0.5535558462142944
diag_rawlsian_seed0,rawlsian,0,7,165,32,3.510451227426529,0.8337,0.8081603050231934,4.428457260131836
diag_rawlsian_seed0,rawlsian,0,8,179,14,1.9115719284330095,0.81,5.799760341644287,2.2294669151306152
diag_rawlsian_seed0,rawlsian,0,9,194,15,1.424050227801005,0.7863,9.244402885437012,1.7869319915771484
diag_rawlsian_seed0,rawlsian,0,10,207,13,1.1451179476884694,0.7625,9.522624969482422,1.485687494277954
diag_rawlsian_seed0,rawlsian,0,11,216,9,1.091942502392663,0.7388,9.46320629119873,1.013985514640808
diag_rawlsian_seed0,rawlsian,0,12,229,13,1.083406856426826,0.715,9.262791633605957,0.930039644241333
diag_rawlsian_seed0,rawlsian,0,13,236,7,1.0444449867521013,0.6913,8.936124801635742,1.2553188800811768
diag_rawlsian_seed0,rawlsian,0,14,249,13,0.9441091418266296,0.6675,6.662806034088135,1.746748685836792
diag_rawlsian_seed0,rawlsian,0,15,259,10,0.9319995045661926,0.6438,9.272395133972168,1.129015326499939
diag_rawlsian_seed0,rawlsian,0,16,267,8,0.8478878512978554,0.62,8.350899696350098,1.149793028831482
diag_rawlsian_seed0,rawlsian,0,17,288,21,0.8024201705342248,0.5962,8.269083976745605,1.2809706926345825
diag_rawlsian_seed0,rawlsian,0,18,298,10,1.0839983701705933,0.5725,7.83950662612915,1.2483223676681519
diag_rawlsian_seed0,rawlsian,0,19,306,8,0.9017808139324188,0.5488,9.051889419555664,0.9265531897544861
diag_rawlsian_seed0,rawlsian,0,20,317,11,0.9758806445381858,0.525,7.235824108123779,1.95270574092865
diag_rawlsian_seed0,rawlsian,0,21,327,10,1.0337053775787353,0.5012,8.827146530151367,1.0801385641098022
diag_rawlsian_seed0,rawlsian,0,22,339,12,0.9431742380062739,0.4775,6.851713180541992,1.834148645401001
diag_rawlsian_seed0,rawlsian,0,23,355,16,0.8685060627758503,0.4538,8.865608215332031,0.79262375831604
diag_rawlsian_seed0,rawlsian,0,24,361,6,1.0390679637591045,0.43,8.790423393249512,0.9814184308052063
diag_egoistic_seed0,egoistic,0,0,42,0,,1.0,0.07010089606046677,0.030214913189411163
diag_egoistic_seed0,egoistic,0,1,62,0,,0.9762,0.06046247482299805,0.03729225695133209
diag_egoistic_seed0,egoistic,0,2,76,13,0.011209077380884152,0.9525,0.16703668236732483,0.035459164530038834
diag_egoistic_seed0,egoistic,0,3,95,19,0.011895530514026942,0.9287,0.1609148383140564,0.05370386317372322
diag_egoistic_seed0,egoistic,0,4,103,8,0.009064982936251909,0.905,0.17402949929237366,0.04760252311825752
diag_egoistic_seed0,egoistic,0,5,115,12,0.06854696199297905,0.8812,0.171764075756073,0.05437041074037552
diag_egoistic_seed0,egoistic,0,6,122,7,0.08860047068446875,0.8575,0.17958006262779236,0.053976040333509445
diag_egoistic_seed0,egoistic,0,7,134,12,0.16463188652414829,0.8337,0.14676342904567719,0.0629521831870079
diag_egoistic_seed0,egoistic,0,8,172,38,0.175914748265457,0.81,0.1300593614578247,0.050078097730875015
diag_egoistic_seed0,egoistic,0,9,183,11,0.10021307054822418,0.7863,0.16941021382808685,0.14245954155921936
diag_egoistic_seed0,egoistic,0,10,195,12,0.20070068763258556,0.7625,0.16188375651836395,0.10621959716081619
diag_egoistic_seed0,egoistic,0,11,204,9,0.16844905643827385,0.7388,0.13512572646141052,0.10979051887989044
diag_egoistic_seed0,egoistic,0,12,225,21,0.23299183206455337,0.715,0.1521904468536377,0.040680427104234695
diag_egoistic_seed0,egoistic,0,13,232,7,0.08377123544258731,0.6913,0.17516906559467316,0.02620127610862255
diag_egoistic_seed0,egoistic,0,14,239,7,0.2437109651177057,0.6675,0.1352424919605255,0.022336909547448158
diag_egoistic_seed0,egoistic,0,15,264,25,0.26725809210911394,0.6438,0.12429854273796082,0.04144307225942612
diag_egoistic_seed0,egoistic,0,16,278,14,0.2685680948613611,0.62,0.1721942275762558,0.05693662539124489
diag_egoistic_seed0,egoistic,0,17,293,15,0.17228775499388577,0.5962,0.15432892739772797,0.05291849374771118
diag_egoistic_seed0,egoistic,0,18,313,20,0.17148489269893616,0.5725,0.18256303668022156,0.07433704286813736
diag_egoistic_seed0,egoistic,0,19,333,20,0.22802911293692887,0.5488,0.16139006614685059,0.056639283895492554
diag_egoistic_seed0,egoistic,0,20,353,20,0.18250851003685967,0.525,0.1897488534450531,0.08309103548526764
diag_egoistic_seed0,egoistic,0,21,371,18,0.1676858823047951,0.5012,0.18529991805553436,0.08609636127948761
diag_egoistic_seed0,egoistic,0,22,380,9,0.1261540243609084,0.4775,0.14208096265792847,0.061047960072755814
diag_egoistic_seed0,egoistic,0,23,400,20,0.16900131090078502,0.4538,0.20249676704406738,0.09911224991083145
diag_egoistic_seed0,egoistic,0,24,409,9,0.09272212990456158,0.43,0.13198985159397125,0.05542890354990959
diag_rawlsian_seed0,rawlsian,0,0,42,0,,1.0,0.07010089606046677,0.030214913189411163
diag_rawlsian_seed0,rawlsian,0,1,62,0,,0.9762,0.06046247482299805,0.03729225695133209
diag_rawlsian_seed0,rawlsian,0,2,77,14,6.827924524034772,0.9525,0.1435074508190155,0.12813793122768402
diag_rawlsian_seed0,rawlsian,0,3,101,24,6.2049853801727295,0.9287,0.6086959838867188,0.29100915789604187
diag_rawlsian_seed0,rawlsian,0,4,107,6,5.665332953135173,0.905,0.9538769721984863,0.3391279876232147
diag_rawlsian_seed0,rawlsian,0,5,120,13,5.597382215353159,0.8812,1.8439037799835205,0.3489229381084442
diag_rawlsian_seed0,rawlsian,0,6,133,13,5.059543793018047,0.8575,3.1266086101531982,0.5458645224571228
diag_rawlsian_seed0,rawlsian,0,7,162,29,3.604628291623346,0.8337,1.7566169500350952,4.182694435119629
diag_rawlsian_seed0,rawlsian,0,8,177,15,2.092293866475423,0.81,4.406646251678467,2.8884243965148926
diag_rawlsian_seed0,rawlsian,0,9,194,17,1.548622173421523,0.7863,9.49876880645752,1.4590632915496826
diag_rawlsian_seed0,rawlsian,0,10,207,13,1.2557110419640174,0.7625,9.480511665344238,1.4210281372070312
diag_rawlsian_seed0,rawlsian,0,11,216,9,1.3020937906371222,0.7388,9.49251937866211,0.9173010587692261
diag_rawlsian_seed0,rawlsian,0,12,229,13,1.2646116385093102,0.715,9.198660850524902,0.790469765663147
diag_rawlsian_seed0,rawlsian,0,13,236,7,1.159993086542402,0.6913,8.970813751220703,1.1203374862670898
diag_rawlsian_seed0,rawlsian,0,14,249,13,1.1518563032150269,0.6675,6.6970014572143555,1.7415106296539307
diag_rawlsian_seed0,rawlsian,0,15,259,10,1.018932330608368,0.6438,9.167448043823242,1.0394436120986938
diag_rawlsian_seed0,rawlsian,0,16,267,8,1.0150862485170364,0.62,8.354702949523926,1.1234817504882812
diag_rawlsian_seed0,rawlsian,0,17,288,21,0.9612343112627665,0.5962,8.104336738586426,1.213632345199585
diag_rawlsian_seed0,rawlsian,0,18,298,10,1.1663149178028107,0.5725,7.906282901763916,1.2740000486373901
diag_rawlsian_seed0,rawlsian,0,19,306,8,1.0041541829705238,0.5488,9.01929759979248,0.9376277327537537
diag_rawlsian_seed0,rawlsian,0,20,317,11,1.1506987539204685,0.525,7.009539604187012,2.38315749168396
diag_rawlsian_seed0,rawlsian,0,21,327,10,1.2311700284481049,0.5012,8.773988723754883,1.0224403142929077
diag_rawlsian_seed0,rawlsian,0,22,339,12,1.1725126107533772,0.4775,6.373575687408447,2.3141226768493652
diag_rawlsian_seed0,rawlsian,0,23,355,16,1.1155417971313,0.4538,8.72942066192627,0.7831827998161316
diag_rawlsian_seed0,rawlsian,0,24,361,6,1.2400994698206584,0.43,8.860995292663574,0.9748917818069458
diag_egoistic_seed0,egoistic,0,0,42,0,,1.0,0.07010089606046677,0.030214913189411163
diag_egoistic_seed0,egoistic,0,1,62,0,,0.9762,0.06046247482299805,0.03729225695133209
diag_egoistic_seed0,egoistic,0,2,76,13,0.011209077380884152,0.9525,0.16703668236732483,0.035459164530038834
diag_egoistic_seed0,egoistic,0,3,95,19,0.011895530514026942,0.9287,0.1609148383140564,0.05370386317372322
diag_egoistic_seed0,egoistic,0,4,103,8,0.009064982936251909,0.905,0.17402949929237366,0.04760252311825752
diag_egoistic_seed0,egoistic,0,5,115,12,0.06854696199297905,0.8812,0.171764075756073,0.05437041074037552
diag_egoistic_seed0,egoistic,0,6,122,7,0.08860047068446875,0.8575,0.17958006262779236,0.053976040333509445
diag_egoistic_seed0,egoistic,0,7,134,12,0.16463188652414829,0.8337,0.14676342904567719,0.0629521831870079
diag_egoistic_seed0,egoistic,0,8,172,38,0.175914748265457,0.81,0.1300593614578247,0.050078097730875015
diag_egoistic_seed0,egoistic,0,9,183,11,0.10021307054822418,0.7863,0.16941021382808685,0.14245954155921936
diag_egoistic_seed0,egoistic,0,10,195,12,0.20070068763258556,0.7625,0.16188375651836395,0.10621959716081619
diag_egoistic_seed0,egoistic,0,11,204,9,0.16844905643827385,0.7388,0.13512572646141052,0.10979051887989044
diag_egoistic_seed0,egoistic,0,12,225,21,0.23299183206455337,0.715,0.1521904468536377,0.040680427104234695
diag_egoistic_seed0,egoistic,0,13,232,7,0.08377123544258731,0.6913,0.17516906559467316,0.02620127610862255
diag_egoistic_seed0,egoistic,0,14,239,7,0.2437109651177057,0.6675,0.1352424919605255,0.022336909547448158
diag_egoistic_seed0,egoistic,0,15,264,25,0.26725809210911394,0.6438,0.12429854273796082,0.04144307225942612
diag_egoistic_seed0,egoistic,0,16,278,14,0.2685680948613611,0.62,0.1721942275762558,0.05693662539124489
diag_egoistic_seed0,egoistic,0,17,293,15,0.17228775499388577,0.5962,0.15432892739772797,0.05291849374771118
diag_egoistic_seed0,egoistic,0,18,313,20,0.17148489269893616,0.5725,0.18256303668022156,0.07433704286813736
diag_egoistic_seed0,egoistic,0,19,333,20,0.22802911293692887,0.5488,0.16139006614685059,0.056639283895492554
diag_egoistic_seed0,egoistic,0,20,353,20,0.18250851003685967,0.525,0.1897488534450531,0.08309103548526764
diag_egoistic_seed0,egoistic,0,21,371,18,0.1676858823047951,0.5012,0.18529991805553436,0.08609636127948761
diag_egoistic_seed0,egoistic,0,22,380,9,0.1261540243609084,0.4775,0.14208096265792847,0.061047960072755814
diag_egoistic_seed0,egoistic,0,23,400,20,0.16900131090078502,0.4538,0.20249676704406738,0.09911224991083145
diag_egoistic_seed0,egoistic,0,24,409,9,0.09272212990456158,0.43,0.13198985159397125,0.05542890354990959
diag_rawlsian_seed0,rawlsian,0,0,42,0,,1.0,0.07010089606046677,0.030214913189411163
diag_rawlsian_seed0,rawlsian,0,1,62,0,,0.9762,0.06046247482299805,0.03729225695133209
diag_rawlsian_seed0,rawlsian,0,2,76,13,0.4841080468434554,0.9525,0.3216182291507721,0.09604008495807648
diag_rawlsian_seed0,rawlsian,0,3,95,19,0.28473638154958425,0.9287,0.846203625202179,0.21749092638492584
diag_rawlsian_seed0,rawlsian,0,4,103,8,0.16265392396599054,0.905,1.16379714012146,0.16837289929389954
diag_rawlsian_seed0,rawlsian,0,5,112,9,0.24636395441161263,0.8812,1.128451943397522,0.19317269325256348
diag_rawlsian_seed0,rawlsian,0,6,121,9,0.31683824790848625,0.8575,1.106078863143921,0.08579806238412857
diag_rawlsian_seed0,rawlsian,0,7,134,13,0.3633277335992226,0.8337,1.063780665397644,0.06412756443023682
diag_rawlsian_seed0,rawlsian,0,8,163,29,0.3277585961181542,0.81,0.9079623222351074,0.32461023330688477
diag_rawlsian_seed0,rawlsian,0,9,182,19,0.2039972398626177,0.7863,1.0820361375808716,0.16620002686977386
diag_rawlsian_seed0,rawlsian,0,10,195,13,0.2799512056203989,0.7625,1.0937834978103638,0.18163292109966278
diag_rawlsian_seed0,rawlsian,0,11,211,16,0.24063453078269958,0.7388,1.1541955471038818,0.05181274935603142
diag_rawlsian_seed0,rawlsian,0,12,228,17,0.19669285372776144,0.715,1.04378080368042,0.22405026853084564
diag_rawlsian_seed0,rawlsian,0,13,238,10,0.2026841424405575,0.6913,1.2647613286972046,0.08317367732524872
diag_rawlsian_seed0,rawlsian,0,14,250,12,0.18153909190247455,0.6675,1.0992127656936646,0.1408574879169464
diag_rawlsian_seed0,rawlsian,0,15,267,17,0.256298515945673,0.6438,1.1065267324447632,0.14404621720314026
diag_rawlsian_seed0,rawlsian,0,16,282,15,0.22762974326809246,0.62,1.2009834051132202,0.09238135814666748
diag_rawlsian_seed0,rawlsian,0,17,296,14,0.2301800949499011,0.5962,1.1485421657562256,0.07699380069971085
diag_rawlsian_seed0,rawlsian,0,18,311,15,0.2644946272174517,0.5725,1.144647479057312,0.07653987407684326
diag_rawlsian_seed0,rawlsian,0,19,323,12,0.20128983041892448,0.5488,1.1410536766052246,0.08404545485973358
diag_rawlsian_seed0,rawlsian,0,20,331,8,0.20404456928372383,0.525,1.1916555166244507,0.06779540330171585
diag_rawlsian_seed0,rawlsian,0,21,347,16,0.23173557478003204,0.5012,1.1399670839309692,0.17194576561450958
diag_rawlsian_seed0,rawlsian,0,22,363,16,0.17984276614151895,0.4775,1.132116436958313,0.23540420830249786
diag_rawlsian_seed0,rawlsian,0,23,375,12,0.24755656408766905,0.4538,1.1474710702896118,0.04528506100177765
diag_rawlsian_seed0,rawlsian,0,24,390,15,0.22303320293625195,0.43,1.1586247682571411,0.07570012658834457
