run_id,mode,seed,phase,episode,episode_objective_reward,mean_step_reward,min_step_reward,max_step_reward,collision_penalty_triggered,mean_ttc,min_ttc,mean_waiting_time,final_waiting_time
diag_rawlsian_seed0,rawlsian,0,train,5,125.8306,9.6793,8.8372,10.7415,0,1.9919749839718446,1.9919749839718446,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,6,107.0345,8.2334,6.664,11.3218,0,1.6435755218991708,1.6435755218991708,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,7,-46.9938,-1.4686,-9.0,8.4469,0,,,5.2812,10.0
diag_rawlsian_seed0,rawlsian,0,train,8,96.5773,6.8984,4.0617,10.6176,0,6.4059461116590315,5.40594611165903,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,9,130.848,8.7232,7.2677,10.0037,0,1.6682862488433994,1.6682862488433994,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,10,109.5119,8.424,6.0415,9.9334,0,3.2280790687361947,3.2280790687361947,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,11,89.2142,9.9127,9.039,10.039,0,4.893914077238336,4.893914077238336,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,12,124.2413,9.557,9.4801,10.4801,0,1.2185378300057736,1.2185378300057736,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,13,62.8509,8.9787,6.4751,10.2647,1,0.6541461589015591,0.6541461589015591,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,14,96.8604,7.4508,3.0161,10.5463,0,3.309809056185021,3.309809056185021,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,15,87.2472,8.7247,6.3578,10.2258,0,3.7905620880326953,3.7905620880326953,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,16,68.4604,8.5575,7.0912,9.0463,1,0.06069246285921809,0.06069246285921809,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,17,99.1383,4.7209,-14.0,9.0612,0,,,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,18,82.5202,8.252,5.3637,10.0109,0,0.9743760701340767,0.9743760701340767,0.0,0.0
diag_rawlsian_seed0,rawlsian,0,train,19,75.9338,9.4917,9.2763,9.5225,1,0.44420618293550357,0.44420618293550357,0.0,0.0
