policy_step,simulation_time,controller,controller_role,active,exited,route_progress,speed,commanded_action,commanded_action_name,commanded_acceleration,realised_acceleration,peer_progress,peer_speed,action_A,action_B,joint_action_category,Q_maintain,Q_accelerate,Q_decelerate,greedy_action,best_Q,second_best_Q,Q_margin,Q_range,action_mask,collision_flag,termination_flag,truncation_flag,master_seed,checkpoint_step,checkpoint_sha256,validation_block_id,assignment,scenario_block,eval_seed,episode_index,front_gap
0,0.0,A,mainline,True,False,28.0,20.0,0,maintain,0.0,0.0,20.0,20.0,0,2,maintain-decelerate,0.10851225256919861,0.08833697438240051,-0.10374851524829865,0,0.10851225256919861,0.08833697438240051,0.020175278186798096,0.21226076781749725,"[true, true, true]",False,False,False,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
0,0.0,B,ramp,True,False,20.0,20.0,2,decelerate,0.0,-2.9999999999999716,28.0,20.0,0,2,maintain-decelerate,-0.043063074350357056,0.014690648764371872,0.10277192294597626,2,0.10277192294597626,0.014690648764371872,0.08808127418160439,0.1458349972963333,"[true, true, true]",False,False,False,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
0,0.0,B_front,background_mainline,True,,120.0,20.0,,,,,,,,,,,,,,,,,,,,,,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
0,0.0,B_rear,background_mainline,True,,3.945792890543582,19.483844969091912,,,,,,,,,,,,,,,,,,,,,,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
1,0.2,A,mainline,True,False,32.0,20.0,0,maintain,0.0,0.0,23.939999999999998,19.400000000000006,0,2,maintain-decelerate,0.107899010181427,0.08849624544382095,-0.10521408915519714,0,0.107899010181427,0.08849624544382095,0.01940276473760605,0.21311309933662415,"[true, true, true]",False,False,False,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
1,0.2,B,ramp,True,False,23.939999999999998,19.400000000000006,2,decelerate,-3.0,-2.9999999999999716,32.0,20.0,0,2,maintain-decelerate,-0.043739162385463715,0.013758579269051552,0.10102741420269012,2,0.10102741420269012,0.013758579269051552,0.08726883493363857,0.14476657658815384,"[true, true, true]",False,False,False,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
1,0.2,B_front,background_mainline,True,,124.0,20.0,,,,,,,,,,,,,,,,,,,,,,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
1,0.2,B_rear,background_mainline,True,,7.802789976125999,19.103228823167687,,,,,,,,,,,,,,,,,,,,,,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
2,0.4,A,mainline,True,False,36.0,20.0,0,maintain,0.0,0.0,27.76,18.80000000000001,0,2,maintain-decelerate,0.10726412385702133,0.08785450458526611,-0.10629207640886307,0,0.10726412385702133,0.08785450458526611,0.01940961927175522,0.2135562002658844,"[true, true, true]",False,False,False,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
2,0.4,B,ramp,True,False,27.76,18.80000000000001,2,decelerate,-3.0,-2.9999999999999716,36.0,20.0,0,2,maintain-decelerate,-0.04464276134967804,0.0128498375415802,0.09940813481807709,2,0.09940813481807709,0.0128498375415802,0.08655829727649689,0.14405089616775513,"[true, true, true]",False,False,False,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
2,0.4,B_front,background_mainline,True,,128.0,20.0,,,,,,,,,,,,,,,,,,,,,,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
2,0.4,B_rear,background_mainline,True,,11.593368401039545,18.814498512244633,,,,,,,,,,,,,,,,,,,,,,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
3,0.6000000000000001,A,mainline,True,False,40.0,20.0,0,maintain,0.0,0.0,31.460000000000004,18.200000000000017,0,2,maintain-decelerate,0.10659818351268768,0.08723241835832596,-0.10735346376895905,0,0.10659818351268768,0.08723241835832596,0.019365765154361725,0.21395164728164673,"[true, true, true]",False,False,False,66010,0,4416c1d5095966b2793a6cb1bf791fab0bc05c22125b8192538156cea59fba3a,validation_001,0,0,1185892433,0,
