reward_condition,controller_id,policy_step,base_reward,shaping_component,learner_reward,decomposition_error
min_pbrs,B,10,0.00670279588334588,-0.0006074363078855561,0.006095359575460324,0.0
min_pbrs,A,11,0.006215384615384645,-0.00041381597041201257,0.005801568644972633,0.0
min_pbrs,B,11,0.0068257829637742296,-0.00041381597041201257,0.006411966993362217,0.0
min_pbrs,A,12,0.00633846153846156,-0.0002652982580819252,0.006073163280379635,0.0
min_pbrs,B,12,0.006948770044202579,-0.0002652982580819252,0.006683471786120654,0.0
min_pbrs,A,13,0.006461538461538497,-0.0001542696752612871,0.0063072687862772096,0.0
min_pbrs,B,13,0.007071757124630974,-0.0001542696752612871,0.006917487449369686,0.0
min_pbrs,A,14,0.006584615384615389,-7.477751716868931e-05,0.0065098378674467,0.0
min_pbrs,B,14,0.007194744205059323,-7.477751716868931e-05,0.0071199666878906335,0.0
min_pbrs,A,15,0.00670769230769237,-2.206311430212882e-05,0.0066856291933902415,0.0
min_pbrs,B,15,0.007317731285487717,-2.206311430212882e-05,0.007295668171185588,0.0
min_pbrs,A,16,0.006830769230769263,7.760528750089257e-06,0.006838529759519352,0.0
min_pbrs,B,16,0.007440718365916066,7.760528750089257e-06,0.007448478894666156,0.0
min_pbrs,A,17,0.006953846153846178,1.793633139832718e-05,0.0069717824852445045,0.0
min_pbrs,B,17,0.0075637054463444375,1.793633139832718e-05,0.007581641777742764,0.0
min_pbrs,A,18,0.007076923076923092,1.1226728695579169e-05,0.007088149805618671,0.0
min_pbrs,B,18,0.00768669252677281,1.1226728695579169e-05,0.007697919255468389,0.0
min_pbrs,A,19,0.007200000000000029,-1.0835155920818629e-05,0.007189164844079211,0.0
min_pbrs,B,19,0.007809679607201159,-1.0835155920818629e-05,0.0077988444512803404,0.0
min_pbrs,A,20,-0.9981807692307693,-0.1830775583195671,-1.1812583275503363,0.0
min_pbrs,B,20,-0.9980283633668828,-0.1830775583195671,-1.18110592168645,0.0
mean_pbrs,A,1,0.004984615384615388,-0.0019326471710677806,0.003051968213547607,0.0
mean_pbrs,B,1,0.005534418619276377,-0.0019326471710677806,0.0036017714482085962,0.0
mean_pbrs,A,2,0.005107692307692313,-0.0013142582050449825,0.0037934341026473308,0.0
mean_pbrs,B,2,0.005534418619276388,-0.0013142582050449825,0.004220160414231406,0.0
mean_pbrs,A,3,0.005230769230769239,-0.0008999528081409692,0.00433081642262827,0.0
mean_pbrs,B,3,0.005534418619276372,-0.0008999528081409692,0.004634465811135403,0.0
mean_pbrs,A,4,0.005353846153846165,-0.0006066252551514495,0.004747220898694715,0.0
mean_pbrs,B,4,0.005534418619276383,-0.0006066252551514495,0.004927793364124933,0.0
mean_pbrs,A,5,0.00547692307692308,-0.00039108061836237165,0.005085842458560708,0.0
mean_pbrs,B,5,0.005534418619276383,-0.00039108061836237165,0.005143338000914011,0.0
mean_pbrs,A,6,0.005600000000000005,-0.00022867691686725424,0.005371323083132751,0.0
mean_pbrs,B,6,0.005534418619276383,-0.00022867691686725424,0.005305741702409128,0.0
mean_pbrs,A,7,0.005723076923076931,-0.0001043376638365734,0.005618739259240358,0.0
mean_pbrs,B,7,0.005534418619276383,-0.0001043376638365734,0.005430080955439809,0.0
mean_pbrs,A,8,0.005846153846153857,-8.317958612646948e-06,0.00583783588754121,0.0
mean_pbrs,B,8,0.005534418619276383,-8.317958612646948e-06,0.005526100660663736,0.0
mean_pbrs,A,9,0.0059692307692307935,6.596823188593781e-05,0.0060351990011167315,0.0
mean_pbrs,B,9,0.005534418619276383,6.596823188593781e-05,0.005600386851162321,0.0
mean_pbrs,A,10,0.006092307692307686,0.00012314092302847523,0.0062154486153361615,0.0
mean_pbrs,B,10,0.005534418619276372,0.00012314092302847523,0.005657559542304847,0.0
mean_pbrs,A,11,0.006215384615384645,-0.0008284539926029844,0.005386930622781661,0.0
mean_pbrs,B,11,0.005534418619276405,-0.0008284539926029844,0.00470596462667342,0.0
mean_pbrs,A,12,0.00633846153846156,-0.0007913245645204903,0.0055471369739410695,0.0
mean_pbrs,B,12,0.0055344186192764384,-0.0007913245645204903,0.004743094054755948,0.0
mean_pbrs,A,13,0.006461538461538497,-0.0007635674188153142,0.005697971042723182,0.0
mean_pbrs,B,13,0.005534418619276416,-0.0007635674188153142,0.004770851200461102,0.0
mean_pbrs,A,14,0.006584615384615389,-0.0007436943792921814,0.005840921005323208,0.0
mean_pbrs,B,14,0.005534418619276416,-0.0007436943792921814,0.004790724239984234,0.0
mean_pbrs,A,15,0.00670769230769237,-0.0007305157785755245,0.005977176529116846,0.0
mean_pbrs,B,15,0.0055344186192764384,-0.0007305157785755245,0.004803902840700914,0.0
mean_pbrs,A,16,0.006830769230769263,-0.0007230598678124923,0.00610770936295677,0.0
mean_pbrs,B,16,0.005534418619276416,-0.0007230598678124923,0.004811358751463924,0.0
mean_pbrs,A,17,0.006953846153846178,-0.0007205159171504105,0.006233330236695767,0.0
mean_pbrs,B,17,0.0055344186192764384,-0.0007205159171504105,0.004813902702126028,0.0
mean_pbrs,A,18,0.007076923076923092,-0.0007221933178261031,0.006354729759096988,0.0
mean_pbrs,B,18,0.005534418619276416,-0.0007221933178261031,0.0048122253014503125,0.0
mean_pbrs,A,19,0.007200000000000029,-0.0007275409398413091,0.00647245906015872,0.0
mean_pbrs,B,19,0.005534418619276416,-0.0007275409398413091,0.0048068776794351065,0.0
mean_pbrs,A,20,0.007323076923076943,-0.0007373635645306021,0.006585713358546341,0.0
mean_pbrs,B,20,0.0055344186192764384,-0.0007373635645306021,0.004797055054745836,0.0
mean_pbrs,A,21,0.00744615384615388,-0.0007482552600289738,0.006697898586124906,0.0
mean_pbrs,B,21,0.005534418619276416,-0.0007482552600289738,0.004786163359247442,0.0
mean_pbrs,A,22,0.007569230769230795,-0.0007587795159553324,0.006810451253275463,0.0
mean_pbrs,B,22,0.0055344186192764384,-0.0007587795159553324,0.004775639103321106,0.0
mean_pbrs,A,23,0.007692307692307665,-0.002357860514683541,0.005334447177624125,0.0
mean_pbrs,B,23,0.005534418619276416,-0.002357860514683541,0.003176558104592875,0.0
mean_pbrs,A,24,0.007815384615384691,-0.0023102574931307854,0.005505127122253905,0.0
mean_pbrs,B,24,0.005534418619276416,-0.0023102574931307854,0.0032241611261456305,0.0
mean_pbrs,A,25,0.007938461538461583,-0.001897312006067864,0.006041149532393719,0.0
mean_pbrs,B,25,0.0055344186192764384,-0.001897312006067864,0.0036371066132085744,0.0
mean_pbrs,A,26,0.008061538461538476,-0.0016305417885911667,0.0064309966729473094,0.0
mean_pbrs,B,26,0.005534418619276416,-0.0016305417885911667,0.0039038768306852495,0.0
mean_pbrs,A,27,0.008184615384615457,-0.0014469900487483979,0.006737625335867059,0.0
mean_pbrs,B,27,0.0055344186192764384,-0.0014469900487483979,0.00408742857052804,0.0
mean_pbrs,A,28,0.00830769230769235,-0.0013149586799270586,0.00699273362776529,0.0
mean_pbrs,B,28,0.005534418619276416,-0.0013149586799270586,0.004219459939349357,0.0
mean_pbrs,A,29,0.008430769230769287,-0.0012168741021189922,0.007213895128650295,0.0
mean_pbrs,B,29,0.005534418619276393,-0.0012168741021189922,0.0043175445171574015,0.0
mean_pbrs,A,30,0.008553846153846223,-0.0011422620881221146,0.007411584065724108,0.0
mean_pbrs,B,30,0.005534418619276416,-0.0011422620881221146,0.0043921565311543015,0.0
mean_pbrs,A,31,0.00867692307692316,-0.001084496662109502,0.0075924264148136585,0.0
mean_pbrs,B,31,0.00553441861927646,-0.001084496662109502,0.004449921957166958,0.0
mean_pbrs,A,32,0.008800000000000053,-0.0010391611465240703,0.0077608388534759825,0.0
mean_pbrs,B,32,0.005534418619276416,-0.0010391611465240703,0.004495257472752346,0.0
mean_pbrs,A,33,0.00892307692307699,-0.0010031826000850286,0.007919894322991962,0.0
mean_pbrs,B,33,0.005534418619276416,-0.0010031826000850286,0.004531236019191387,0.0
mean_pbrs,A,34,0.009046153846153883,-0.0009743698114980771,0.008071784034655806,0.0
mean_pbrs,B,34,0.005534418619276416,-0.0009743698114980771,0.004560048807778339,0.0
mean_pbrs,A,35,0.009169230769230818,-0.0009511364106437715,0.008218094358587048,0.0
mean_pbrs,B,35,0.005534418619276416,-0.0009511364106437715,0.004583282208632644,0.0
mean_pbrs,A,36,0.009230769230769242,-0.000932310748367149,0.008298458482402094,0.0
mean_pbrs,B,36,0.00553441861927646,-0.000932310748367149,0.004602107870909311,0.0
mean_pbrs,A,37,0.009230769230769199,-0.0009170105935454309,0.008313758637223768,0.0
mean_pbrs,B,37,0.005534418619276416,-0.0009170105935454309,0.004617408025730985,0.0
mean_pbrs,A,38,0.009230769230769242,-0.0009045603047038276,0.008326208926065415,0.0
mean_pbrs,B,38,0.005534418619276416,-0.0009045603047038276,0.004629858314572588,0.0
mean_pbrs,A,39,0.009230769230769242,-0.0008944346887497901,0.008336334542019453,0.0
mean_pbrs,B,39,0.005534418619276416,-0.0008944346887497901,0.004639983930526626,0.0
mean_pbrs,A,40,0.009230769230769199,-0.0008862200839362622,0.008344549146832936,0.0
mean_pbrs,B,40,0.005534418619276416,-0.0008862200839362622,0.004648198535340153,0.0
mean_pbrs,A,41,0.009230769230769242,-0.0008795868379479988,0.008351182392821243,0.0
mean_pbrs,B,41,0.00553441861927646,-0.0008795868379479988,0.004654831781328461,0.0
mean_pbrs,A,42,0.009230769230769242,-0.0008742694924204208,0.008356499738348821,0.0
mean_pbrs,B,42,0.005534418619276416,-0.0008742694924204208,0.004660149126855995,0.0
mean_pbrs,A,43,0.009230769230769242,-0.0008700522830591196,0.008360716947710123,0.0
mean_pbrs,B,43,0.005534418619276416,-0.0008700522830591196,0.004664366336217297,0.0
mean_pbrs,A,44,0.009230769230769199,-0.0008667583720873839,0.008364010858681815,0.0
mean_pbrs,B,44,0.005534418619276416,-0.0008667583720873839,0.004667660247189032,0.0
mean_pbrs,A,45,0.009230769230769242,-0.0008642417440225536,0.008366527486746688,0.0
mean_pbrs,B,45,0.005534418619276416,-0.0008642417440225536,0.004670176875253862,0.0
mean_pbrs,A,46,0.6009230769230759,-0.0008623810302082591,0.6000606958928676,0.0
mean_pbrs,B,46,0.00553441861927646,-0.0008623810302082591,0.004672037589068201,0.0
mean_pbrs,B,47,0.005534418619276416,-0.0008610747491742733,0.004673343870102143,0.0
mean_pbrs,B,48,0.005534418619276416,-0.0008602375993621569,0.004674181019914259,0.0
mean_pbrs,B,49,0.005534418619276416,-0.0008597975431583693,0.004674621076118046,0.0
mean_pbrs,B,50,0.005534418619276416,-0.0008596934923706945,0.004674725126905721,0.0
mean_pbrs,B,51,0.00553441861927646,-0.0008598734554501775,0.004674545163826283,0.0
mean_pbrs,B,52,0.005534418619276416,-0.0008602930425550382,0.004674125576721378,0.0
mean_pbrs,B,53,0.005534418619276416,-0.0008609142503926526,0.004673504368883763,0.0
mean_pbrs,B,54,0.005534418619276416,-0.0008617044676292985,0.004672714151647117,0.0
mean_pbrs,B,55,0.005534418619276416,-0.0008626356555575976,0.0046717829637188185,0.0
mean_pbrs,B,56,0.00553441861927646,-0.0008636836690533167,0.004670734950223143,0.0
mean_pbrs,B,57,0.005534418619276416,-0.0008648276906216834,0.0046695909286547325,0.0
mean_pbrs,B,58,0.005534418619276416,-0.0008660497562127389,0.004668368863063677,0.0
mean_pbrs,B,59,0.005534418619276416,-0.0008673343559763014,0.0046670842633001145,0.0
mean_pbrs,B,60,0.005534418619276416,-0.0008686680965779737,0.0046657505226984424,0.0
mean_pbrs,B,61,0.00553441861927646,-0.0008700394143741131,0.004664379204902347,0.0
mean_pbrs,B,62,0.005534418619276416,-0.0008714383308283225,0.004662980288448093,0.0
mean_pbrs,B,63,0.005534418619276416,-0.0008728562431913778,0.004661562376085038,0.0
mean_pbrs,B,64,0.005534418619276372,-0.0008742857447598951,0.004660132874516477,0.0
mean_pbrs,B,65,0.005534418619276238,-0.0008757204700580612,0.004658698149218177,0.0
mean_pbrs,B,66,0.6002919886078147,-0.18683369298725072,0.413458295620564,0.0
min_pbrs,A,1,0.004984615384615388,0.0031800000000000495,0.008164615384615437,0.0
min_pbrs,B,1,0.005595912159490568,0.0031800000000000495,0.008775912159490617,0.0
min_pbrs,A,2,0.005107692307692313,0.0031600000000000517,0.008267692307692365,0.0
min_pbrs,B,2,0.00571889923991894,0.0031600000000000517,0.008878899239918992,0.0
min_pbrs,A,3,0.005230769230769239,0.0031400000000000763,0.008370769230769315,0.0
min_pbrs,B,3,0.005841886320347301,0.0031400000000000763,0.008981886320347377,0.0
min_pbrs,A,4,0.005353846153846165,0.0031200000000000563,0.00847384615384622,0.0
min_pbrs,B,4,0.005964873400775672,0.0031200000000000563,0.009084873400775729,0.0
