condition,seed,checkpoint,replay_len_A,replay_len_B,update_count_A,update_count_B,td_abs_mean,td_abs_p95,td_sample_n,replay_terminal_frac_A,replay_terminal_frac_B
vanilla_dqn,63002,50000,20000,20000,32549,36178,0.0239425726381002,0.074699431657791,255,0.0078125,0.0078125
vanilla_dqn,63002,200000,20000,20000,156047,136013,0.0132244695560075,0.0487773269414901,256,0.00390625,0.0078125
vanilla_dqn,63002,100000,20000,20000,75919,74652,0.0106035191638796,0.031576669216156,255,0.0,0.0
vanilla_dqn,63002,150000,20000,20000,118838,106292,0.0151871060952544,0.0381980389356613,256,0.0,0.0
vanilla_dqn,63003,10000,8545,8275,8034,7764,0.0651586278034965,0.2113079369068145,252,0.015625,0.01171875
vanilla_dqn,63002,75000,20000,20000,52187,55376,0.0110145064536482,0.03115975856781,256,0.0,0.0
vanilla_dqn,63002,300000,20000,20000,243910,173181,0.0136735087726265,0.0428556352853775,256,0.0,0.0
vanilla_dqn,63002,250000,20000,20000,195308,161479,0.016605433775112,0.0568947046995162,256,0.0,0.00390625
vanilla_dqn,63003,25000,20000,17535,21965,17024,0.0499835831235604,0.1723111867904663,251,0.0078125,0.01171875
vanilla_dqn,63004,0,0,0,0,0,,,0,,
vanilla_dqn,63003,200000,20000,20000,175173,118521,0.0106726040840148,0.0315478593111038,250,0.01953125,0.01953125
vanilla_dqn,63003,250000,20000,20000,220954,151478,0.0100827270110134,0.0282082676887511,253,0.03125,0.01953125
vanilla_dqn,63003,150000,20000,20000,136101,82845,0.0113867663285311,0.041910684108734,255,0.00390625,0.01171875
vanilla_dqn,63003,50000,20000,20000,45701,24766,0.0164458893002971,0.06535285115242,252,0.0,0.0
vanilla_dqn,63004,10000,9114,8221,8603,7710,0.0376015287915281,0.1247176438570022,255,0.01171875,0.0234375
vanilla_dqn,63004,25000,20000,20000,21577,19965,0.0296665882404613,0.098436141014099,253,0.015625,0.01171875
vanilla_dqn,63003,300000,20000,20000,258277,198202,0.0106154864290321,0.0296209752559661,251,0.015625,0.0078125
vanilla_dqn,63003,100000,20000,20000,91094,63491,0.0078821327742629,0.0309127002954483,254,0.0,0.00390625
vanilla_dqn,63005,0,0,0,0,0,,,0,,
vanilla_dqn,63003,75000,20000,20000,68584,41433,0.0079024586593732,0.0262046754360198,256,0.0,0.00390625
vanilla_dqn,63004,250000,20000,20000,170111,159829,0.0154993372015744,0.0503265261650085,251,0.01171875,0.01171875
vanilla_dqn,63004,200000,20000,20000,133905,115963,0.0103367519332095,0.0417965650558471,256,0.01171875,0.0078125
vanilla_dqn,63004,300000,20000,20000,196956,203188,0.0117203019588832,0.0413420319557188,253,0.01953125,0.0078125
vanilla_dqn,63005,10000,8355,8649,7844,8138,0.0458840647603756,0.1490431487560272,253,0.03125,0.01171875
vanilla_dqn,63004,50000,20000,20000,44070,31854,0.0120972821023315,0.0353031754493713,256,0.0,0.0234375
vanilla_dqn,63004,75000,20000,20000,61273,45251,0.0042829162557609,0.0147636234760284,256,0.00390625,0.00390625
vanilla_dqn,63004,100000,20000,20000,75047,59966,0.0036171497083177,0.009973657131195,255,0.00390625,0.00390625
vanilla_dqn,63004,150000,20000,20000,103068,88294,0.0012036090782979,0.003602910041809,253,0.0,0.0
vanilla_dqn,63006,0,0,0,0,0,,,0,,
vanilla_dqn,63005,25000,20000,20000,20221,19774,0.0341050129091622,0.1215836763381957,255,0.0078125,0.01171875
vanilla_dqn,63005,50000,20000,20000,37956,33088,0.0181479048071883,0.089836424589157,254,0.00390625,0.00390625
vanilla_dqn,63005,300000,20000,20000,244818,199858,0.0118111668257262,0.0293418526649475,254,0.01953125,0.015625
vanilla_dqn,63006,10000,9218,7392,8707,6881,0.0471274950971684,0.1585280299186706,249,0.01953125,0.01953125
vanilla_dqn,63005,200000,20000,20000,169505,125427,0.0145377546941745,0.0400820672512054,256,0.0,0.0078125
vanilla_dqn,63005,100000,20000,20000,84379,75207,0.0218694113427773,0.0458810329437255,256,0.0078125,0.0078125
vanilla_dqn,63005,250000,20000,20000,201759,160718,0.0116873473760141,0.0362112671136856,251,0.0234375,0.015625
vanilla_dqn,63005,75000,20000,20000,61656,54025,0.006472710520029,0.0187640190124511,256,0.0,0.0
vanilla_dqn,63007,0,0,0,0,0,,,0,,
vanilla_dqn,63005,150000,20000,20000,129223,101652,0.0106130476342514,0.0295722037553787,256,0.0,0.0
vanilla_dqn,63006,25000,18978,19427,18467,18916,0.0692478387550575,0.2358923062682151,254,0.01953125,0.01953125
vanilla_dqn,63006,50000,20000,20000,24843,42928,0.0286565390489404,0.1165336161851882,252,0.00390625,0.0
vanilla_dqn,63006,300000,20000,20000,220966,233580,0.0239495439231395,0.0854456670582294,250,0.01953125,0.0078125
vanilla_dqn,63006,150000,20000,20000,91493,131288,0.0202398783722413,0.0599469184875487,253,0.0078125,0.0078125
vanilla_dqn,63006,250000,20000,20000,178533,194314,0.0118615017217748,0.0358207464218139,255,0.00390625,0.0078125
vanilla_dqn,63006,75000,20000,20000,30324,66590,0.0222713841622569,0.0781319141387939,251,0.015625,0.0
vanilla_dqn,63006,200000,20000,20000,130309,160608,0.0136654295173345,0.0468135833740234,255,0.00390625,0.01953125
vanilla_dqn,63006,100000,20000,20000,46521,88617,0.0202177725732326,0.0621054619550704,256,0.00390625,0.0
vanilla_dqn,63007,10000,8270,8646,7759,8135,0.0451399751029731,0.1410475336015224,252,0.01953125,0.01953125
vanilla_dqn,63007,50000,20000,20000,38969,32835,0.01282383070793,0.0398724824190139,256,0.0,0.01171875
vanilla_dqn,63007,25000,18731,20000,18220,20270,0.0453412838162868,0.1547770172357559,254,0.0078125,0.01171875
vanilla_dqn,63008,10000,9017,8588,8506,8077,0.0359435010191407,0.0967524245381355,252,0.0234375,0.015625
vanilla_dqn,63007,150000,20000,20000,107400,113936,0.0143927085612501,0.0513067334890365,252,0.0,0.0078125
vanilla_dqn,63007,300000,20000,20000,225425,229698,0.0174854201456857,0.0434871703386306,252,0.0078125,0.015625
vanilla_dqn,63007,200000,20000,20000,143702,152990,0.0109554893178902,0.0316581487655639,253,0.015625,0.01171875
vanilla_dqn,63007,250000,20000,20000,185436,191889,0.0130944054853539,0.039363944530487,253,0.01171875,0.0078125
vanilla_dqn,63007,75000,20000,20000,54248,53381,0.0149228733590268,0.0413571774959564,254,0.00390625,0.0078125
vanilla_dqn,63007,100000,20000,20000,74177,74736,0.0125453577322118,0.0439386308193206,255,0.00390625,0.0078125
vanilla_dqn,63008,0,0,0,0,0,,,0,,
vanilla_dqn,63008,200000,20000,20000,125670,161401,0.0120053512166695,0.0388848483562469,251,0.0234375,0.01953125
vanilla_dqn,63008,250000,20000,20000,170388,198203,0.0139062096007727,0.0331779122352599,253,0.02734375,0.0234375
vanilla_dqn,63008,25000,19039,20000,18528,21483,0.0471760078170706,0.201685045659542,252,0.0078125,0.00390625
vanilla_dqn,63008,75000,20000,20000,36011,70632,0.0139449947173633,0.0528088301420211,252,0.015625,0.0
vanilla_dqn,63008,300000,20000,20000,217374,239286,0.0142376908217089,0.041990315914154,249,0.01953125,0.01171875
vanilla_dqn,63009,10000,8186,8806,7675,8295,0.0393652731776237,0.1051286458969116,250,0.00390625,0.015625
vanilla_dqn,63008,150000,20000,20000,91515,120601,0.0082236156744115,0.0248342394828796,255,0.00390625,0.0234375
vanilla_dqn,63009,0,0,0,0,0,,,0,,
vanilla_dqn,63008,50000,20000,20000,25993,46169,0.0192264229880543,0.0700265020132064,254,0.015625,0.0
vanilla_dqn,63008,100000,20000,20000,53392,92555,0.0114494578447192,0.0458198934793472,256,0.00390625,0.0
vanilla_dqn,63009,25000,19904,20000,19393,21007,0.041086165337112,0.1406092248857021,254,0.01953125,0.02734375
vanilla_dqn,63009,150000,20000,20000,89126,109238,0.0145893947580667,0.0395804002881049,254,0.0078125,0.01953125
vanilla_dqn,63009,250000,20000,20000,175512,163216,0.0212409035779359,0.0713191755115985,254,0.015625,0.00390625
vanilla_dqn,63010,0,0,0,0,0,,,0,,
vanilla_dqn,63009,100000,20000,20000,56975,73917,0.0089448381872738,0.0251471281051635,255,0.0,0.00390625
vanilla_dqn,63009,50000,20000,20000,27196,44920,0.0218078918725605,0.0845417976379393,253,0.00390625,0.00390625
vanilla_dqn,63010,10000,8780,8738,8269,8227,0.0494761593991846,0.1663209795951843,254,0.01171875,0.0234375
vanilla_dqn,63009,200000,20000,20000,132610,137854,0.0179854236981448,0.051163750886917,255,0.00390625,0.0
vanilla_dqn,63009,75000,20000,20000,37837,63406,0.010639684041962,0.0297415852546691,256,0.00390625,0.0
vanilla_dqn,63009,300000,20000,20000,217373,197177,0.0115798054372563,0.0347323894500732,255,0.015625,0.0
vanilla_dqn,63011,10000,8861,8129,8350,7618,0.0446411868645332,0.1692262142896651,254,0.01171875,0.015625
vanilla_dqn,63010,50000,20000,20000,44242,32163,0.0190932327720123,0.068698239326477,254,0.00390625,0.01953125
vanilla_dqn,63010,25000,20000,19068,21915,18557,0.0441557136902296,0.1620111390948295,251,0.015625,0.01171875
vanilla_dqn,63010,300000,20000,20000,257189,198816,0.0150564069529453,0.0506819784641265,251,0.00390625,0.01953125
vanilla_dqn,63010,75000,20000,20000,64574,43503,0.0103015297768162,0.041156369447708,255,0.00390625,0.015625
vanilla_dqn,63011,0,0,0,0,0,,,0,,
vanilla_dqn,63010,100000,20000,20000,86626,54208,0.0157544767447546,0.0553592920303344,255,0.00390625,0.015625
vanilla_dqn,63010,250000,20000,20000,210570,161722,0.0152646377979521,0.0497719645500183,251,0.0078125,0.015625
vanilla_dqn,63010,150000,20000,20000,126656,95154,0.0104623650312423,0.0309398353099822,250,0.01953125,0.0078125
vanilla_dqn,63010,200000,20000,20000,168122,130695,0.007330690510571,0.0228991657495498,256,0.00390625,0.01953125
vanilla_dqn,63011,25000,20000,20000,19852,19963,0.0344983111653063,0.1483994871377945,252,0.0,0.01171875
vanilla_dqn,63011,150000,20000,20000,90718,108340,0.0115714141502681,0.0479722499847412,253,0.00390625,0.01171875
vanilla_dqn,63012,0,0,0,0,0,,,0,,
vanilla_dqn,63011,250000,20000,20000,174881,196209,0.0130932785807147,0.0462372153997421,252,0.01171875,0.00390625
vanilla_dqn,63011,75000,20000,20000,42655,59158,0.009562856426426,0.0341629564762114,255,0.0078125,0.00390625
vanilla_dqn,63011,50000,20000,20000,29989,41177,0.0185450441811395,0.0471191883087158,253,0.01953125,0.00390625
vanilla_dqn,63011,200000,20000,20000,130851,153837,0.0070217136074514,0.0233025491237639,255,0.0,0.0
vanilla_dqn,63011,300000,20000,20000,216674,238166,0.0125842269044369,0.0376923531293869,256,0.0,0.00390625
vanilla_dqn,63011,100000,20000,20000,59367,74572,0.0119623374562018,0.0463446140289306,253,0.00390625,0.0
vanilla_dqn,63012,10000,8636,8679,8125,8168,0.0432954337817454,0.1471610486507415,252,0.0234375,0.03515625
vanilla_dqn,63013,10000,9058,8529,8547,8018,0.0521896121846068,0.1766610018908977,252,0.0078125,0.01953125
vanilla_dqn,63012,25000,20000,18061,20858,17550,0.0708950002449583,0.2494165062904356,249,0.01171875,0.01171875
vanilla_dqn,63013,0,0,0,0,0,,,0,,
vanilla_dqn,63012,50000,20000,20000,44993,24794,0.0275728866165759,0.0919817686080932,255,0.0078125,0.0
vanilla_dqn,63012,100000,20000,20000,89360,41216,0.0124974623614666,0.0533434212207793,255,0.0,0.0078125
vanilla_dqn,63012,200000,20000,20000,170065,98934,0.0137795013142749,0.0523833632469177,256,0.00390625,0.0
vanilla_dqn,63012,150000,20000,20000,132069,61756,0.0101177181516374,0.0362482041120529,252,0.0,0.0078125
vanilla_dqn,63012,250000,20000,20000,188054,143956,0.0084276595134508,0.0303621053695678,253,0.0,0.0
vanilla_dqn,63012,300000,20000,20000,211033,192348,0.0125790292068439,0.0391630262136459,255,0.02734375,0.02734375
vanilla_dqn,63012,75000,20000,20000,66753,33481,0.0122892663000136,0.0407856181263923,254,0.0,0.01953125
vanilla_dqn,63013,25000,20000,17740,21995,17229,0.0542264335295733,0.1820063292980194,255,0.015625,0.015625
vanilla_dqn,63014,0,0,0,0,0,,,0,,
vanilla_dqn,63014,10000,7700,9132,7189,8621,0.0500456042382426,0.1289483815431595,254,0.01171875,0.0078125
vanilla_dqn,63013,50000,20000,20000,43164,29033,0.0207387854461558,0.0553083419799804,256,0.0,0.0078125
vanilla_dqn,63013,75000,20000,20000,54099,47847,0.0093128798054713,0.0325882732868194,255,0.0078125,0.0
vanilla_dqn,63013,150000,20000,20000,91314,101913,0.0115896683419123,0.0441780984401702,256,0.00390625,0.0078125
vanilla_dqn,63013,250000,20000,20000,163641,160090,0.0193930650534837,0.0678980588912963,253,0.00390625,0.0078125
vanilla_dqn,63013,200000,20000,20000,121817,138244,0.0154346586922883,0.0439283490180968,253,0.00390625,0.0
vanilla_dqn,63013,100000,20000,20000,66545,64884,0.0079204103525947,0.0250972270965576,255,0.0078125,0.0
vanilla_dqn,63013,300000,20000,20000,195342,192448,0.009149458699339,0.0226371020078659,254,0.0,0.00390625
vanilla_dqn,63015,0,0,0,0,0,,,0,,
vanilla_dqn,63015,10000,9194,8214,8683,7703,0.0452376669602776,0.1369961611926555,254,0.03125,0.02734375
vanilla_dqn,63014,25000,20000,17187,21288,16676,0.0604304973449972,0.2228519439697265,252,0.01171875,0.01953125
vanilla_dqn,63015,25000,20000,19140,21686,18629,0.0639135711938142,0.2246165752410888,250,0.01953125,0.015625
vanilla_dqn,63014,250000,20000,20000,231517,111703,0.0202615678748663,0.063776296377182,255,0.00390625,0.02734375
vanilla_dqn,63014,75000,20000,20000,70638,33692,0.0201903834062464,0.0630409121513366,255,0.0,0.0078125
vanilla_dqn,63014,50000,20000,20000,46004,21352,0.0498719413097449,0.1351866632699966,254,0.00390625,0.015625
vanilla_dqn,63014,100000,20000,20000,94623,45743,0.01237450317135,0.0330757021903991,254,0.0,0.00390625
vanilla_dqn,63014,300000,20000,20000,248624,159721,0.0136024822207058,0.0519275426864623,255,0.0,0.0078125
vanilla_dqn,63014,150000,20000,20000,137513,79989,0.0156235290001113,0.0467687845230102,251,0.00390625,0.00390625
vanilla_dqn,63016,0,0,0,0,0,,,0,,
vanilla_dqn,63014,200000,20000,20000,184678,97639,0.0119457728722516,0.0352584242820739,255,0.00390625,0.00390625
vanilla_dqn,63016,10000,7994,8438,7483,7927,0.03440457734272,0.0932594209909439,254,0.01953125,0.0078125
vanilla_dqn,63015,200000,20000,20000,123878,153366,0.0110231928910191,0.0302425384521484,253,0.0078125,0.0
vanilla_dqn,63015,250000,20000,20000,165873,186292,0.0210392344447355,0.0657529935240745,252,0.0078125,0.015625
vanilla_dqn,63015,150000,20000,20000,81481,121283,0.012598032577365,0.0421583861112594,255,0.0078125,0.00390625
vanilla_dqn,63015,300000,20000,20000,203522,227146,0.0119096177368767,0.0410401225090026,253,0.00390625,0.02734375
vanilla_dqn,63015,50000,20000,20000,31961,41417,0.0211307638091966,0.0813561677932739,256,0.0,0.00390625
vanilla_dqn,63015,100000,20000,20000,55195,80042,0.0075948366429656,0.0245554447174072,256,0.0,0.0
vanilla_dqn,63015,75000,20000,20000,42027,62024,0.0066178060369566,0.0219088643789291,256,0.01171875,0.0
vanilla_dqn,63017,0,0,0,0,0,,,0,,
vanilla_dqn,63016,25000,20000,20000,19587,20700,0.0455996632961875,0.1530143544077873,251,0.01171875,0.0234375
vanilla_dqn,63016,200000,20000,20000,159607,122113,0.0113332857062497,0.0317188769578933,254,0.0078125,0.0234375
vanilla_dqn,63016,50000,20000,20000,32238,42573,0.0129510172441893,0.0398106008768081,255,0.0,0.0
vanilla_dqn,63016,150000,20000,20000,115066,84531,0.0096960053613534,0.0368217945098876,253,0.00390625,0.015625
vanilla_dqn,63016,300000,20000,20000,249530,206363,0.0145447674015211,0.0508224487304687,252,0.01953125,0.01171875
vanilla_dqn,63016,250000,20000,20000,205195,163751,0.0134577652402952,0.0397838175296783,255,0.01171875,0.01953125
vanilla_dqn,63017,10000,8933,8446,8422,7935,0.0612123468599747,0.1996170878410339,256,0.0078125,0.01171875
vanilla_dqn,63016,100000,20000,20000,66795,66004,0.0054081929847598,0.0173180401325225,256,0.0,0.00390625
vanilla_dqn,63016,75000,20000,20000,49020,54608,0.0058969964738935,0.0191766619682312,256,0.00390625,0.0
vanilla_dqn,63017,25000,20000,20000,19784,20863,0.0347132110997797,0.1363281309604644,252,0.01171875,0.015625
