episode,epsilon,episode_reward,steps,collision,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,time_to_merge
0,1.0,-213.7835610735641,42,0,-1.9758926245464756,-5.090084787465812,-14.0,0.5,0,42
1,0.9762,144.45314132148,20,0,8.904506801983722,7.2226570660739995,0.27398943638891143,0.28493586480157385,0,20
2,0.9525,114.26806858699021,15,0,8.584445911949482,7.617871239132681,0.7236484224767985,0.08016471744455211,0,15
3,0.9287,18.205872482593193,24,0,4.594013989840153,0.7585780201080498,-4.0,0.5,0,24
4,0.905,52.56678699010865,6,1,10.116559042444356,8.761131165018108,0.036220978263372186,0.4650451216263969,1,60
5,0.8812,124.83055436765395,13,0,11.680722698851532,9.60235033597338,0.19919749839718445,0.333890999052761,1,13
