episode,epsilon,episode_reward,steps,collision,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,time_to_merge
0,1.0,0.0,42,0,-1.9758926245464756,-5.090084787465812,-14.0,0.5,0,42
1,0.9762,0.0,20,0,8.904506801983722,7.2226570660739995,0.27398943638891143,0.28493586480157385,0,20
2,0.9525,0.0,15,0,8.584445911949482,7.617871239132681,0.7236484224767985,0.08016471744455211,0,15
3,0.9287,0.0,24,0,4.594013989840153,0.7585780201080498,-4.0,0.5,0,24
4,0.905,0.0,12,0,8.928714909516751,8.428714909516751,1.0,0.0,0,12
5,0.8812,0.0,11,0,9.991863352590824,9.41264904999878,0.45544304646160727,0.18707600921323908,0,11
