episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied
0,1.0,12.54018230542853,13,1,0,1,0,0,0,safe_merge,13,9.458151034655263,8.8770633118681,0.37406817716230556,0.22776592648057492,0,1,0,0
1,0.9762,11.590008582888304,13,1,0,1,0,0,0,safe_merge,13,9.091548706614466,8.146160448375618,0.9593042666683427,0.010385251036292065,0,1,0,0
2,0.9525,12.367587909646772,18,1,0,1,0,0,0,safe_merge,18,7.7787493724702905,6.315326616470428,1.0,0.0,0,1,0,0
3,0.9287,16.482841782923572,24,1,0,1,0,0,0,safe_merge,24,7.764791737739166,6.451184076218155,1.0,0.0,0,1,0,0
4,0.905,-3.4151989987868197,7,0,1,0,0,1,0,collision_without_merge,,10.50521024112049,9.406858573161687,0.09746334864065885,0.41119216075746046,1,0,0,1
5,0.8812,11.751054576435944,13,1,0,1,0,0,0,safe_merge,13,8.996600046266233,8.270041981873801,1.0,0.0,0,1,0,0
6,0.8575,8.025883594147903,8,1,0,1,0,0,0,safe_merge,8,11.107903898373795,8.782354492684876,0.7168574228019039,0.08245954889370166,0,1,0,0
7,0.8337,12.360570180616179,13,1,0,1,0,0,0,safe_merge,13,10.843130766850058,8.73890013893552,0.31645708173312903,0.22620653450908468,0,1,0,0
8,0.81,10.670062025386395,10,1,0,1,0,0,0,safe_merge,10,10.277085302235054,9.670062025386395,0.6243863272167969,0.1156170999748487,0,1,0,0
9,0.7863,11.295099570406695,13,1,0,1,0,0,0,safe_merge,13,8.881932234196967,7.9193073618513035,1.0,0.0,0,1,0,0
10,0.7625,10.56493984382854,12,1,0,1,0,0,0,safe_merge,12,8.7697864624035,7.970783203190451,0.8889573747896969,0.029392570391554074,0,1,0,0
11,0.7388,9.042010344266323,15,1,0,1,0,0,0,safe_merge,15,7.395828779809902,5.3613402295108825,-1.0,0.5,0,1,0,0
12,0.715,12.697838747252328,23,1,0,1,0,0,0,safe_merge,23,6.967166854795197,5.086016846631447,1.0,0.0,0,1,0,0
13,0.6913,-1.5589964108211838,9,0,1,0,0,1,0,collision_without_merge,,10.716448045114761,9.37889287686535,0.05933539061005224,0.4176022191043063,1,0,0,1
14,0.6675,-0.20482960725652255,11,1,1,0,1,0,0,unsafe_merge,11,9.036190241455053,7.995609447948616,0.28563522280800113,0.2778256088969504,2,1,0,1
15,0.6438,12.634498379897183,15,1,0,1,0,0,0,safe_merge,15,8.416767953593027,7.756332253264789,1.0,0.0,0,1,0,0
16,0.62,0.0002344076620541813,10,1,1,0,1,0,0,unsafe_merge,10,10.166931578734424,9.000234407662052,0.2912061785930843,0.1662027319142061,1,1,0,1
17,0.5962,-4.040233919963445,7,0,1,0,0,1,0,collision_without_merge,,10.101359777323532,8.513951542909364,0.19794036141423693,0.33476609705298066,2,0,0,1
18,0.5725,-1.7510754691790122,9,0,1,0,0,1,0,collision_without_merge,,10.226566151841991,9.16547170091221,0.07559625962564501,0.42971688126550767,1,0,0,1
19,0.5488,10.933225581713234,10,1,0,1,0,0,0,safe_merge,10,10.305767599891652,9.933225581713234,1.0,0.0,0,1,0,0
20,0.525,-3.6978308800276682,7,0,1,0,0,1,0,collision_without_merge,,10.793306548813884,9.003098742817615,0.11842915196582586,0.3941111721223767,1,0,0,1
21,0.5012,11.705537567891453,13,1,0,1,0,0,0,safe_merge,13,8.876011025054074,8.23502889837804,1.0,0.0,0,1,0,0
22,0.4775,-0.6046316609896571,10,1,1,0,1,0,0,unsafe_merge,10,9.35441433563344,8.395368339010343,0.380843269917293,0.22419515073560525,0,1,0,1
23,0.4538,10.220357044166782,11,1,0,1,0,0,0,safe_merge,11,9.314771671756267,8.382142767424348,0.5165414407212413,0.1593951033243226,0,1,0,0
