episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied
24,0.43,-4.527580536932248,6,0,1,0,0,1,0,collision_without_merge,,10.62774458094101,9.12069910511292,0.06061357290128007,0.44285046462730726,1,0,0,1
25,0.4062,-2.908267522350954,7,0,1,0,0,1,0,collision_without_merge,,11.361536763926003,10.131046396641494,0.16280126545239398,0.350071014157727,1,0,0,1
26,0.3825,-4.02429312943592,7,0,1,0,0,1,0,collision_without_merge,,10.778293656394524,8.536724100805827,0.0028126189310784997,0.4971952697064419,1,0,0,1
27,0.3588,12.001533030685168,11,1,0,1,0,0,0,safe_merge,11,11.852808041931636,10.001393664259242,0.20782890316615604,0.20177748502164117,0,1,0,0
28,0.335,0.32130959067932885,10,1,1,0,1,0,0,unsafe_merge,10,10.919488510238798,9.321309590679329,0.05152874440425732,0.4509963520460383,1,1,0,1
29,0.3113,-0.9822424529599818,9,1,1,0,1,0,0,unsafe_merge,9,10.949391995924351,8.90861949671113,0.8384409710683395,0.03974614458085801,0,1,0,1
30,0.2875,10.261654384779748,10,1,0,1,0,0,0,safe_merge,10,11.375742053206693,9.261654384779748,0.397766126632454,0.21542726708454052,0,1,0,0
31,0.2638,0.973044108870722,12,1,1,0,1,0,0,unsafe_merge,12,10.0547616900472,8.3108700907256,0.027208260795009136,0.4735124201844414,1,1,0,1
32,0.24,12.083853382163355,13,1,0,1,0,0,0,safe_merge,13,10.948259287278491,8.52604106320258,0.13284971706795087,0.3827296197665184,1,1,0,0
33,0.2163,-3.0448507904479865,7,0,1,0,0,1,0,collision_without_merge,,11.780802108113031,9.935927442217162,0.006003399305406437,0.4938710523403047,1,0,0,1
34,0.1925,1.727723169420333,12,1,1,0,1,0,0,unsafe_merge,12,10.351142432102884,8.939769307850277,0.08882586324582678,0.418420505753754,1,1,0,1
35,0.1688,12.103720485675638,17,1,0,1,0,0,0,safe_merge,17,9.806335184215895,6.531600285691551,0.5482057692884638,0.14590897401163128,0,1,0,0
36,0.145,8.553888781185053,26,1,0,1,0,0,0,safe_merge,26,5.427426913795264,2.9053418389173276,1.0,0.0,0,1,0,0
37,0.1212,5.318584564992037,16,1,1,0,1,0,0,unsafe_merge,16,10.335811419709223,8.949115353120025,0.11137575922970806,0.39978568606993736,1,1,0,1
38,0.0975,10.929192649210982,24,1,0,1,0,0,0,safe_merge,24,6.579083644792856,4.137163603837908,1.0,0.0,0,1,0,0
39,0.0738,2.3191981789470812,24,1,1,0,1,0,0,unsafe_merge,24,6.952853802661461,4.7163325745612825,0.07379607885093095,0.41671552297809833,1,1,0,1
40,0.05,-21.53152112813799,66,1,0,1,0,0,0,safe_merge,66,-1.810133636050138,-3.4138668375966654,0.45441248154768077,0.1816844566678999,0,1,0,0
41,0.05,-0.9207958703215091,9,1,1,0,1,0,0,unsafe_merge,9,10.337191785673442,8.976893477420546,1.0,0.0,0,1,0,1
42,0.05,12.039876621843334,15,1,0,1,0,0,0,safe_merge,15,8.5897225634354,7.359917747895556,1.0,0.0,0,1,0,0
43,0.05,5.588115956022248,15,1,1,0,1,0,0,unsafe_merge,15,11.590669380719156,9.725410637348165,0.07592102952817585,0.4294362435117851,1,1,0,1
44,0.05,-4.5058766229016864,6,0,1,0,0,1,0,collision_without_merge,,10.893994873364543,9.156872295163856,0.002602398420102322,0.49740435647849734,1,0,0,1
45,0.05,16.109374968569526,18,1,0,1,0,0,0,safe_merge,18,10.349433030023103,8.394097204760847,0.3094422155902705,0.26368394732807676,0,1,0,0
46,0.05,12.892226400951284,19,1,0,1,0,0,0,safe_merge,19,9.429556418421214,6.259066526816466,1.0,0.0,0,1,0,0
47,0.05,12.902375260985028,13,1,0,1,0,0,0,safe_merge,13,10.34568168284259,9.155673277680789,0.3776562570946703,0.1494978137948504,0,1,0,0
48,0.05,15.519686122267354,21,1,0,1,0,0,0,safe_merge,21,8.959729388286384,6.914136248698741,0.7660207886736736,0.06624475001283847,0,1,0,0
49,0.05,16.37224719333713,17,1,0,1,0,0,0,safe_merge,17,10.718806548013106,9.042498349021841,0.5352256385773954,0.15137004937374687,0,1,0,0
50,0.05,14.899985459085457,23,1,0,1,0,0,0,safe_merge,23,7.8863753202863425,6.043471938732807,1.0,0.0,0,1,0,0
51,0.05,6.543535500677857,16,1,1,0,1,0,0,unsafe_merge,16,11.458084857951294,9.71470968792366,0.09732258039794767,0.4113090515619817,1,1,0,1
52,0.05,16.913655757833414,21,1,0,1,0,0,0,safe_merge,21,9.183903899926,7.577931313254008,1.0,0.0,0,1,0,0
53,0.05,16.0910652217664,20,1,0,1,0,0,0,safe_merge,20,9.276387599101433,7.5455326108832,0.8011059169620791,0.05521443274513116,0,1,0,0
54,0.05,15.305277980604327,18,1,0,1,0,0,0,safe_merge,18,10.329693283457878,7.947376655891292,0.441948898273601,0.19350585252866281,0,1,0,0
55,0.05,15.526189872648263,19,1,0,1,0,0,0,safe_merge,19,9.92477206914014,7.645363090867507,0.43020892785142256,0.19919854402131465,0,1,0,0
56,0.05,2.339863370710569,19,1,1,0,1,0,0,unsafe_merge,19,8.981898619468927,5.968349142479246,0.002822678941991672,0.49718526614797987,1,1,0,1
57,0.05,14.529893951857499,18,1,0,1,0,0,0,safe_merge,18,10.108265714990425,7.516607751031947,1.0,0.0,0,1,0,0
58,0.05,15.002407670425578,18,1,0,1,0,0,0,safe_merge,18,9.855051444507895,7.779115372458656,0.2703364102274809,0.28719305527968664,0,1,0,0
59,0.05,15.214498033779059,19,1,0,1,0,0,0,safe_merge,19,9.767296489261048,7.481314754620558,1.0,0.0,0,1,0,0
60,0.05,14.263809916360536,18,1,0,1,0,0,0,safe_merge,18,10.12999124820957,7.368783286866962,0.8060562516810219,0.006419414471477314,0,1,0,0
61,0.05,13.402370777123137,19,1,0,1,0,0,0,safe_merge,19,9.508351843469969,6.527563566906912,1.0,0.0,0,1,0,0
62,0.05,15.398667445737404,18,1,0,1,0,0,0,safe_merge,18,10.165812704391017,7.999259692076333,0.41507546124550637,0.2066760942344592,0,1,0,0
63,0.05,14.5942528257459,19,1,0,1,0,0,0,safe_merge,19,9.596513387751955,7.154869908287313,0.5746823985223585,0.13504869358949745,0,1,0,0
64,0.05,4.855687809185664,18,1,1,0,1,0,0,unsafe_merge,18,10.097503844731783,7.697604338436482,1.0,0.0,0,1,0,1
65,0.05,5.197207064162654,17,1,1,0,1,0,0,unsafe_merge,17,10.460539278147875,8.351298273036855,1.0,0.0,0,1,0,1
66,0.05,14.509908403314455,20,1,0,1,0,0,0,safe_merge,20,9.231162083772562,6.754954201657226,0.414093986363046,0.20716657424725526,0,1,0,0
67,0.05,-3.881440419429774,6,0,1,0,0,1,0,collision_without_merge,,11.539561494375532,10.197599300950374,0.02503275809823699,0.4750054206198242,1,0,0,1
68,0.05,15.173783831882107,21,1,0,1,0,0,0,safe_merge,21,9.031784882112632,6.749420872324813,0.424801174932254,0.20185231286572147,0,1,0,0
69,0.05,13.300469252206897,20,1,0,1,0,0,0,safe_merge,20,9.111358503560192,6.15023462610345,1.0,0.0,0,1,0,0
70,0.05,13.902324060074708,19,1,0,1,0,0,0,safe_merge,19,9.485783273390634,6.7906968737235305,1.0,0.0,0,1,0,0
71,0.05,13.524079951504262,18,1,0,1,0,0,0,safe_merge,18,9.738101691029641,6.957822195280146,0.9025076362319929,0.025622068976578483,0,1,0,0
72,0.05,13.216616243530986,19,1,0,1,0,0,0,safe_merge,19,9.300607914220683,6.429798022911045,0.13424215107362336,0.3816459510462067,1,1,0,0
73,0.05,2.214852473645566,13,1,1,0,1,0,0,unsafe_merge,13,10.080667018378922,8.626809595111972,0.0063660192477345764,0.49367425059473535,1,1,0,1
74,0.05,13.490577417095352,25,1,0,1,0,0,0,safe_merge,25,6.920175589176978,4.996230966838143,0.5114213834647701,0.030822796203750613,0,1,0,0
75,0.05,4.458685757720678,18,1,1,0,1,0,0,unsafe_merge,18,10.066713831063122,7.477047643178157,0.11745242371043693,0.3948926851664587,1,1,0,1
76,0.05,3.540632581403411,19,1,1,0,1,0,0,unsafe_merge,19,9.683800962722088,6.600332937580744,0.4036082840403428,0.21244948563673338,0,1,0,1
77,0.05,15.74654737211107,20,1,0,1,0,0,0,safe_merge,20,9.642007162677377,7.3732736860555335,0.8781851131593891,0.03242888200612448,0,1,0,0
78,0.05,3.576223518455418,14,1,1,0,1,0,0,unsafe_merge,14,10.47396880777325,8.983016798896726,0.020294837524993566,0.4801088501298072,1,1,0,1
79,0.05,13.857330542337074,19,1,0,1,0,0,0,safe_merge,19,9.60038306220609,6.767016074914249,1.0,0.0,0,1,0,0
80,0.05,4.062499395437731,19,1,1,0,1,0,0,unsafe_merge,19,9.427875592564515,6.874999681809332,1.0,0.0,0,1,0,1
81,0.05,14.155214475563092,19,1,0,1,0,0,0,safe_merge,19,9.448100169472696,6.923797092401626,1.0,0.0,0,1,0,0
82,0.05,12.413282555929262,19,1,0,1,0,0,0,safe_merge,19,9.270979860711531,6.006990818910138,1.0,0.0,0,1,0,0
83,0.05,14.356981392555358,19,1,0,1,0,0,0,safe_merge,19,9.642603746630007,7.029990206608083,1.0,0.0,0,1,0,0
84,0.05,5.334468834748844,19,1,1,0,1,0,0,unsafe_merge,19,9.777439181363588,7.544457281446757,0.06569343305470327,0.4383561622722967,1,1,0,1
85,0.05,14.052823833369882,19,1,0,1,0,0,0,safe_merge,19,9.439401625157686,6.869907280720991,1.0,0.0,0,1,0,0
86,0.05,15.554985450264518,19,1,0,1,0,0,0,safe_merge,19,10.046656572070281,7.660518658033956,1.0,0.0,0,1,0,0
87,0.05,14.157762030341512,19,1,0,1,0,0,0,safe_merge,19,9.388108218641324,6.925137910706059,0.30697982407020913,0.2651227521522026,0,1,0,0
88,0.05,15.896076319466236,19,1,0,1,0,0,0,safe_merge,19,9.813095073332319,7.840040168140125,0.1525817686212071,0.36761740227443007,1,1,0,0
89,0.05,15.31629033358371,18,1,0,1,0,0,0,safe_merge,18,10.310136746017283,7.953494629768731,1.0,0.0,0,1,0,0
90,0.05,13.295859764646769,18,1,0,1,0,0,0,safe_merge,18,9.507715694946613,6.831033202581539,1.0,0.0,0,1,0,0
91,0.05,14.44214182449353,20,1,0,1,0,0,0,safe_merge,20,9.317017567070385,6.7210709122467645,0.4174291717342962,0.20550262400515562,0,1,0,0
92,0.05,14.315757827691145,19,1,0,1,0,0,0,safe_merge,19,9.494362390060113,7.008293593521656,0.11595761249633044,0.39609138268527944,1,1,0,0
93,0.05,14.814509274878276,17,1,0,1,0,0,0,safe_merge,17,10.444878821095715,8.126181926398987,0.17769653231724875,0.22178047722940142,1,1,0,0
94,0.05,12.039228426559239,14,1,0,1,0,0,0,safe_merge,14,9.249959851535834,7.885163161828028,0.7785618587711627,0.06225202124311613,0,1,0,0
95,0.05,17.033829816310412,21,1,0,1,0,0,0,safe_merge,21,9.327733082566946,7.6351570553859105,0.7858706632030306,0.05995096431365288,0,1,0,0
96,0.05,13.113579096938569,18,1,0,1,0,0,0,safe_merge,18,9.521035435257422,6.729766164965871,1.0,0.0,0,1,0,0
97,0.05,10.501446962843247,12,1,0,1,0,0,0,safe_merge,12,8.916688911457882,7.9178724690360385,1.0,0.0,0,1,0,0
98,0.05,16.282966978882687,19,1,0,1,0,0,0,safe_merge,19,10.096371238735548,8.043666830990887,1.0,0.0,0,1,0,0
99,0.05,16.497181682198846,19,1,0,1,0,0,0,safe_merge,19,9.864176676051684,8.156411411683601,0.29693217523132837,0.27105034411042683,0,1,0,0
