episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied
80,0.05,2.077329199841423,13,1,0,1,0,0,0,safe_merge,13,9.830472971137244,8.287147691087872,1.0,0.0,0,1,0,0
81,0.05,2.1091840384890803,14,1,0,1,0,0,0,safe_merge,14,9.365167151084725,7.922743132064864,1.0,0.0,0,1,0,0
82,0.05,2.0000799597396743,29,1,0,1,0,0,0,safe_merge,29,5.368482600117737,3.448551585309224,1.0,0.0,0,1,0,0
83,0.05,2.290830347524951,29,1,0,1,0,0,0,safe_merge,29,5.977098303188606,4.451139129396383,1.0,0.0,0,1,0,0
84,0.05,2.0428509451032912,29,1,0,1,0,0,0,safe_merge,29,5.222646246247481,3.5960377417354867,1.0,0.0,0,1,0,0
85,0.05,-5.5431432404157785,100,0,0,0,0,0,1,max_steps_unmerged,,-3.0061736227513602,-4.543143240415778,1.0,0.0,0,0,1,0
86,0.05,-5.130884225935607,100,0,0,0,0,0,1,max_steps_unmerged,,-3.0587544991017683,-4.130884225935608,1.0,0.0,0,0,1,0
87,0.05,-8.628284818844902,96,1,0,1,0,0,0,safe_merge,96,-6.278526718950634,-10.029463352963445,-8.0,0.5,0,1,0,0
88,0.05,0.7609570854065446,47,1,0,1,0,0,0,safe_merge,47,1.0108086108747898,-0.50860194594352,1.0,0.0,0,1,0,0
89,0.05,-5.676794050453513,100,0,0,0,0,0,1,max_steps_unmerged,,-3.3324083856780122,-4.67679405045351,0.6890953226089833,0.09203289868531273,0,0,1,0
90,0.05,-0.06671962914720941,46,1,0,1,0,0,0,safe_merge,46,0.10275420232614066,-2.3189557155374123,-4.0,0.5,0,1,0,0
91,0.05,-5.530955871829155,100,0,0,0,0,0,1,max_steps_unmerged,,-3.388284728529326,-4.530955871829157,0.0,0.5,0,0,1,0
92,0.05,0.9085253368824642,51,1,0,1,0,0,0,safe_merge,51,0.6258697664865691,-0.1793620845441886,1.0,0.0,0,1,0,0
93,0.05,1.182582319448755,42,1,0,1,0,0,0,safe_merge,42,1.6946084409572708,0.43471980821132034,1.0,0.0,0,1,0,0
94,0.05,-0.41066263399519165,62,1,0,1,0,0,0,safe_merge,62,-0.8837838801871958,-2.2752623128954697,0.0,0.5,0,1,0,0
95,0.05,-5.145739179432715,100,0,0,0,0,0,1,max_steps_unmerged,,-2.867306643419227,-4.145739179432713,1.0,0.0,0,0,1,0
96,0.05,1.894186890660099,33,1,0,1,0,0,0,safe_merge,33,4.132695975805819,2.7096572444245433,1.0,0.0,0,1,0,0
97,0.05,-4.500765979586856,100,0,0,0,0,0,1,max_steps_unmerged,,-2.40729251034833,-3.5007659795868538,1.0,0.0,0,0,1,0
98,0.05,2.462521499468134,15,1,0,1,0,0,0,safe_merge,15,10.979644442047475,9.750143329787559,1.0,0.0,0,1,0,0
99,0.05,-0.1317418835938926,60,1,0,1,0,0,0,safe_merge,60,-0.420038570167146,-1.8862364726564873,1.0,0.0,0,1,0,0
