episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied,mean_rawlsian_signal,rawlsian_positive_signal_count,rawlsian_negative_signal_count,rawlsian_zero_signal_count,mean_delta_min_experience,min_delta_min_experience,max_delta_min_experience
0,1.0,2.554891078794277,13,1,0,1,0,0,0,safe_merge,13,9.458151034655263,8.8770633118681,0.37406817716230556,0.22776592648057492,0,1,0,0,,0,0,0,,,
1,0.9762,2.4740585555156676,13,1,0,1,0,0,0,safe_merge,13,9.091548706614466,8.146160448375618,0.9593042666683427,0.010385251036292065,0,1,0,0,,0,0,0,,,
2,0.9525,2.4853402282151897,18,1,0,1,0,0,0,safe_merge,18,7.7787493724702905,6.315326616470428,1.0,0.0,0,1,0,0,,0,0,0,,,
3,0.9287,2.882316772899997,24,1,0,1,0,0,0,safe_merge,24,7.764791737739166,6.451184076218155,1.0,0.0,0,1,0,0,,0,0,0,,,
4,0.905,-5.758893491463369,7,0,1,0,0,1,0,collision_without_merge,,10.50521024112049,9.406858573161687,0.09746334864065885,0.41119216075746046,1,0,0,1,,0,0,0,,,
5,0.8812,2.5000735688227698,17,1,0,1,0,0,0,safe_merge,17,8.064473349433653,6.883218456738471,1.0,0.0,0,1,0,0,,0,0,0,,,
6,0.8575,2.454680723953444,12,1,0,1,0,0,0,safe_merge,12,9.110506395092154,8.409578559243242,0.44021567647454135,0.19434044937482464,0,1,0,0,,0,0,0,,,
7,0.8337,-3.320974582424985,14,1,1,0,1,0,0,unsafe_merge,14,10.22998523535816,9.1568770636985,0.4398173527579984,0.1945325378142444,0,1,0,1,,0,0,0,,,
8,0.81,2.4815655330673585,13,1,0,1,0,0,0,safe_merge,13,9.165468531884306,8.278488966074029,0.8862335550049766,0.030157040917110356,0,1,0,0,,0,0,0,,,
9,0.7863,2.494015289317493,13,1,0,1,0,0,0,safe_merge,13,9.112701464966197,8.53469197723592,1.0,0.0,0,1,0,0,,0,0,0,,,
10,0.7625,1.9910688804320893,44,1,0,1,0,0,0,safe_merge,44,-3.388216802128484,-7.895141452581413,-19.0,0.5,0,1,0,0,,0,0,0,,,
11,0.7388,-5.800224774636133,8,0,1,0,0,1,0,collision_without_merge,,9.876565969449146,9.279665957704339,0.0726795771745734,0.43224483925944535,1,0,0,1,,0,0,0,,,
12,0.715,2.4991522278350615,19,1,0,1,0,0,0,safe_merge,19,7.454288109127486,6.171200741343468,0.8111877401231322,0.05212387862785306,0,1,0,0,,0,0,0,,,
13,0.6913,2.5208544010218747,26,1,0,1,0,0,0,safe_merge,26,5.847925666099417,3.110657150911354,0.7742801193600712,0.06360886259643683,0,1,0,0,,0,0,0,,,
14,0.6675,2.4285057761506526,12,1,0,1,0,0,0,safe_merge,12,8.728745164853988,8.062403405462378,0.6074413102362197,0.12210669442920175,0,1,0,0,,0,0,0,,,
15,0.6438,2.441731951416565,12,1,0,1,0,0,0,safe_merge,12,9.145160703528434,8.470035706054793,0.33102193705836147,0.25130241820811783,0,1,0,0,,0,0,0,,,
16,0.62,2.5059501131248143,27,1,0,1,0,0,0,safe_merge,27,5.165203017913735,2.374514418105136,0.6395668043474526,0.10991720334201327,0,1,0,0,,0,0,0,,,
17,0.5962,-3.658444118705735,10,1,1,0,1,0,0,unsafe_merge,10,9.613191528700108,8.74424771877456,0.25089952930061615,0.18680340456247957,1,1,0,1,,0,0,0,,,
18,0.5725,1.69218306311457,49,1,0,1,0,0,0,safe_merge,49,-6.707567702202391,-13.366599742389509,-22.0,0.5,0,1,0,0,,0,0,0,,,
19,0.5488,2.4973217667666106,14,1,0,1,0,0,0,safe_merge,14,9.13433902846308,8.127680116122377,1.0,0.0,0,1,0,0,,0,0,0,,,
