run_id,scenario_id,step,controller,progress_component,exit_component,collision_component,hard_braking_component,base_total,delta_rho,rho_t,rho_t1,hard_braking_cost,mean_F_t,min_F_t,scaled_mean_shaping,scaled_min_shaping,baseline_total,mean_pbrs_total,min_pbrs_total,raw_mean_t1,actual_mean_t1,raw_min_t1,actual_min_t1
20260729T173124Z_a7010e04,nominal_forward,6,A,0.008079999999999999,0.0,-0.0,-0.0,0.008079999999999999,0.020199999999999996,0.14568480843660725,0.16588480843660725,0.0,0.004122799989054515,0.0066437282223791305,0.0020613999945272576,0.0033218641111895653,0.008079999999999999,0.010141399994527256,0.011401864111189564,0.900420605707156,0.900420605707156,0.7540153951136029,0.7540153951136029
20260729T173124Z_a7010e04,nominal_forward,6,B,0.00693333333333333,0.0,-0.0,-0.0,0.00693333333333333,0.017333333333333326,0.1054141032729593,0.12274743660629263,0.0,0.004122799989054515,0.0066437282223791305,0.0020613999945272576,0.0033218641111895653,0.00693333333333333,0.008994733327860587,0.010255197444522895,0.900420605707156,0.900420605707156,0.7540153951136029,0.7540153951136029
20260729T173124Z_a7010e04,nominal_forward,7,A,0.008240000000000003,0.0,-0.0,-0.0,0.008240000000000003,0.020600000000000007,0.16588480843660725,0.18648480843660725,0.0,0.003966052635517747,0.006330613184333811,0.0019830263177588736,0.0031653065921669055,0.008240000000000003,0.010223026317758876,0.011405306592166908,0.9089313149172601,0.9089313149172601,0.7641668425104892,0.7641668425104892
20260729T173124Z_a7010e04,nominal_forward,7,B,0.00708571428571429,0.0,-0.0,-0.0,0.00708571428571429,0.017714285714285724,0.12274743660629263,0.14046172232057835,0.0,0.003966052635517747,0.006330613184333811,0.0019830263177588736,0.0031653065921669055,0.00708571428571429,0.009068740603473163,0.010251020877881194,0.9089313149172601,0.9089313149172601,0.7641668425104892,0.7641668425104892
20260729T173124Z_a7010e04,nominal_forward,8,A,0.008399999999999986,0.0,-0.0,-0.0,0.008399999999999986,0.020999999999999963,0.18648480843660725,0.20748480843660722,0.0,0.0038105669408109444,0.006014759780802681,0.0019052834704054722,0.0030073798904013405,0.008399999999999986,0.010305283470405458,0.011407379890401326,0.9173285244804734,0.9173285244804734,0.7740518615992883,0.7740518615992883
20260729T173124Z_a7010e04,nominal_forward,8,B,0.007238095238095233,0.0,-0.0,-0.0,0.007238095238095233,0.01809523809523808,0.14046172232057835,0.15855696041581643,0.0,0.0038105669408109444,0.006014759780802681,0.0019052834704054722,0.0030073798904013405,0.007238095238095233,0.009143378708500705,0.010245475128496573,0.9173285244804734,0.9173285244804734,0.7740518615992883,0.7740518615992883
20260729T173124Z_a7010e04,nominal_forward,9,A,0.008560000000000002,0.0,-0.0,-0.0,0.008560000000000002,0.021400000000000002,0.20748480843660722,0.22888480843660722,0.0,0.0036565018925832637,0.005696841013137943,0.0018282509462916319,0.0028484205065689716,0.008560000000000002,0.010388250946291634,0.011408420506568973,0.9256130918322177,0.9256130918322177,0.7836670378014334,0.7836670378014334
20260729T173124Z_a7010e04,nominal_forward,9,B,0.007390476190476181,0.0,-0.0,-0.0,0.007390476190476181,0.01847619047619045,0.15855696041581643,0.17703315089200689,0.0,0.0036565018925832637,0.005696841013137943,0.0018282509462916319,0.0028484205065689716,0.007390476190476181,0.009218727136767812,0.010238896697045152,0.9256130918322177,0.9256130918322177,0.7836670378014334,0.7836670378014334
20260729T173124Z_a7010e04,nominal_forward,10,A,0.008720000000000006,0.0,-0.0,-0.0,0.008720000000000006,0.021800000000000014,0.22888480843660722,0.25068480843660723,0.0,0.0035040129477528215,0.005377542825268367,0.0017520064738764107,0.0026887714126341833,0.008720000000000006,0.010472006473876416,0.011408771412634189,0.9337860349547443,0.9337860349547443,0.7930096287705546,0.7930096287705546
20260729T173124Z_a7010e04,nominal_forward,10,B,0.00754285714285714,0.0,-0.0,-0.0,0.00754285714285714,0.01885714285714285,0.17703315089200689,0.19589029374914974,0.0,0.0035040129477528215,0.005377542825268367,0.0017520064738764107,0.0026887714126341833,0.00754285714285714,0.00929486361673355,0.010231628555491323,0.9337860349547443,0.9337860349547443,0.7930096287705546,0.7930096287705546
20260729T173124Z_a7010e04,nominal_forward,11,A,0.008879999999999999,0.0,-0.0,-0.0,0.008879999999999999,0.022199999999999998,0.25068480843660723,0.27288480843660723,0.0,-0.0016217488414738135,0.0050575580503327,-0.0008108744207369067,0.00252877902516635,0.008879999999999999,0.008069125579263092,0.011408779025166349,0.9368485287570558,0.9368485287570558,0.802077574694359,0.802077574694359
20260729T173124Z_a7010e04,nominal_forward,11,B,0.0076952380952381,0.0,-0.0,-0.0,0.0076952380952381,0.01923809523809525,0.19589029374914974,0.21512838898724498,0.0,-0.0016217488414738135,0.0050575580503327,-0.0008108744207369067,0.00252877902516635,0.0076952380952381,0.006884363674501193,0.010224017120404449,0.9368485287570558,0.9368485287570558,0.802077574694359,0.802077574694359
20260729T173124Z_a7010e04,nominal_forward,12,A,0.009039999999999982,0.0,-0.0,-0.0,0.009039999999999982,0.022599999999999953,0.27288480843660723,0.2954848084366072,0.0,-0.00174563770938585,0.004737580342088377,-0.000872818854692925,0.0023687901710441883,0.009039999999999982,0.008167181145307057,0.01140879017104417,0.9398019005504221,0.9398019005504221,0.8108695025491934,0.8108695025491934
20260729T173124Z_a7010e04,nominal_forward,12,B,0.007847619047619037,0.0,-0.0,-0.0,0.007847619047619037,0.01961904761904759,0.21512838898724498,0.23474743660629258,0.0,-0.00174563770938585,0.004737580342088377,-0.000872818854692925,0.0023687901710441883,0.007847619047619037,0.006974800192926112,0.010216409218663226,0.9398019005504221,0.9398019005504221,0.8108695025491934,0.8108695025491934
20260729T173124Z_a7010e04,nominal_forward,13,A,0.009199999999999986,0.0,-0.0,-0.0,0.009199999999999986,0.022999999999999965,0.2954848084366072,0.31848480843660715,0.0,-0.0018675140480088892,0.004418298194866832,-0.0009337570240044446,0.002209149097433416,0.009199999999999986,0.008266242975995541,0.011409149097433402,0.942647624625541,0.942647624625541,0.8193847243658897,0.8193847243658897
20260729T173124Z_a7010e04,nominal_forward,13,B,0.007999999999999997,0.0,-0.0,-0.0,0.007999999999999997,0.01999999999999999,0.23474743660629258,0.25474743660629257,0.0,-0.0018675140480088892,0.004418298194866832,-0.0009337570240044446,0.002209149097433416,0.007999999999999997,0.007066242975995552,0.010209149097433413,0.942647624625541,0.942647624625541,0.8193847243658897,0.8193847243658897
20260729T173124Z_a7010e04,nominal_forward,14,A,0.009359999999999992,0.0,-0.0,-0.0,0.009359999999999992,0.023399999999999976,0.31848480843660715,0.3418848084366071,0.0,-0.0019872452493443493,0.004100389151692196,-0.0009936226246721747,0.002050194575846098,0.009359999999999992,0.008366377375327817,0.01141019457584609,0.9453873159559765,0.9453873159559765,0.8276232296659115,0.8276232296659115
20260729T173124Z_a7010e04,nominal_forward,14,B,0.008152380952380934,0.0,-0.0,-0.0,0.008152380952380934,0.020380952380952333,0.25474743660629257,0.2751283889872449,0.0,-0.0019872452493443493,0.004100389151692196,-0.0009936226246721747,0.002050194575846098,0.008152380952380934,0.007158758327708759,0.010202575528227032,0.9453873159559765,0.9453873159559765,0.8276232296659115,0.8276232296659115
20260729T173124Z_a7010e04,nominal_forward,15,A,0.009519999999999995,0.0,-0.0,-0.0,0.009519999999999995,0.023799999999999988,0.3418848084366071,0.3656848084366071,0.0,-0.00210470650073169,0.0037845142933392584,-0.001052353250365845,0.0018922571466696292,0.009519999999999995,0.00846764674963415,0.011412257146669625,0.9480227230705978,0.9480227230705978,0.835585672320855,0.835585672320855
20260729T173124Z_a7010e04,nominal_forward,15,B,0.008304761904761903,0.0,-0.0,-0.0,0.008304761904761903,0.02076190476190476,0.2751283889872449,0.29589029374914966,0.0,-0.00210470650073169,0.0037845142933392584,-0.001052353250365845,0.0018922571466696292,0.008304761904761903,0.007252408654396058,0.010197019051431533,0.9480227230705978,0.9480227230705978,0.835585672320855,0.835585672320855
20260729T173124Z_a7010e04,nominal_forward,16,A,0.009680000000000001,0.0,-0.0,-0.0,0.009680000000000001,0.0242,0.3656848084366071,0.3898848084366071,0.0,-0.002219781516703656,0.0034713130918638813,-0.001109890758351828,0.0017356565459319406,0.009680000000000001,0.008570109241648173,0.011415656545931942,0.9505557201546675,0.9505557201546675,0.8432733521735868,0.8432733521735868
20260729T173124Z_a7010e04,nominal_forward,16,B,0.008457142857142852,0.0,-0.0,-0.0,0.008457142857142852,0.02114285714285713,0.29589029374914966,0.3170331508920068,0.0,-0.002219781516703656,0.0034713130918638813,-0.001109890758351828,0.0017356565459319406,0.008457142857142852,0.007347252098791024,0.010192799403074793,0.9505557201546675,0.9505557201546675,0.8432733521735868,0.8432733521735868
20260729T173124Z_a7010e04,nominal_forward,17,A,0.009840000000000005,0.0,-0.0,-0.0,0.009840000000000005,0.02460000000000001,0.3898848084366071,0.4144848084366071,0.0,-0.0023323631925068478,0.003161398700959883,-0.0011661815962534239,0.0015806993504799416,0.009840000000000005,0.008673818403746581,0.011420699350479947,0.9529882984544328,0.9529882984544328,0.8506881918337152,0.8506881918337152
20260729T173124Z_a7010e04,nominal_forward,17,B,0.008609523809523801,0.0,-0.0,-0.0,0.008609523809523801,0.0215238095238095,0.3170331508920068,0.3385569604158163,0.0,-0.0023323631925068478,0.003161398700959883,-0.0011661815962534239,0.0015806993504799416,0.008609523809523801,0.007443342213270377,0.010190223160003743,0.9529882984544328,0.9529882984544328,0.8506881918337152,0.8506881918337152
20260729T173124Z_a7010e04,nominal_forward,18,A,0.009999999999999988,0.0,-0.0,-0.0,0.009999999999999988,0.024999999999999967,0.4144848084366071,0.4394848084366071,0.0,-0.0024423541667192294,0.002855353742810318,-0.0012211770833596147,0.001427676871405159,0.009999999999999988,0.008778822916640373,0.011427676871405147,0.955322557073079,0.955322557073079,0.8578327091221363,0.8578327091221363
20260729T173124Z_a7010e04,nominal_forward,18,B,0.008761904761904749,0.0,-0.0,-0.0,0.008761904761904749,0.02190476190476187,0.3385569604158163,0.36046172232057816,0.0,-0.0024423541667192294,0.002855353742810318,-0.0012211770833596147,0.001427676871405159,0.008761904761904749,0.007540727678545134,0.010189581633309908,0.955322557073079,0.955322557073079,0.8578327091221363,0.8578327091221363
20260729T173124Z_a7010e04,nominal_forward,19,A,0.010160000000000015,0.0,-0.0,-0.0,0.010160000000000015,0.025400000000000034,0.4394848084366071,0.4648848084366071,0.0,-0.002549667282989443,0.002553726637442355,-0.0012748336414947214,0.0012768633187211775,0.010160000000000015,0.008885166358505293,0.011436863318721192,0.9575606932563714,0.9575606932563714,0.8647099856880187,0.8647099856880187
20260729T173124Z_a7010e04,nominal_forward,19,B,0.00891428571428572,0.0,-0.0,-0.0,0.00891428571428572,0.022285714285714298,0.36046172232057816,0.38274743660629246,0.0,-0.002549667282989443,0.002553726637442355,-0.0012748336414947214,0.0012768633187211775,0.00891428571428572,0.007639452072790999,0.010191149033006898,0.9575606932563714,0.9575606932563714,0.8647099856880187,0.8647099856880187
20260729T173124Z_a7010e04,nominal_forward,20,A,0.010319999999999996,0.0,-0.0,-0.0,0.010319999999999996,0.02579999999999999,0.4648848084366071,0.4906848084366071,0.0,-0.002654225943738653,0.002257028506485903,-0.0013271129718693264,0.0011285142532429515,0.010319999999999996,0.00899288702813067,0.011448514253242947,0.9597049922740027,0.9597049922740027,0.8713236323562861,0.8713236323562861
20260729T173124Z_a7010e04,nominal_forward,20,B,0.009066666666666645,0.0,-0.0,-0.0,0.009066666666666645,0.022666666666666613,0.38274743660629246,0.40541410327295907,0.0,-0.002654225943738653,0.002257028506485903,-0.0013271129718693264,0.0011285142532429515,0.009066666666666645,0.007739553694797318,0.010195180919909596,0.9597049922740027,0.9597049922740027,0.8713236323562861,0.8713236323562861
20260729T173124Z_a7010e04,nominal_forward,21,A,0.010480000000000001,0.0,-0.0,-0.0,0.010480000000000001,0.0262,0.4906848084366071,0.5168848084366071,0.0,-0.002755964351546014,0.0019657306691589493,-0.001377982175773007,0.0009828653345794747,0.010480000000000001,0.009102017824226994,0.011462865334579476,0.9617578170074942,0.9617578170074942,0.8776777517843669,0.8776777517843669
20260729T173124Z_a7010e04,nominal_forward,21,B,0.009219047619047594,0.0,-0.0,-0.0,0.009219047619047594,0.023047619047618984,0.40541410327295907,0.42846172232057805,0.0,-0.002755964351546014,0.0019657306691589493,-0.001377982175773007,0.0009828653345794747,0.009219047619047594,0.007841065443274587,0.010201912953627068,0.9617578170074942,0.9617578170074942,0.8776777517843669,0.8776777517843669
20260729T173124Z_a7010e04,nominal_forward,22,A,0.010639999999999983,0.0,-0.0,-0.0,0.010639999999999983,0.026599999999999957,0.5168848084366071,0.5434848084366071,0.0,-0.002854827636810442,0.0016802627347424215,-0.001427413818405221,0.0008401313673712107,0.010639999999999983,0.009212586181594762,0.011480131367371194,0.9637215973574711,0.9637215973574711,0.8837768990141802,0.8837768990141802
20260729T173124Z_a7010e04,nominal_forward,22,B,0.009371428571428543,0.0,-0.0,-0.0,0.009371428571428543,0.023428571428571354,0.42846172232057805,0.4518902937491494,0.0,-0.002854827636810442,0.0016802627347424215,-0.001427413818405221,0.0008401313673712107,0.009371428571428543,0.007944014753023322,0.010211559938799753,0.9637215973574711,0.9637215973574711,0.8837768990141802,0.8837768990141802
20260729T173124Z_a7010e04,nominal_forward,23,A,0.010799999999999966,0.0,-0.0,-0.0,0.010799999999999966,0.026999999999999913,0.5434848084366071,0.570484808436607,0.0,-0.0029507718729921972,0.0014010112831438493,-0.0014753859364960986,0.0007005056415719246,0.010799999999999966,0.009324614063503867,0.01150050564157189,0.9655988195823908,0.9655988195823908,0.8896260404998232,0.8896260404998232
20260729T173124Z_a7010e04,nominal_forward,23,B,0.009523809523809535,0.0,-0.0,-0.0,0.009523809523809535,0.023809523809523836,0.4518902937491494,0.47569981755867324,0.0,-0.0029507718729921972,0.0014010112831438493,-0.0014753859364960986,0.0007005056415719246,0.009523809523809535,0.008048423587313436,0.01022431516538146,0.9655988195823908,0.9655988195823908,0.8896260404998232,0.8896260404998232
20260729T173124Z_a7010e04,nominal_forward,24,A,0.010959999999999992,0.0,-0.0,-0.0,0.010959999999999992,0.02739999999999998,0.570484808436607,0.597884808436607,0.0,-0.0030437639832420205,0.0011283191137523296,-0.0015218819916210102,0.0005641595568761648,0.010959999999999992,0.009438118008378982,0.011524159556876157,0.9673920156775364,0.9673920156775364,0.8952305121744477,0.8952305121744477
20260729T173124Z_a7010e04,nominal_forward,24,B,0.009676190476190462,0.0,-0.0,-0.0,0.009676190476190462,0.02419047619047615,0.47569981755867324,0.4998902937491494,0.0,-0.0030437639832420205,0.0011283191137523296,-0.0015218819916210102,0.0005641595568761648,0.009676190476190462,0.008154308484569451,0.010240350033066626,0.9673920156775364,0.9673920156775364,0.8952305121744477,0.8952305121744477
20260729T173124Z_a7010e04,nominal_forward,25,A,0.011119999999999975,0.0,-0.0,-0.0,0.011119999999999975,0.027799999999999936,0.597884808436607,0.6256848084366069,0.0,-0.003133781544419456,0.0008624850328389222,-0.001566890772209728,0.0004312425164194611,0.011119999999999975,0.009553109227790247,0.011551242516419436,0.969103752897605,0.969103752897605,0.9005959770927504,0.9005959770927504
20260729T173124Z_a7010e04,nominal_forward,25,B,0.009828571428571431,0.0,-0.0,-0.0,0.009828571428571431,0.024571428571428577,0.4998902937491494,0.524461722320578,0.0,-0.003133781544419456,0.0008624850328389222,-0.001566890772209728,0.0004312425164194611,0.009828571428571431,0.008261680656361703,0.010259813944990892,0.969103752897605,0.969103752897605,0.9005959770927504,0.9005959770927504
20260729T173124Z_a7010e04,nominal_forward,26,A,0.011280000000000002,0.0,-0.0,-0.0,0.011280000000000002,0.028200000000000003,0.6256848084366069,0.6538848084366069,0.0,-0.003220812496353309,0.0006037641415242989,-0.0016104062481766546,0.00030188207076214946,0.011280000000000002,0.009669593751823347,0.011581882070762151,0.9707366235188459,0.9707366235188459,0.9057283831500248,0.9057283831500248
20260729T173124Z_a7010e04,nominal_forward,26,B,0.00998095238095238,0.0,-0.0,-0.0,0.00998095238095238,0.024952380952380948,0.524461722320578,0.5494141032729589,0.0,-0.003220812496353309,0.0006037641415242989,-0.0016104062481766546,0.00030188207076214946,0.00998095238095238,0.008370546132775726,0.01028283445171453,0.9707366235188459,0.9707366235188459,0.9057283831500248,0.9057283831500248
20260729T173124Z_a7010e04,nominal_forward,27,A,0.011439999999999985,0.0,-0.0,-0.0,0.011439999999999985,0.02859999999999996,0.6538848084366069,0.6824848084366069,0.0,-0.0033048547656793215,0.00035236857979614733,-0.0016524273828396607,0.00017618428989807366,0.011439999999999985,0.009787572617160324,0.011616184289898059,0.9722932349278056,0.9722932349278056,0.9106339213365034,0.9106339213365034
20260729T173124Z_a7010e04,nominal_forward,27,B,0.010133333333333328,0.0,-0.0,-0.0,0.010133333333333328,0.02533333333333332,0.5494141032729589,0.5747474366062922,0.0,-0.0033048547656793215,0.00035236857979614733,-0.0016524273828396607,0.00017618428989807366,0.010133333333333328,0.008480905950493667,0.010309517623231401,0.9722932349278056,0.9722932349278056,0.9106339213365034,0.9106339213365034
20260729T173124Z_a7010e04,nominal_forward,28,A,0.011599999999999966,0.0,-0.0,-0.0,0.011599999999999966,0.028999999999999915,0.6824848084366069,0.7114848084366068,0.0,-0.003385915814677176,0.00010846867732228205,-0.001692957907338588,5.4234338661141024e-05,0.011599999999999966,0.009907042092661378,0.011654234338661107,0.9737762001136969,0.9737762001136969,0.9153189849385184,0.9153189849385184
20260729T173124Z_a7010e04,nominal_forward,28,B,0.010285714285714277,0.0,-0.0,-0.0,0.010285714285714277,0.02571428571428569,0.5747474366062922,0.6004617223205779,0.0,-0.003385915814677176,0.00010846867732228205,-0.001692957907338588,5.4234338661141024e-05,0.010285714285714277,0.008592756378375688,0.010339948624375418,0.9737762001136969,0.9737762001136969,0.9153189849385184,0.9153189849385184
20260729T173124Z_a7010e04,nominal_forward,29,A,0.011759999999999993,0.0,-1.0,-0.0,-0.98824,0.02939999999999998,0.7114848084366068,0.7408848084366068,0.0,-0.9737762001136969,-0.9153189849385184,-0.48688810005684846,-0.4576594924692592,-0.98824,-1.4751281000568484,-1.4458994924692592,0.9751881286306135,0.0,0.9197901300475018,0.0
20260729T173124Z_a7010e04,nominal_forward,29,B,0.010438095238095225,0.0,-1.0,-0.0,-0.9895619047619048,0.02609523809523806,0.6004617223205779,0.626556960415816,0.0,-0.9737762001136969,-0.9153189849385184,-0.48688810005684846,-0.4576594924692592,-0.9895619047619048,-1.4764500048187532,-1.4472213972311638,0.9751881286306135,0.0,0.9197901300475018,0.0
20260729T173124Z_a7010e04,mainline_first,1,A,0.008879999999999999,0.0,-0.0,-0.0,0.008879999999999999,0.022199999999999998,0.7500591081235012,0.7722591081235012,0.0,0.0027525728047728126,0.016900000000000026,0.0013762864023864063,0.008450000000000013,0.008879999999999999,0.010256286402386405,0.017330000000000012,0.8444749475424853,0.8444749475424853,0.62,0.62
20260729T173124Z_a7010e04,mainline_first,1,B,0.004647619047619048,0.0,-0.0,-0.0,0.004647619047619048,0.011619047619047619,0.04767534107000122,0.05929438868904884,0.0,0.0027525728047728126,0.016900000000000026,0.0013762864023864063,0.008450000000000013,0.004647619047619048,0.006023905450005454,0.013097619047619061,0.8444749475424853,0.8444749475424853,0.62,0.62
20260729T173124Z_a7010e04,mainline_first,2,A,0.009040000000000025,0.0,-0.0,-0.0,0.009040000000000025,0.022600000000000064,0.7722591081235012,0.7948591081235012,0.0,0.0026724808563931557,0.016800000000000037,0.0013362404281965778,0.008400000000000019,0.009040000000000025,0.010376240428196603,0.017440000000000046,0.8514044506521392,0.8514044506521392,0.64,0.64
20260729T173124Z_a7010e04,mainline_first,2,B,0.004800000000000002,0.0,-0.0,-0.0,0.004800000000000002,0.012000000000000004,0.05929438868904884,0.07129438868904885,0.0,0.0026724808563931557,0.016800000000000037,0.0013362404281965778,0.008400000000000019,0.004800000000000002,0.00613624042819658,0.01320000000000002,0.8514044506521392,0.8514044506521392,0.64,0.64
20260729T173124Z_a7010e04,mainline_first,3,A,0.009200000000000009,0.0,-0.0,-0.0,0.009200000000000009,0.02300000000000002,0.7948591081235012,0.8178591081235013,0.0,0.0025891235428542325,0.016700000000000048,0.0012945617714271163,0.008350000000000024,0.009200000000000009,0.010494561771427125,0.01755000000000003,0.8582849991909481,0.8582849991909481,0.66,0.66
20260729T173124Z_a7010e04,mainline_first,3,B,0.004952380952380958,0.0,-0.0,-0.0,0.004952380952380958,0.012380952380952395,0.07129438868904885,0.08367534107000124,0.0,0.0025891235428542325,0.016700000000000048,0.0012945617714271163,0.008350000000000024,0.004952380952380958,0.006246942723808074,0.013302380952380982,0.8582849991909481,0.8582849991909481,0.66,0.66
20260729T173124Z_a7010e04,mainline_first,4,A,0.009359999999999992,0.0,-0.0,-0.0,0.009359999999999992,0.023399999999999976,0.8178591081235013,0.8412591081235012,0.0,0.002502892507858623,0.01660000000000006,0.0012514462539293114,0.00830000000000003,0.009359999999999992,0.010611446253929303,0.017660000000000023,0.8651134589937757,0.8651134589937757,0.68,0.68
20260729T173124Z_a7010e04,mainline_first,4,B,0.005104761904761901,0.0,-0.0,-0.0,0.005104761904761901,0.012761904761904752,0.08367534107000124,0.096437245831906,0.0,0.002502892507858623,0.01660000000000006,0.0012514462539293114,0.00830000000000003,0.005104761904761901,0.006356208158691212,0.01340476190476193,0.8651134589937757,0.8651134589937757,0.68,0.68
20260729T173124Z_a7010e04,mainline_first,5,A,0.009520000000000018,0.0,-0.0,-0.0,0.009520000000000018,0.023800000000000043,0.8412591081235012,0.8650591081235013,0.0,0.0024149713874462853,0.01649999999999996,0.0012074856937231426,0.00824999999999998,0.009520000000000018,0.01072748569372316,0.017769999999999998,0.8718878697298713,0.8718878697298713,0.7000000000000001,0.7000000000000001
20260729T173124Z_a7010e04,mainline_first,5,B,0.00525714285714286,0.0,-0.0,-0.0,0.00525714285714286,0.01314285714285715,0.096437245831906,0.10958010297476314,0.0,0.0024149713874462853,0.01649999999999996,0.0012074856937231426,0.00824999999999998,0.00525714285714286,0.006464628550866003,0.013507142857142839,0.8718878697298713,0.8718878697298713,0.7000000000000001,0.7000000000000001
20260729T173124Z_a7010e04,mainline_first,6,A,0.009680000000000001,0.0,-0.0,-0.0,0.009680000000000001,0.0242,0.8650591081235013,0.8892591081235013,0.0,0.002326629894329857,0.01639999999999997,0.0011633149471649284,0.008199999999999985,0.009680000000000001,0.01084331494716493,0.017879999999999986,0.8786075373107549,0.8786075373107549,0.7200000000000001,0.7200000000000001
20260729T173124Z_a7010e04,mainline_first,6,B,0.0054095238095238085,0.0,-0.0,-0.0,0.0054095238095238085,0.013523809523809521,0.10958010297476314,0.12310391249857267,0.0,0.002326629894329857,0.01639999999999997,0.0011633149471649284,0.008199999999999985,0.0054095238095238085,0.006572838756688737,0.013609523809523794,0.8786075373107549,0.8786075373107549,0.7200000000000001,0.7200000000000001
20260729T173124Z_a7010e04,mainline_first,7,A,0.009839999999999982,0.0,-0.0,-0.0,0.009839999999999982,0.024599999999999955,0.8892591081235013,0.9138591081235012,0.0,0.002238191154928515,0.01629999999999998,0.0011190955774642575,0.00814999999999999,0.009839999999999982,0.01095909557746424,0.01798999999999997,0.8852720889102346,0.8852720889102346,0.7400000000000001,0.7400000000000001
20260729T173124Z_a7010e04,mainline_first,7,B,0.005561904761904768,0.0,-0.0,-0.0,0.005561904761904768,0.01390476190476192,0.12310391249857267,0.13700867440333458,0.0,0.002238191154928515,0.01629999999999998,0.0011190955774642575,0.00814999999999999,0.005561904761904768,0.006681000339369025,0.013711904761904758,0.8852720889102346,0.8852720889102346,0.7400000000000001,0.7400000000000001
