policy_step,simulation_time,controller,controller_role,active,exited,route_progress,speed,commanded_action,commanded_action_name,commanded_acceleration,realised_acceleration,peer_progress,peer_speed,action_A,action_B,joint_action_category,Q_maintain,Q_accelerate,Q_decelerate,greedy_action,best_Q,second_best_Q,Q_margin,Q_range,action_mask,collision_flag,termination_flag,truncation_flag,master_seed,checkpoint_step,checkpoint_sha256,validation_block_id,assignment,scenario_block,eval_seed,episode_index,front_gap
0,0.0,A,mainline,True,False,28.0,20.0,1,accelerate,0.0,2.0000000000000284,20.0,20.0,1,1,accelerate-accelerate,0.960453987121582,0.9920086860656738,0.9530700445175171,1,0.9920086860656738,0.960453987121582,0.0315546989440918,0.03893864154815674,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
0,0.0,B,ramp,True,False,20.0,20.0,1,accelerate,0.0,2.0000000000000284,28.0,20.0,1,1,accelerate-accelerate,0.557949423789978,0.561302125453949,0.5480311512947083,1,0.561302125453949,0.557949423789978,0.0033527016639709473,0.013270974159240723,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
1,0.2,A,mainline,True,False,32.04,20.400000000000006,1,accelerate,2.0,2.0000000000000284,24.040000000000003,20.400000000000006,1,0,accelerate-maintain,0.9624679088592529,0.9939432740211487,0.9557846784591675,1,0.9939432740211487,0.9624679088592529,0.03147536516189575,0.0381585955619812,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
1,0.2,B,ramp,True,False,24.040000000000003,20.400000000000006,0,maintain,2.0,0.0,32.04,20.400000000000006,1,0,accelerate-maintain,0.5426034331321716,0.5413025617599487,0.5348812937736511,0,0.5426034331321716,0.5413025617599487,0.0013008713722229004,0.007722139358520508,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
2,0.4,A,mainline,True,False,36.160000000000004,20.80000000000001,1,accelerate,2.0,2.0000000000000284,28.12,20.400000000000006,1,0,accelerate-maintain,0.9716237783432007,1.0032851696014404,0.9650765657424927,1,1.0032851696014404,0.9716237783432007,0.031661391258239746,0.038208603858947754,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
2,0.4,B,ramp,True,False,28.12,20.400000000000006,0,maintain,0.0,0.0,36.160000000000004,20.80000000000001,1,0,accelerate-maintain,0.5422452688217163,0.5406045913696289,0.5334054827690125,0,0.5422452688217163,0.5406045913696289,0.0016406774520874023,0.008839786052703857,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
3,0.6000000000000001,A,mainline,True,False,40.36000000000001,21.200000000000017,1,accelerate,2.0,2.0000000000000284,32.2,20.400000000000006,1,0,accelerate-maintain,0.9706553220748901,1.0024964809417725,0.9636588096618652,1,1.0024964809417725,0.9706553220748901,0.031841158866882324,0.03883767127990723,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
3,0.6000000000000001,B,ramp,True,False,32.2,20.400000000000006,0,maintain,0.0,0.0,40.36000000000001,21.200000000000017,1,0,accelerate-maintain,0.5412378311157227,0.5392160415649414,0.5311894416809082,0,0.5412378311157227,0.5392160415649414,0.00202178955078125,0.010048389434814453,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
4,0.8,A,mainline,True,False,44.64000000000001,21.600000000000023,1,accelerate,2.0,2.0000000000000284,36.280000000000015,20.400000000000006,1,0,accelerate-maintain,0.9679183959960938,0.9987145066261292,0.9609531164169312,1,0.9987145066261292,0.9679183959960938,0.0307961106300354,0.037761390209198,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
4,0.8,B,ramp,True,False,36.280000000000015,20.400000000000006,0,maintain,0.0,0.0,44.64000000000001,21.600000000000023,1,0,accelerate-maintain,0.5418863296508789,0.539696455001831,0.5311703681945801,0,0.5418863296508789,0.539696455001831,0.0021898746490478516,0.010715961456298828,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
5,1.0,A,mainline,True,False,49.000000000000014,22.00000000000003,1,accelerate,2.0,2.0000000000000284,40.36000000000003,20.400000000000006,1,0,accelerate-maintain,0.9649624824523926,0.9947335124015808,0.9579651355743408,1,0.9947335124015808,0.9649624824523926,0.029771029949188232,0.03676837682723999,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
5,1.0,B,ramp,True,False,40.36000000000003,20.400000000000006,0,maintain,0.0,0.0,49.000000000000014,22.00000000000003,1,0,accelerate-maintain,0.5444139242172241,0.542285680770874,0.5336000323295593,0,0.5444139242172241,0.542285680770874,0.0021282434463500977,0.010813891887664795,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
6,1.2000000000000002,A,mainline,True,False,53.44000000000002,22.400000000000034,1,accelerate,2.0,2.0000000000000284,44.44000000000004,20.400000000000006,1,0,accelerate-maintain,0.96181321144104,0.9905678629875183,0.9547322988510132,1,0.9905678629875183,0.96181321144104,0.02875465154647827,0.03583556413650513,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
6,1.2000000000000002,B,ramp,True,False,44.44000000000004,20.400000000000006,0,maintain,0.0,0.0,53.44000000000002,22.400000000000034,1,0,accelerate-maintain,0.5469854474067688,0.544929027557373,0.5360663533210754,0,0.5469854474067688,0.544929027557373,0.002056419849395752,0.01091909408569336,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
7,1.4000000000000001,A,mainline,True,False,57.96000000000003,22.80000000000004,1,accelerate,2.0,2.0000000000000284,48.52000000000005,20.400000000000006,1,0,accelerate-maintain,0.9584883451461792,0.986226499080658,0.9512805938720703,1,0.986226499080658,0.9584883451461792,0.02773815393447876,0.034945905208587646,"[true, true, true]",False,False,False,66018,375000,0cfcb3174fb3f93777a7c58e06d89d764ddf1614f679439075b1e06ae973ea6d,validation_001,0,0,1307743282,0,
