master_seed,validation_block_id,assignment,controller,outcome,mean_abs_Q,Q_margin_mean,Q_margin_median,Q_margin_q10,Q_margin_q90,frac_margin_lt_1e-3,frac_margin_lt_1e-2,frac_margin_lt_5e-2
61006,validation_001,1,A,success,0.7555147511293254,0.025745052179055507,0.01005500555038445,0.000551700592041,0.08518673479557035,0.14285714285714285,0.5,0.8452380952380952
61006,validation_001,1,B,success,0.6897539184798324,0.0035395684341589136,0.00130915641784665,0.00041124224662775005,0.0107345283031463,0.32142857142857145,0.8898809523809523,1.0
61006,validation_002,0,A,truncated,0.9455837615703543,0.00724987935274836,0.0056580305099487,0.00565187931060782,0.008513486385345454,0.0175,0.91,0.9825
61006,validation_002,0,B,truncated,0.6459548697123925,0.008992812559008545,0.0092139840126037,0.006421607732772741,0.0092139840126037,0.03,0.93,1.0
61006,validation_002,1,A,success,0.6383141376586123,0.05977147707546295,0.013806015253067,0.00143874883651728,0.2104687005281448,0.03409090909090909,0.42045454545454547,0.7045454545454546
61006,validation_002,1,B,success,0.7017756247836532,0.010281255976720248,0.0052826106548309,0.00221092104911797,0.02442659139633175,0.045454545454545456,0.6363636363636364,1.0
61006,validation_003,0,A,success,0.6504497069095257,0.014414487383033608,0.0078904628753662,0.00021281242370598002,0.04924799203872672,0.31645569620253167,0.5443037974683544,0.8987341772151899
61006,validation_003,0,B,success,0.722116422804096,0.006121000157126853,0.0048058629035949,0.0011244773864745802,0.008740484714508024,0.10126582278481013,0.9113924050632911,1.0
61006,validation_003,1,A,success,0.7382026689961906,0.030435987709836514,0.0100374817848205,0.00088626146316524,0.11619262099266052,0.1348314606741573,0.49812734082397003,0.8127340823970037
61006,validation_003,1,B,success,0.6901398934377415,0.0036900764547483306,0.0016270875930786,0.0002359747886657,0.010496985912322941,0.2883895131086142,0.8876404494382022,1.0
61006,validation_004,0,A,truncated,0.9959244704743226,0.0017857007682323222,0.0008113384246826,0.0008113384246826,0.004532569646835312,0.845,0.985,1.0
61006,validation_004,0,B,truncated,0.9596845324337483,0.003956424295902221,0.0038836598396301,0.00385904312133787,0.0038836598396301,0.01,0.9875,1.0
61006,validation_004,1,A,success,0.6431149449889306,0.058629391342401464,0.01335749030113215,0.0018426060676574201,0.21054965257644653,0.06666666666666667,0.43333333333333335,0.7222222222222222
61006,validation_004,1,B,success,0.7273555863786627,0.009542031420601694,0.0049905776977539,0.0014158487319946,0.024103432893753055,0.06666666666666667,0.6555555555555556,1.0
61006,validation_005,0,A,truncated,0.9827789959808191,0.00159654781222336,0.0008744001388549,0.0008744001388549,0.0035304129123686807,0.8475,0.985,1.0
61006,validation_005,0,B,truncated,0.9271610271433989,0.004210780411958684,0.0041048526763916,0.0041048526763916,0.00449174046516411,0.01,0.9975,1.0
61006,validation_005,1,A,success,0.6884135111338563,0.05769973302570477,0.0203623473644256,0.00228497385978695,0.2084666416049003,0.052083333333333336,0.4270833333333333,0.7291666666666666
61006,validation_005,1,B,success,0.7436617598351505,0.012041288117567656,0.00685548782348625,0.0020797848701477,0.0263653993606567,0.020833333333333332,0.5833333333333334,1.0
61006,validation_006,0,A,truncated,1.0126208778719108,0.0014975458383559592,0.0006961822509765,0.0006961822509765,0.004947131872177032,0.8675,0.9875,1.0
61006,validation_006,0,B,truncated,0.9878593780597051,0.0035588462650775654,0.0034743547439575,0.00345033407211297,0.0034743547439575,0.0175,0.995,1.0
61006,validation_006,1,A,success,0.6729501519973079,0.055780820781365,0.01530411839485165,0.00359237194061275,0.20746935904026026,0.03125,0.4375,0.7291666666666666
61006,validation_006,1,B,success,0.7324234963291221,0.010105605547626765,0.0058425962924957,0.0019282400608062,0.024456411600112853,0.0625,0.65625,1.0
61006,validation_007,0,A,truncated,0.8089268465961019,0.005242286659777115,0.0034649372100829497,0.00070136189460749,0.008757042884826594,0.1575,0.92,0.9875
61006,validation_007,0,B,truncated,0.7287603068600098,0.005574249252676918,0.003650814294815,0.00097681283950805,0.01130959391593929,0.1075,0.7475,1.0
61006,validation_007,1,A,success,0.6282775017713743,0.060606849158094,0.01331993937492365,0.0014385044574737,0.21169335693120953,0.05952380952380952,0.42857142857142855,0.7023809523809523
61006,validation_007,1,B,success,0.6938413532953414,0.010526102213632444,0.0054353475570678,0.00198944807052611,0.025201594829559325,0.023809523809523808,0.6309523809523809,1.0
61006,validation_008,0,A,truncated,1.0605523596704005,0.0018853843212126985,0.001224398612976,0.001224398612976,0.0020735383033751806,0.02,0.985,1.0
61006,validation_008,0,B,truncated,1.0716720743477344,0.002709438353776869,0.0020774602890014,0.0020774602890014,0.0020830988883971512,0.0075,0.9625,1.0
61006,validation_008,1,A,success,0.6105593922312813,0.0626045264529459,0.0088899731636047,0.0008567869663238001,0.21696571260690684,0.13636363636363635,0.5757575757575758,0.7121212121212122
61006,validation_008,1,B,success,0.7076543557523477,0.008632925423708786,0.004936516284942551,0.0007272064685821,0.02250531315803525,0.15151515151515152,0.6363636363636364,1.0
61007,validation_001,0,A,success,0.6972563982377817,0.01849760335904576,0.005095899105072,0.0016490280628203703,0.0413456797599792,0.07407407407407407,0.5555555555555556,0.9074074074074074
61007,validation_001,0,B,success,0.828586494849052,0.0037196786315352344,0.0035746097564697,0.0006640791893005201,0.00724042654037471,0.2037037037037037,0.9629629629629629,1.0
61007,validation_001,1,A,success,0.7795011659463247,0.008065038067953877,0.0086190700531005,0.0021026074886321203,0.01451981663703916,0.05714285714285714,0.6571428571428571,1.0
61007,validation_001,1,B,success,0.7093428004355657,0.020454107863562405,0.00793358683586115,0.0012309253215789298,0.07751019001007081,0.014285714285714285,0.7,0.8285714285714286
61007,validation_002,0,A,success,0.6256552540630883,0.008703499530138548,0.004402220249176,0.00138732194900512,0.025674149394035287,0.056179775280898875,0.8202247191011236,0.9887640449438202
61007,validation_002,0,B,success,0.6468870193324285,0.007062696339039269,0.0062553286552429,0.0016652822494506003,0.015266966819763122,0.07865168539325842,0.8426966292134831,1.0
61007,validation_002,1,A,success,0.6543857655512593,0.005622441333437676,0.0041559338569641,0.0006741166114807,0.012812280654907202,0.19047619047619047,0.7619047619047619,1.0
61007,validation_002,1,B,success,0.7079264647746212,0.0030785723338050985,0.0031977891921997,0.00063940286636348,0.005446982383728021,0.14285714285714285,1.0,1.0
61007,validation_003,0,A,success,0.6764726420431018,0.01396723963179673,0.0048310160636901,0.0006956100463866601,0.04384480118751525,0.11320754716981132,0.660377358490566,0.9056603773584906
61007,validation_003,0,B,success,0.7864474579223297,0.0034280588042060827,0.0030723214149475,0.00039364099502558,0.0066324591636657,0.22641509433962265,0.9622641509433962,1.0
61007,validation_003,1,A,success,0.778072870694674,0.00907574066748981,0.0051304101943969,0.0005043506622314,0.022456514835357638,0.15384615384615385,0.676923076923077,1.0
61007,validation_003,1,B,success,0.7508838118650975,0.02287176113862253,0.0069279670715332,0.00121725797653192,0.07510035037994382,0.07692307692307693,0.6615384615384615,0.7846153846153846
61007,validation_004,0,A,success,0.6834868897258499,0.016525545605906685,0.0052173435688018,0.0014403343200683303,0.03924998044967646,0.05555555555555555,0.5740740740740741,0.9074074074074074
61007,validation_004,0,B,success,0.8079028740341281,0.003998149324346423,0.0038383901119232004,0.00049566626548762,0.008422118425369211,0.18518518518518517,0.9814814814814815,1.0
61007,validation_004,1,A,success,0.775507389682613,0.00939528501197078,0.01182222366333,0.00172915458679194,0.016444480419158858,0.0547945205479452,0.4794520547945205,1.0
61007,validation_004,1,B,success,0.690575735754074,0.017554461139522137,0.0069578289985656,0.0015667915344238,0.06936879158020011,0.0410958904109589,0.8356164383561644,0.8493150684931506
61007,validation_005,0,A,success,0.7705098068391955,0.007280816902985391,0.0031931102275848,0.00053291916847222,0.023230457305908177,0.17567567567567569,0.8513513513513513,1.0
61007,validation_005,0,B,success,0.6204108163915776,0.012902007211704463,0.0052348375320434,0.00203350782394403,0.034314672648906634,0.013513513513513514,0.6081081081081081,0.972972972972973
61007,validation_005,1,A,success,0.7021984275154494,0.006350882558358986,0.0042890012264251,0.00057103037834163,0.01218444705009453,0.18055555555555555,0.7638888888888888,1.0
61007,validation_005,1,B,success,0.7613285393626602,0.0022475139962301843,0.00208464264869685,0.00035446286201473005,0.0040114820003509495,0.2777777777777778,0.9861111111111112,1.0
61007,validation_006,0,A,success,0.6404698444782077,0.00906795847254826,0.0047121942043304,0.0007765650749206401,0.028505355119705148,0.12162162162162163,0.7702702702702703,0.9864864864864865
61007,validation_006,0,B,success,0.7028212606369912,0.007357340406727099,0.0057780444622039,0.00109747648239134,0.01568796634674064,0.0945945945945946,0.8108108108108109,1.0
61007,validation_006,1,A,success,0.7492745704791717,0.008977207201945581,0.0092151761054992,0.00294822454452512,0.01339699029922482,0.02531645569620253,0.5189873417721519,1.0
61007,validation_006,1,B,success,0.6652062809417016,0.01588855589492407,0.0039116740226745,0.0016278862953185802,0.06734077930450436,0.05063291139240506,0.8481012658227848,0.8481012658227848
61007,validation_007,0,A,success,0.62493369706251,0.008316386904981357,0.00463843345642085,0.0015732884407042701,0.021156814694404596,0.06666666666666667,0.8111111111111111,0.9888888888888889
61007,validation_007,0,B,success,0.649934826736097,0.00790826678276057,0.00642374157905575,0.0012264251708983401,0.01527696847915646,0.044444444444444446,0.8222222222222222,1.0
61007,validation_007,1,A,success,0.6236916721488038,0.005103487521409945,0.00485029816627495,0.0008623063564300201,0.01001273989677425,0.140625,0.890625,1.0
61007,validation_007,1,B,success,0.7125171441584826,0.003341712057590436,0.0034437179565429002,0.0007355988025664701,0.00558425188064568,0.15625,1.0,1.0
61007,validation_008,0,A,success,0.6838725950746309,0.011713847517967177,0.0038568973541259497,0.0013188719749450501,0.0265036970376968,0.07142857142857142,0.6785714285714286,0.9285714285714286
61007,validation_008,0,B,success,0.7794992086433229,0.002361492386886005,0.0017296969890594,0.00041201710700984997,0.00537177920341485,0.35714285714285715,1.0,1.0
61007,validation_008,1,A,success,0.7526390402895924,0.00977616619180745,0.009632408618927,0.0029622912406921,0.0145272016525268,0.037037037037037035,0.5308641975308642,1.0
61007,validation_008,1,B,success,0.6537706415349074,0.014852473765243668,0.0045276284217834,0.0018475651741027,0.0636174082756042,0.0,0.8518518518518519,0.8641975308641975
61008,validation_001,0,A,truncated,1.3923413276175658,0.004351579248905119,0.0021694898605346,0.0021677255630492597,0.0021710753440856304,0.035,0.94,0.98
61008,validation_001,0,B,truncated,0.8606289986769359,0.13505000919103619,0.1554005146026611,0.021227228641509978,0.1554005146026611,0.015,0.055,0.14
61008,validation_001,1,A,truncated,0.7781568852066993,0.03124535381793974,0.0388113260269165,0.006107616424560452,0.0388113260269165,0.03,0.195,1.0
61008,validation_001,1,B,truncated,1.7717302917440731,0.0035289883613586117,0.001117467880249,0.001117467880249,0.009235584735870331,0.0075,0.9025,1.0
61008,validation_002,0,A,truncated,1.5248899455865224,0.007882791757583562,0.0050442218780517,0.0050442218780517,0.01014959812164305,0.005,0.88,0.975
61008,validation_002,0,B,truncated,1.033366280992826,0.15233130902051925,0.1871986985206604,0.005211806297302183,0.1871986985206604,0.0575,0.14,0.19
61008,validation_002,1,A,truncated,0.7699097583194574,0.03210117295384403,0.0385947227478027,0.004981553554534864,0.03929383754730223,0.0275,0.1625,1.0
61008,validation_002,1,B,truncated,1.741550238231818,0.0031223919987677894,0.0006443262100219,0.0006443262100219,0.006732273101806618,0.7775,0.93,1.0
61008,validation_003,0,A,truncated,1.44999258334438,0.005377251952886503,0.0029057264328002,0.0029057264328002,0.005381035804748537,0.005,0.9325,0.9825
61008,validation_003,0,B,truncated,0.9625337514281272,0.1152372574806213,0.1626099348068237,0.0021075487136839903,0.1626099348068237,0.0375,0.1975,0.3025
61008,validation_003,1,A,truncated,0.7741199738283953,0.03334309369325632,0.0389734506607055,0.007467448711395256,0.0389734506607055,0.0175,0.1275,1.0
61008,validation_003,1,B,truncated,1.7929494934280714,0.0035221737623214165,0.0014659166336059,0.0014659166336059,0.004373002052307114,0.0275,0.93,1.0
61008,validation_004,0,A,truncated,1.5194492122530938,0.007375985383987367,0.0050526857376098,0.0050526857376098,0.0050526857376098,0.0075,0.9325,0.9775
61008,validation_004,0,B,truncated,1.031575434009234,0.16501259624958034,0.1873751878738403,0.022576856613159176,0.1873751878738403,0.0025,0.05,0.13
61008,validation_004,1,A,truncated,0.7690518096586069,0.032710804641246746,0.039008706808090154,0.004914313554763731,0.039598131179809565,0.0325,0.16,1.0
61008,validation_004,1,B,truncated,1.7844236584504445,0.0037814813852309697,0.00084358453750605,0.00028465986251825,0.007346796989440864,0.53,0.92,1.0
61008,validation_005,0,A,truncated,1.5998925884564719,0.008859390914440117,0.0067496299743652,0.0067496299743652,0.0067496299743652,0.01,0.9175,0.9775
61008,validation_005,0,B,truncated,1.1323783960938454,0.18591787979006763,0.2084021568298339,0.03199704885482781,0.2084021568298339,0.005,0.04,0.1175
61008,validation_005,1,A,truncated,0.7702544707556566,0.03226822569966314,0.0389057397842407,0.0032327413558959307,0.0389057397842407,0.04,0.1575,1.0
61008,validation_005,1,B,truncated,1.8233676023284595,0.0037481120228766594,0.0012580156326293,0.0012580156326293,0.009287273883819528,0.0175,0.905,1.0
61008,validation_006,0,A,truncated,1.598582229713599,0.008769885897636377,0.0067954063415527,0.0067954063415527,0.0067954063415527,0.01,0.925,0.9775
61008,validation_006,0,B,truncated,1.1377148442963758,0.18618741035461425,0.2093675136566162,0.03363931179046625,0.2093675136566162,0.0025,0.0275,0.1225
61008,validation_006,1,A,truncated,0.7719854609668255,0.031222491860389657,0.0385699868202209,0.004023945331573433,0.0385699868202209,0.04,0.1875,1.0
61008,validation_006,1,B,truncated,1.7505641090869903,0.003459593355655605,0.0005680322647094,0.0005680322647094,0.00904434919357299,0.7375,0.9075,1.0
61008,validation_007,0,A,truncated,1.4743441997965177,0.00579434067010872,0.0029057264328002,0.0029057264328002,0.005926072597503584,0.0025,0.93,0.98
61008,validation_007,0,B,truncated,0.9903196110328039,0.10574851751327512,0.1626099348068237,0.0026939511299132503,0.1626099348068237,0.005,0.295,0.365
61008,validation_007,1,A,truncated,0.7691483920315901,0.0336414621770381,0.0387713909149169,0.008338463306426912,0.0387713909149169,0.02,0.115,1.0
61008,validation_007,1,B,truncated,1.7615053763985633,0.0029026237130164293,0.0010126829147338,0.0010126829147338,0.004471433162689153,0.0125,0.9275,1.0
61008,validation_008,0,A,truncated,1.5983651852607728,0.008676736354827866,0.0067683458328247,0.0067683458328247,0.0067683458328247,0.01,0.9325,0.9775
61008,validation_008,0,B,truncated,1.1400418218473594,0.1851953890919685,0.2087965011596679,0.0303929209709167,0.2087965011596679,0.0025,0.03,0.125
61008,validation_008,1,A,truncated,0.7686080719530582,0.03199919089674944,0.038583755493164,0.0048347234725951305,0.038583755493164,0.0325,0.155,1.0
61008,validation_008,1,B,truncated,1.7708557357390722,0.004578059613704618,0.0005372762680053,0.0005372762680053,0.009918630123138419,0.73,0.9,0.975
61009,validation_001,0,A,truncated,0.9525617092847825,0.01169061362743375,0.0097231864929199,0.0097231864929199,0.017692971229553163,0.0,0.8475,0.9925
61009,validation_001,0,B,truncated,1.1831186712284882,0.010399444401264155,0.0060855150222778,0.0060855150222778,0.009505307674407928,0.0,0.9025,0.9425
61009,validation_001,1,A,truncated,1.5673121256629625,0.004858907163143082,0.0027287006378173,0.0027287006378173,0.005560326576232889,0.0,0.9125,1.0
61009,validation_001,1,B,truncated,0.4299185071140528,0.010854074731469099,0.0087230503559112,0.00864287912845602,0.0087230503559112,0.0075,0.9375,0.97
61009,validation_002,0,A,truncated,0.9268342640002568,0.03801512479782098,0.0455121994018554,0.01479842662811273,0.0455121994018554,0.0025,0.045,0.95
61009,validation_002,0,B,truncated,0.6399272395297885,0.03264868978410951,0.0376446545124053,0.006148636341094941,0.04024256467819214,0.01,0.1425,0.9725
61009,validation_002,1,A,truncated,1.625827591319879,0.004248396158218306,0.0017906427383422,0.0017906427383422,0.003303956985473623,0.04,0.945,0.9675
61009,validation_002,1,B,truncated,0.5306027232607206,0.011805225238203924,0.0112966299057006,0.011062908172607371,0.0112966299057006,0.03,0.075,1.0
61009,validation_003,0,A,truncated,1.010024517327547,0.019122289121150923,0.0175317525863647,0.0175317525863647,0.0175317525863647,0.0025,0.0125,0.9775
61009,validation_003,0,B,truncated,1.3296737376848857,0.008094352185726135,0.0063979625701904,0.0063979625701904,0.009243488311767566,0.0225,0.9025,1.0
61009,validation_003,1,A,truncated,1.726919216811657,0.00390729308128349,0.0035226345062255,0.0035226345062255,0.0035226345062255,0.035,0.9625,1.0
61009,validation_003,1,B,truncated,0.5060525146126748,0.012590456679463301,0.0134461522102355,0.01202644705772396,0.0134461522102355,0.02,0.0725,1.0
61009,validation_004,0,A,truncated,1.2412079203128814,0.006443850994110057,0.0044326782226562,0.0044326782226562,0.006178021430969164,0.0025,0.9375,0.98
61009,validation_004,0,B,truncated,0.5670705713828404,0.002960530668497038,0.0022998452186584,0.0022998452186584,0.0024194955825804915,0.01,0.9575,1.0
61009,validation_004,1,A,truncated,1.026810835202535,0.005951661467552137,0.00582057237625115,0.0038361668586730504,0.008156239986419605,0.0075,0.9325,1.0
61009,validation_004,1,B,truncated,1.1159350629150868,0.004355916678905435,0.00106853246688835,0.00042630434036254004,0.00543498992919918,0.495,0.9225,0.9825
61009,validation_005,0,A,truncated,1.2419765498737494,0.006755223274230901,0.004639983177185,0.004639983177185,0.006563162803649814,0.0025,0.9375,0.9825
61009,validation_005,0,B,truncated,0.5630433382590612,0.003131830096244744,0.0024717450141906,0.0024717450141906,0.0024945974349974732,0.0125,0.96,1.0
61009,validation_005,1,A,truncated,1.013055053750674,0.013281257301568901,0.0137929916381835,0.01378862857818602,0.0137929916381835,0.015,0.0725,1.0
61009,validation_005,1,B,truncated,1.3024811522165933,0.0028567579388618404,3.5762786865234375e-05,3.5762786865234375e-05,0.008193945884704557,0.855,0.9175,0.9925
61009,validation_006,0,A,truncated,1.2401703140636284,0.007522704750299369,0.0046910047531127,0.0046910047531127,0.007109916210174532,0.0025,0.935,0.97
61009,validation_006,0,B,truncated,0.5651689214507739,0.003067248612642276,0.0024685263633728,0.0024685263633728,0.0025876998901366373,0.0075,0.9575,1.0
61009,validation_006,1,A,truncated,1.0175990010301272,0.006751552820205644,0.00545156002044675,0.0034822583198547102,0.013190627098083451,0.0225,0.7925,1.0
61009,validation_006,1,B,truncated,1.1533060529828072,0.0042359748482703715,0.0010702013969421,0.00011497735977167004,0.008366858959197978,0.4925,0.9175,0.99
61009,validation_007,0,A,truncated,0.9711799616118272,0.012696254551410604,0.0116379261016845,0.0116379261016845,0.014544194936752311,0.0025,0.0425,0.99
61009,validation_007,0,B,truncated,1.2245605829854807,0.009729849994182551,0.0069327354431152,0.0069327354431152,0.009839320182800275,0.0,0.9,0.985
61009,validation_007,1,A,truncated,1.6229521976908048,0.003832846581935869,0.0017784833908081,0.0017784833908081,0.0038208603858947508,0.02,0.935,0.9975
61009,validation_007,1,B,truncated,0.5266166824599107,0.010905164852738358,0.011282742023468,0.01077073812484733,0.011282742023468,0.005,0.0825,1.0
61009,validation_008,0,A,truncated,1.3035456041495006,0.006482036411762154,0.0048663616180419,0.0048663616180419,0.004874944686889563,0.0025,0.955,0.98
61009,validation_008,0,B,truncated,0.5574634684125582,0.004383072853088326,0.0038191676139831,0.0038191676139831,0.0038229048252105204,0.005,0.9525,1.0
61009,validation_008,1,A,truncated,1.0199085203309854,0.006607984602451275,0.0054335594177246,0.0034858107566833,0.01313047409057613,0.0225,0.7925,1.0
61009,validation_008,1,B,truncated,1.1565951687097549,0.003725546896457626,0.00093954801559445,0.00011881589889523,0.007844817638397134,0.505,0.92,0.995
61010,validation_001,0,A,truncated,0.47486973884205025,0.017215690910816123,0.01747328042984,0.0144302457571029,0.020424669981002733,0.005,0.075,1.0
61010,validation_001,0,B,truncated,1.0155300625413657,0.0041871250420808,0.0029979944229125,0.0021917879581451103,0.006207370758056602,0.0425,0.94,1.0
61010,validation_001,1,A,truncated,1.1674831852316856,0.007137670069932895,0.0027832984924316,0.0027832984924316,0.007082772254943843,0.005,0.9175,0.945
61010,validation_001,1,B,truncated,1.2321993562579154,0.013466054797172479,0.014186143875122,0.01080613136291501,0.014186143875122,0.0125,0.0925,1.0
61010,validation_002,0,A,collision,0.9311501206013194,0.013364581685317144,0.0063633918762207,0.0019240617752074802,0.01861002445220946,0.10526315789473684,0.6842105263157895,0.9473684210526315
61010,validation_002,0,B,collision,0.8251139166062338,0.037162935655367955,0.0221604108810424,0.0063331127166747605,0.10006414353847501,0.0,0.21052631578947367,0.7894736842105263
61010,validation_002,1,A,truncated,1.0297162880003452,0.006435467153787528,0.0006747841835021,0.0006747841835021,0.017620193958282432,0.835,0.87,0.9425
61010,validation_002,1,B,truncated,1.3946494855483373,0.020329510271549184,0.0212229490280151,0.01919492483139031,0.0212229490280151,0.025,0.0575,1.0
61010,validation_003,0,A,truncated,0.7449539529283842,0.013279417455196358,0.0131169557571411,0.0131169557571411,0.013351267576217633,0.005,0.05,1.0
61010,validation_003,0,B,truncated,1.2884607409437498,0.011826664209365774,0.012196660041809,0.01139529347419735,0.012259387969970632,0.0125,0.085,1.0
61010,validation_003,1,A,truncated,1.0463954288760822,0.009133959263563134,0.0066092014312744,0.00659816861152647,0.009813916683196934,0.0,0.9025,0.9975
61010,validation_003,1,B,truncated,1.456969915429751,0.026089373230934063,0.0276232957839965,0.023223924636840743,0.0276232957839965,0.005,0.0575,1.0
61010,validation_004,0,A,truncated,0.8208332036435604,0.0062590149790048115,0.0047095417976378996,0.0014178335666655902,0.01324448585510252,0.07,0.79,1.0
61010,validation_004,0,B,truncated,1.024663186147809,0.009448619186878155,0.00506198406219475,0.0006681919097899903,0.022403025627136173,0.1225,0.6,1.0
61010,validation_004,1,A,truncated,0.809947736064593,0.016538615077733937,0.0174396634101867,0.00996627211570734,0.01830835342407221,0.0125,0.1025,0.9975
61010,validation_004,1,B,truncated,0.9587385315199694,0.006462109386920883,0.0073727965354919,0.0013710141181945503,0.0073727965354919,0.0825,0.9575,0.9925
61010,validation_005,0,A,collision,0.6614574640989304,0.031386371505887835,0.0345265567302703,0.0178781151771545,0.04109259843826291,0.0,0.0,1.0
61010,validation_005,0,B,collision,0.656503727953685,0.08908209087033017,0.1092955917119979,0.005375409126281681,0.17135709524154658,0.0,0.15789473684210525,0.42105263157894735
61010,validation_005,1,A,truncated,0.803804344634215,0.016832352727651514,0.0173792839050292,0.014904832839965739,0.01829797029495236,0.0025,0.0825,1.0
61010,validation_005,1,B,truncated,0.9386692401766777,0.006678138673305479,0.0071173310279846,0.0016360878944396801,0.0071173310279846,0.075,0.9475,0.995
61010,validation_006,0,A,truncated,0.7665749980509281,0.008987282067537272,0.0081345438957214,0.0081345438957214,0.010086256265640227,0.005,0.8975,1.0
61010,validation_006,0,B,truncated,1.2639803001781305,0.0048872113972901485,0.0039888620376586,0.0039888620376586,0.006173098087310724,0.0075,0.945,1.0
61010,validation_006,1,A,truncated,0.9581603596607844,0.00894898712635036,0.0081740021705627,0.00762017965316766,0.008606469631194989,0.0,0.9125,1.0
61010,validation_006,1,B,truncated,1.2078501753012338,0.0028615534305572355,0.0014878511428833,0.0014875888824461899,0.008311051130294792,0.0375,0.92,1.0
61010,validation_007,0,A,collision,1.0315833378721166,0.0027522875203026334,0.00269287824630735,0.0003719091415405,0.00469767451286308,0.2222222222222222,1.0,1.0
61010,validation_007,0,B,collision,0.6847694487207465,0.04332823761635352,0.025793924927711452,0.005562949180602981,0.1279489889740944,0.05555555555555555,0.2777777777777778,0.7777777777777778
61010,validation_007,1,A,truncated,1.0593238227566084,0.012468461692333137,0.0055309534072875,0.0055309534072875,0.029134416580200235,0.0025,0.8825,0.9175
61010,validation_007,1,B,truncated,1.2484859881301722,0.020252523720264357,0.0211780071258544,0.018464839458465544,0.0211780071258544,0.0075,0.045,1.0
61010,validation_008,0,A,truncated,0.7478970011075338,0.011845026761293398,0.0114712119102478,0.0114712119102478,0.012795150279998743,0.0025,0.05,1.0
61010,validation_008,0,B,truncated,1.2655737221737702,0.009172341004013977,0.008863091468811,0.008863091468811,0.009606480598449704,0.0075,0.905,1.0
61010,validation_008,1,A,truncated,1.09709535886844,0.003378926962614005,0.0013213157653808,0.0009082078933715202,0.00971258282661434,0.1125,0.9025,1.0
61010,validation_008,1,B,truncated,1.1676637970407804,0.005421664863824789,0.0051130056381225,0.0049992084503173205,0.006687903404235792,0.03,0.9775,1.0
