formal_job_id,condition,master_seed,checkpoint,step,size_bytes,sha256,published,reason_not_published
min_pbrs__61004,min_pbrs,61004,ckpt_step_025000.pt,25000,46049424,d51ae225f4ed8ecfbf9790a48051ccf98ac4b0ebedde09878f2b1c75bafa233f,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61004,min_pbrs,61004,ckpt_step_050000.pt,50000,44214672,0a9573e0adaea5e3efa3059f9bb2dbcf7de373a06a4a0e74444eb787c54c9dae,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61004,min_pbrs,61004,ckpt_step_075000.pt,75000,43413584,6f3eca26f72cdafc803ce3ceb76d5bcf12df353a8733f113810f461d4c1eb85e,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61004,min_pbrs,61004,ckpt_step_100000.pt,100000,43862928,09ba8603db4a33b301efe3f95d1e8046a0977a18cabbd5458737bab82545b617,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61004,min_pbrs,61004,final_online_target_weights.pt,100000,106765,4a8cd9e26513e0293a08fd90d4c6860568194da139aafeec0d5d61ddd63b0704,True,
min_pbrs__61005,min_pbrs,61005,ckpt_step_010000.pt,10000,19675536,15d20234cd4ce604822124c1aa7d4640ecab4752ff2ceaa8961e6f47cd4eb792,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61005,min_pbrs,61005,ckpt_step_025000.pt,25000,45848656,f246933238815a68bb06dec22d1a2c6bf4ee8ccd6f05a34ce9eeeeeb75843f37,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61005,min_pbrs,61005,ckpt_step_050000.pt,50000,44333072,3ac34f3010b1c25d7e25804e5f623ce2f8709d8e2d9f5a1ccbe84adb2e4a4d74,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61005,min_pbrs,61005,ckpt_step_075000.pt,75000,44302544,3deafd6c7af7554c28981a2f4bdbc5c1578d434ffff96e95c96ec1da6d87a441,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61005,min_pbrs,61005,ckpt_step_100000.pt,100000,44284304,2bda2c511f6304422c67a18e78ba333041f828e61d8f7bf865468ea8aac0bb8c,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61005,min_pbrs,61005,final_online_target_weights.pt,100000,106765,11d4b07c37b15723bf89dc46c329f2b75a879306cc0b23bf5ad75cd0bf7fda53,True,
min_pbrs__61006,min_pbrs,61006,ckpt_step_010000.pt,10000,20326160,3bde4f9893f03df37eb091c9cb39c7ab40f82a45fbcad2b0c4d13a94b3d8255a,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61006,min_pbrs,61006,ckpt_step_025000.pt,25000,47404368,ff3d7af69781d4152cbba0017db5f9ff1bafba868d6f2f4a7c58a2d18d0ef6ca,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61006,min_pbrs,61006,ckpt_step_050000.pt,50000,44909648,329c6141e4520287e78c41f7a7186548c56574771f394ecb360847b98566803b,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61006,min_pbrs,61006,ckpt_step_075000.pt,75000,42564432,0b61cb3583160383257e9e8b09cc01a56d22b38f9f8a696a5b90e112aa5a8c51,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61006,min_pbrs,61006,ckpt_step_100000.pt,100000,41922320,f1beeaf21da055cb05369022f6fcebb16e5469b2a983a27a3cc344caa9d3db01,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61006,min_pbrs,61006,final_online_target_weights.pt,100000,106765,b14dee85fb2d6eeed5d8c9ce0cd52708044e55252fe9b63b741cc7da916974cd,True,
min_pbrs__61007,min_pbrs,61007,ckpt_step_010000.pt,10000,20133200,c3b0a9b1e5cd13021e487f8d4db3f9922a7ba54bf3c56b2a6583923df0d2e6cb,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61007,min_pbrs,61007,ckpt_step_025000.pt,25000,47216976,87e4010b1d62bc6b3f3acf405cd492090f4c289323d903a2db2baed586bc142f,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61007,min_pbrs,61007,ckpt_step_050000.pt,50000,44882320,4d58a6bc5ce379cc31973fd02a7ea13f9585e5fc458ee8eb483f6de0969d155c,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61007,min_pbrs,61007,ckpt_step_075000.pt,75000,42646544,9bfaa0755c9b54d4f9a4adc122c608140d49c8278d0ee0d4aa68e1ba7ee04fb5,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61007,min_pbrs,61007,ckpt_step_100000.pt,100000,44628304,87b123f12285e063492e43f41aad7e7631957fcf3cdb3f2d93e3c2a75bb1a876,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61007,min_pbrs,61007,final_online_target_weights.pt,100000,106765,54c119a37f9e8f31c6c8a8431cef7594207ce31567c49c35a2d4472a6b496a51,True,
min_pbrs__61008,min_pbrs,61008,ckpt_step_010000.pt,10000,18632592,6fbedb800d679d9c8995d30ea02a15a16307fd3b76c04399024732bc71ce8a3c,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61008,min_pbrs,61008,ckpt_step_025000.pt,25000,47003280,3f7b7b7f7e5bcaa6e779a3799318cd5f1dcb87563f87a241efd880afaa239032,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61008,min_pbrs,61008,ckpt_step_050000.pt,50000,45972304,5214a081c682360b415dcf6187d15e3b005c11655caad3697d7e019e866b0ad5,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61008,min_pbrs,61008,ckpt_step_075000.pt,75000,46331344,5ee3c37916994a0e21500d77a0775466219c9f7711b177f047d68dc317a11c99,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61008,min_pbrs,61008,ckpt_step_100000.pt,100000,45683408,aed859bda81b33f5373570325a0fe81084d6b665328f41d26646de3370b8bd5b,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61008,min_pbrs,61008,final_online_target_weights.pt,100000,106765,6c3b0c8417c4b285ca0f6fb25a22571dfa3dbe97ec3815573937b42a6fb2df4d,True,
min_pbrs__61009,min_pbrs,61009,ckpt_step_010000.pt,10000,20921040,aa0c532285cf4d316748615b2e4dc6fea3ea702bf5d74706e606ef6a9af8e365,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61009,min_pbrs,61009,ckpt_step_025000.pt,25000,47244240,4d768c62e9d99351789499bfc6def71bb9082e94b1b2b5d797bc69f5c2b7b2c0,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61009,min_pbrs,61009,ckpt_step_050000.pt,50000,44093968,dab939dd9306a82c36d91afb29f982309dbbf3827efa16b8426e5424de503d56,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61009,min_pbrs,61009,ckpt_step_075000.pt,75000,42196112,5174bbfa10a4c3c3a00796b733de67f5d60fdef2ba4c784e682b05426060af16,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61009,min_pbrs,61009,ckpt_step_100000.pt,100000,42258064,443ed740ec54f6d1601037eaf14cdf0685c139f1f65a2bbd1cab8990d052c450,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61009,min_pbrs,61009,final_online_target_weights.pt,100000,106765,b57c597e70dccb00450acb492699cee40cfed384b7bb294235efac48bec64769,True,
min_pbrs__61010,min_pbrs,61010,ckpt_step_010000.pt,10000,19884240,63c1dc4d59a1665262c12a8aea0ee57d583591ea379083f2c99ffd0d5b7ff6e9,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61010,min_pbrs,61010,ckpt_step_025000.pt,25000,46947984,757fa4ccccfd95c8c54b1867616da807276a476f1805952c9e405206ff343f6b,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61010,min_pbrs,61010,ckpt_step_050000.pt,50000,44439312,0b45102b970db39b6e6cdeb41921b5a7869c1ff248b8497e868e5f04e70b89e7,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61010,min_pbrs,61010,ckpt_step_075000.pt,75000,42598224,2ab5871eeae199a13b27d1957041a91a1bbc3526584fdd18ac8469a9894168f1,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61010,min_pbrs,61010,ckpt_step_100000.pt,100000,43622352,cb5ca5a17f742b9418c680771748e9b4f0fc824582f6b86bb6138cd7320046de,False,local_only_intermediate_or_replay_checkpoint
min_pbrs__61010,min_pbrs,61010,final_online_target_weights.pt,100000,106765,0d0dceafa6011ffb2d3ea8568787a37d4ae78dd6c9ebab8bf3b1a998bf8415be,True,
