condition,master_seed,checkpoint_step,n_episodes,success_rate,collision_rate,truncation_rate,mean_episode_length,unilateral_stall_rate,mutual_yielding_rate,convention_availability,swap_eligibility,minimum_utility,mean_utility,median_Q_margin,absolute_Q,late_collapse_flag
double_dqn,63016,100000,16,0.5,0.0,0.5,231.0625,0.5,0.0,1.0,0.0,0.41826387835092244,0.7126670019646857,0.01237047112964345,0.7144765840340385,False
double_dqn,63016,150000,16,0.4375,0.0,0.5625,263.625,0.5,0.0625,1.0,0.0,0.30932031905534924,0.5874024143542589,0.021374801620841002,0.6402096169439271,False
double_dqn,63016,200000,16,0.9375,0.0625,0.0,54.1875,0.0,0.0,1.0,0.875,0.8307693963353051,0.9246669863510016,0.0105467933237589,0.6869917466917086,False
double_dqn,63016,250000,16,0.9375,0.0,0.0625,107.375,0.0625,0.0,1.0,0.875,0.6296609676709788,0.8147537800967807,0.00906206035244175,0.6458075704207147,False
double_dqn,63016,300000,16,0.625,0.125,0.25,145.625,0.25,0.0,1.0,0.25,0.5282889966600433,0.7541700604831008,0.006815052198675949,0.6635483111698808,False
double_dqn,63017,0,16,0.875,0.125,0.0,55.875,0.0,0.0,1.0,0.75,0.76395939218902,0.890680637119995,0.059406209935102254,0.18721282509658654,False
double_dqn,63017,10000,16,0.75,0.0625,0.1875,134.8125,0.1875,0.0,1.0,0.625,0.5475817661855621,0.8024080337015791,0.029862156357520653,0.89038432363048,False
double_dqn,63017,25000,16,0.875,0.0,0.125,128.9375,0.125,0.0,1.0,0.75,0.6285856090764657,0.7991534137920573,0.01429806543248035,0.8653782960487874,False
double_dqn,63017,50000,16,1.0,0.0,0.0,54.6875,0.0,0.0,1.0,1.0,0.8897711029077691,0.9578112604096465,0.0142409236203221,0.7260705952139054,False
double_dqn,63017,75000,16,0.875,0.125,0.0,48.625,0.0,0.0,1.0,0.75,0.7776419480379841,0.8986869925384973,0.0072856270735375,0.7046813644544601,False
double_dqn,63017,100000,16,1.0,0.0,0.0,56.3125,0.0,0.0,1.0,1.0,0.893979338294784,0.9586787091938528,0.01536472192792475,0.7067255981752895,False
double_dqn,63017,150000,16,0.8125,0.0,0.1875,135.375,0.1875,0.0,1.0,0.625,0.6325740977605951,0.81802671453026,0.01758263559080655,0.6782039798930392,False
double_dqn,63017,200000,16,0.75,0.0625,0.1875,119.625,0.1875,0.0,1.0,0.5,0.6756617605051158,0.8463032214021988,0.0183510748048623,0.6626209394218181,False
double_dqn,63017,250000,16,0.0625,0.0,0.9375,378.8125,0.9375,0.0,1.0,0.0,0.08942814595000201,0.6511088038659081,0.0192065329916897,1.248367532883183,False
double_dqn,63017,300000,16,0.0,0.25,0.75,320.0,0.75,0.0,1.0,0.0,0.031496875,0.5813005148058902,0.1147040614113211,0.8326285796306665,True
double_dqn,63018,0,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.035643749999999974,0.5975882732037949,0.13051388150546694,0.2048555622110143,False
double_dqn,63018,10000,16,0.5625,0.4375,0.0,49.75,0.0,0.0,1.0,0.25,0.4356772285348228,0.7250743277935103,0.0424462575026711,0.7277996140366227,False
double_dqn,63018,25000,16,0.5,0.25,0.25,143.875,0.25,0.0,1.0,0.375,0.4319299085529067,0.698501265948218,0.02814394297838655,0.9491867528165476,False
double_dqn,63018,50000,16,1.0,0.0,0.0,60.125,0.0,0.0,1.0,1.0,0.8403472207885824,0.9336091989427928,0.010919365994743649,0.7101009115224481,False
double_dqn,63018,75000,16,1.0,0.0,0.0,54.875,0.0,0.0,1.0,1.0,0.88407939460562,0.955157705658131,0.027750260507067,0.7647241367720039,False
double_dqn,63018,100000,16,1.0,0.0,0.0,61.625,0.0,0.0,1.0,1.0,0.8215280417408735,0.9167171069551561,0.014087788228477751,0.7493415911528807,False
double_dqn,63018,150000,16,0.8125,0.125,0.0625,79.5625,0.0625,0.0,1.0,0.625,0.6879049362849269,0.8777334723825376,0.04706397163663425,0.7667561269432346,False
double_dqn,63018,200000,16,0.875,0.125,0.0,57.875,0.0,0.0,1.0,0.75,0.7472282412306687,0.8629576185507106,0.021645541083846698,0.7561758066522068,False
double_dqn,63018,250000,16,0.5,0.0,0.5,315.5625,0.375,0.0625,1.0,0.125,0.2430677899631178,0.5209583922203482,0.019647131572700698,0.8397883997824392,False
double_dqn,63018,300000,16,0.5625,0.25,0.1875,113.5625,0.1875,0.0,1.0,0.25,0.4844049017114918,0.7775384296781532,0.0185915208421647,0.7000754635059891,False
double_dqn,63019,0,16,0.1875,0.8125,0.0,24.5,0.0,0.0,1.0,0.125,0.17806223866956383,0.5729493801335905,0.07762623516739235,0.0730970570887563,False
double_dqn,63019,10000,16,0.875,0.125,0.0,80.625,0.0,0.0,1.0,0.75,0.5464841989187315,0.7947421938591626,0.06019040354675495,0.4700662255654219,False
double_dqn,63019,25000,16,0.5,0.1875,0.3125,171.4375,0.3125,0.0,1.0,0.0,0.3582456977192131,0.6400036792304371,0.02422467945633745,0.8858236271270122,False
double_dqn,63019,50000,16,0.4375,0.0625,0.5,243.8125,0.5,0.0,1.0,0.0,0.29748004225837577,0.6177010098251221,0.024957213400630198,0.7448949424613874,False
double_dqn,63019,75000,16,0.8125,0.1875,0.0,54.375,0.0,0.0,1.0,0.625,0.6416328074262504,0.822733427968216,0.016509818196223602,0.7083898702168507,False
double_dqn,63019,100000,16,0.9375,0.0625,0.0,67.375,0.0,0.0,1.0,0.875,0.7089794509152567,0.8608789736770894,0.00740365847584325,0.6859473944463446,False
double_dqn,63019,150000,16,0.6875,0.25,0.0625,88.75,0.0625,0.0,1.0,0.375,0.48503072678547665,0.7436445190594332,0.018365306131890052,0.7063401976645607,False
double_dqn,63019,200000,16,1.0,0.0,0.0,58.375,0.0,0.0,1.0,1.0,0.8604797222038205,0.9407600879823829,0.00453971900550045,0.7538758198620235,False
double_dqn,63019,250000,16,0.5,0.0,0.5,228.8125,0.5,0.0,1.0,0.0,0.45660458441351404,0.7303179787097082,0.0097719212011857,0.7128561473633015,False
double_dqn,63019,300000,16,0.875,0.125,0.0,58.0625,0.0,0.0,1.0,0.75,0.7309747386814679,0.869290548728116,0.01130762916119365,0.7551645745001713,False
double_dqn,63020,0,16,1.0,0.0,0.0,63.625,0.0,0.0,1.0,1.0,0.8509649962395429,0.9371979648085151,0.08555140011517204,0.07105169876253951,False
double_dqn,63020,10000,16,0.625,0.375,0.0,42.9375,0.0,0.0,1.0,0.375,0.5351403179359313,0.7657892131011065,0.051203464341027,0.5878322529752651,False
double_dqn,63020,25000,16,0.6875,0.125,0.1875,162.5625,0.1875,0.0,1.0,0.5,0.35869236418031725,0.6308294732057773,0.0185901265071158,0.9142766169721317,False
double_dqn,63020,50000,16,0.375,0.0,0.625,289.5625,0.625,0.0,1.0,0.0,0.25580416245250504,0.6153215417409666,0.01264749277383085,1.3236873528598976,False
double_dqn,63020,75000,16,0.1875,0.3125,0.5,219.0625,0.5,0.0,1.0,0.0,0.19238143362164278,0.5849850169699664,0.01307133436203,0.9826670351487848,False
double_dqn,63020,100000,16,0.3125,0.1875,0.5,265.0,0.5,0.0,1.0,0.0,0.17599648421638076,0.5641562398033343,0.03091855913400645,1.259477793376996,False
double_dqn,63020,150000,16,0.625,0.0,0.375,193.8125,0.125,0.25,1.0,0.25,0.5037566503111429,0.7040963501851776,0.0105470594275614,0.8306541202168802,False
double_dqn,63020,200000,16,0.75,0.0,0.25,167.125,0.1875,0.0,1.0,0.625,0.5660872456905331,0.7962170587355699,0.00814258609321615,0.6306400114820524,False
double_dqn,63020,250000,16,0.5625,0.0,0.4375,217.625,0.4375,0.0,1.0,0.125,0.45960596148348565,0.7260105163901927,0.02553904914355475,0.6473306775847157,False
double_dqn,63020,300000,16,1.0,0.0,0.0,66.4375,0.0,0.0,1.0,1.0,0.7998114578253573,0.9117873619582482,0.0122806659945454,0.7162991390343021,False
vanilla_dqn,63001,0,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.035643749999999974,0.4318889323416353,0.09187960863462645,0.07833166955519115,False
vanilla_dqn,63001,10000,16,0.5625,0.125,0.3125,171.75,0.3125,0.0,1.0,0.125,0.4157345645626105,0.7776272373777782,0.042848969241171,1.0256895844254361,False
vanilla_dqn,63001,25000,16,0.125,0.0,0.875,360.1875,0.5,0.0,1.0,0.0,0.189764030254939,0.5559150031719581,0.013119615465402551,0.9289158514330667,False
vanilla_dqn,63001,50000,16,0.5,0.0,0.5,245.125,0.5,0.0,1.0,0.0,0.39715510302583024,0.6560017105497516,0.0133570503949054,0.8765509832165947,False
vanilla_dqn,63001,75000,16,0.5,0.1875,0.3125,195.0,0.3125,0.0,1.0,0.0,0.24751186828675398,0.6208965546865668,0.0101158999629516,0.9206329906094167,False
vanilla_dqn,63001,100000,16,0.5,0.0,0.5,235.6875,0.0,0.5,1.0,0.0,0.4056485665824619,0.5851597229647834,0.006568239040240851,0.807665835746791,False
vanilla_dqn,63001,150000,16,0.75,0.1875,0.0625,89.25,0.0,0.0625,1.0,0.5,0.5399672856478073,0.7529902615910922,0.0083320818526009,0.7429620260415202,False
vanilla_dqn,63001,200000,16,0.875,0.125,0.0,58.75,0.0,0.0,1.0,0.75,0.7281402709143068,0.8760039151334534,0.0072941787642899,0.7553947572692021,False
vanilla_dqn,63001,250000,16,1.0,0.0,0.0,64.5,0.0,0.0,1.0,1.0,0.822967877066152,0.9206246535787826,0.00664499487297295,0.6967872488547497,False
vanilla_dqn,63001,300000,16,0.4375,0.0625,0.5,227.5,0.5,0.0,1.0,0.25,0.3905699515555173,0.6935748314015631,0.00868617142535,0.8222585045695594,True
vanilla_dqn,63002,0,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.06048749999999986,0.6445973725036399,0.06244439618079915,0.027690172819857212,False
vanilla_dqn,63002,10000,16,0.4375,0.3125,0.25,142.4375,0.25,0.0,1.0,0.25,0.32651781993541423,0.7050512012770037,0.0504409325058985,0.9105709656507319,False
vanilla_dqn,63002,25000,16,0.4375,0.125,0.4375,211.3125,0.375,0.0,1.0,0.0,0.34838715476534343,0.6893637031428728,0.0494459859857106,1.429729392918024,False
vanilla_dqn,63002,50000,16,0.0,0.0,1.0,400.0,0.8125,0.1875,1.0,0.0,0.04922656249999994,0.457314064161921,0.0413379110023379,2.666099701399216,False
vanilla_dqn,63002,75000,16,0.0,0.0,1.0,400.0,0.0625,0.875,1.0,0.0,0.04372656249999998,0.313140199497507,0.00639289163053035,1.7473770136199893,False
vanilla_dqn,63002,100000,16,0.0,0.0,1.0,400.0,0.8125,0.1875,1.0,0.0,0.04387343749999985,0.4380304006665503,0.0232277276180684,1.4847320336080156,False
vanilla_dqn,63002,150000,16,0.0,0.125,0.875,352.5625,0.1875,0.5,1.0,0.0,0.061056250000000034,0.4200011051237948,0.0117891729623079,1.0712421186172425,False
vanilla_dqn,63002,200000,16,0.4375,0.0,0.5625,257.4375,0.4375,0.0,1.0,0.0,0.3692068578743025,0.7014467208474362,0.0121565748332068,1.013287759303322,False
vanilla_dqn,63002,250000,16,0.125,0.0,0.875,360.5625,0.6875,0.1875,1.0,0.0,0.10996737456134079,0.5398290734273109,0.01082857461646195,1.6797232314390727,False
vanilla_dqn,63002,300000,16,0.25,0.0,0.75,335.25,0.75,0.0,1.0,0.0,0.13714959951011502,0.6223980645605518,0.0246716874087457,1.185329167216861,False
vanilla_dqn,63003,0,16,0.0,0.375,0.625,259.125,0.125,0.5,1.0,0.0,0.02995937499999999,0.3910990876894025,0.03768246005527625,0.07564743854476386,False
vanilla_dqn,63003,10000,16,0.0625,0.0,0.9375,383.75,0.9375,0.0,1.0,0.0,0.05865771282490233,0.6290476673695737,0.097052697520703,2.4127176984775414,False
vanilla_dqn,63003,25000,16,0.8125,0.1875,0.0,106.5625,0.0,0.0,1.0,0.625,0.4532556415725031,0.7230706679067578,0.02980024266536485,1.197463646386199,False
vanilla_dqn,63003,50000,16,0.375,0.0,0.625,314.5,0.4375,0.1875,1.0,0.125,0.18910034683724353,0.536387601111016,0.014593433029949601,0.9869025500722792,False
vanilla_dqn,63003,75000,16,0.125,0.0,0.875,362.25,0.0625,0.8125,1.0,0.0,0.11210511260032639,0.3656000039801162,0.00392869815230365,1.2068151100454099,False
vanilla_dqn,63003,100000,16,0.125,0.0,0.875,356.75,0.5,0.375,1.0,0.0,0.16941464021075675,0.49220533938368916,0.0041650896146893,0.8822372180626427,False
vanilla_dqn,63003,150000,16,0.75,0.0,0.25,154.125,0.0,0.0,1.0,0.5,0.5548689523690912,0.8411645124182268,0.03262086058859815,0.7341633438877708,False
vanilla_dqn,63003,200000,16,0.75,0.25,0.0,59.75,0.0,0.0,1.0,0.5,0.5906333591378563,0.8034060827719682,0.01926157214949205,0.7196449193717294,False
vanilla_dqn,63003,250000,16,1.0,0.0,0.0,57.25,0.0,0.0,1.0,1.0,0.8482945630324286,0.9376611244041873,0.0046651432582725,0.775678960384641,False
vanilla_dqn,63003,300000,16,0.5625,0.0,0.4375,215.0625,0.4375,0.0,1.0,0.125,0.43425191718198325,0.7242240256601674,0.025517180053719148,0.7239462881472665,False
vanilla_dqn,63004,0,16,0.375,0.0,0.625,273.4375,0.625,0.0,1.0,0.125,0.41328205518179606,0.7112989821921546,0.09338761984370644,0.1192376671434249,False
vanilla_dqn,63004,10000,16,0.1875,0.1875,0.625,265.875,0.625,0.0,1.0,0.0,0.18185834271165452,0.6739733515932647,0.053420904260128646,1.1014977868311133,False
vanilla_dqn,63004,25000,16,0.9375,0.0625,0.0,104.0,0.0,0.0,1.0,0.875,0.5683821322103709,0.7741511182604275,0.0290095139258331,0.9363720796096424,False
vanilla_dqn,63004,50000,16,0.0,0.0625,0.9375,376.3125,0.75,0.125,1.0,0.0,0.05909374999999986,0.4701516544701097,0.0146738252788782,1.1796617274922099,False
vanilla_dqn,63004,75000,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.04662343749999995,0.5108747053616025,0.009417301490902849,1.2604156752768905,False
vanilla_dqn,63004,100000,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.03527499999999996,0.5170697019272839,0.003197367824614,1.0557613218342885,False
vanilla_dqn,63004,150000,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.03520312499999997,0.5177877872621466,0.00523211438208815,0.7453876157896593,False
vanilla_dqn,63004,200000,16,0.875,0.0625,0.0625,92.4375,0.0625,0.0,1.0,0.75,0.6717032019256999,0.8420898208289092,0.015418581953739949,0.5936985362578281,False
vanilla_dqn,63004,250000,16,1.0,0.0,0.0,60.1875,0.0,0.0,1.0,1.0,0.8607137952169852,0.9430275170229356,0.0080173929923994,0.7306839064407893,False
vanilla_dqn,63004,300000,16,0.625,0.1875,0.1875,133.3125,0.1875,0.0,1.0,0.375,0.46550195978545433,0.7148263740309195,0.0102719302591565,0.6790254444475807,False
vanilla_dqn,63005,0,16,1.0,0.0,0.0,63.625,0.0,0.0,1.0,1.0,0.8509649962395429,0.9371979648085151,0.0927646015369301,0.0730087260744006,False
vanilla_dqn,63005,10000,16,0.5,0.125,0.375,204.0625,0.375,0.0,1.0,0.125,0.3048237885118673,0.691478720774628,0.0600254763416498,1.160913304212455,False
vanilla_dqn,63005,25000,16,0.375,0.0,0.625,292.1875,0.25,0.375,1.0,0.125,0.23577598426693747,0.5033575468782461,0.034277968674021594,1.3500695061307735,False
vanilla_dqn,63005,50000,16,0.0,0.0,1.0,400.0,0.0625,0.9375,1.0,0.0,0.03594999999999997,0.3079690242171913,0.025536156669259,1.9410943017480897,False
vanilla_dqn,63005,75000,16,0.0,0.0,1.0,400.0,0.5,0.5,1.0,0.0,0.05129999999999982,0.36085675870189826,0.0042978452891111,1.3824185944604688,False
vanilla_dqn,63005,100000,16,0.0,0.125,0.875,367.875,0.25,0.625,1.0,0.0,0.03662187499999996,0.3730800754009397,0.00919349133968345,1.2897377914335943,False
vanilla_dqn,63005,150000,16,0.0625,0.0,0.9375,397.75,0.9375,0.0,1.0,0.0,0.08498384271977964,0.6077432859792837,0.0084924889299609,1.0444855353941853,False
vanilla_dqn,63005,200000,16,0.5625,0.0,0.4375,291.625,0.4375,0.0,1.0,0.25,0.19961648703822316,0.6326145858116963,0.01007952207535405,0.7375503401592447,False
vanilla_dqn,63005,250000,16,0.5,0.0,0.5,228.0625,0.5,0.0,1.0,0.0,0.4300619768550542,0.7785524794349776,0.0245984519521395,0.824765225900423,False
vanilla_dqn,63005,300000,16,0.8125,0.0,0.1875,122.375,0.0,0.1875,1.0,0.625,0.6767864779443878,0.8096950751322397,0.0034784450874347003,0.7940492931948713,False
vanilla_dqn,63006,0,16,0.25,0.75,0.0,25.0,0.0,0.0,1.0,0.25,0.23454477168625626,0.6040274001923807,0.11980341612878764,0.09159366933422249,False
vanilla_dqn,63006,10000,16,0.3125,0.125,0.5625,276.4375,0.5,0.0,1.0,0.125,0.19634963693549928,0.6931668273637321,0.07783420639549285,1.249533438427655,False
vanilla_dqn,63006,25000,16,0.1875,0.1875,0.625,296.0,0.625,0.0,1.0,0.0,0.07704936851060762,0.5530817866090914,0.11111456269591015,2.693967684144807,False
vanilla_dqn,63006,50000,16,0.3125,0.0,0.6875,303.5,0.625,0.0625,1.0,0.0,0.2297416295772239,0.6034711704318867,0.0152606614320366,1.8665719743552502,False
vanilla_dqn,63006,75000,16,0.3125,0.0,0.6875,361.6875,0.625,0.0,1.0,0.0,0.10131940957418079,0.5627159378835702,0.034319545999169296,1.3778713368089641,False
vanilla_dqn,63006,100000,16,0.3125,0.0,0.6875,298.0,0.375,0.3125,1.0,0.0,0.2978614402697444,0.5662478108336801,0.02018461985513565,0.9776161695961036,False
vanilla_dqn,63006,150000,16,0.9375,0.0,0.0625,151.1875,0.0,0.0625,1.0,0.875,0.5084101296738307,0.7463048463465513,0.02762809799973915,0.8378079041041534,False
vanilla_dqn,63006,200000,16,0.4375,0.0,0.5625,256.125,0.3125,0.25,1.0,0.0,0.3660666247808839,0.6307084239509195,0.022857157163531802,0.9696789362116314,False
vanilla_dqn,63006,250000,16,0.5,0.0,0.5,231.125,0.375,0.125,1.0,0.0,0.45460619312137796,0.6816251160228922,0.01761740302572305,0.7187330959981345,False
vanilla_dqn,63006,300000,16,0.75,0.125,0.125,110.4375,0.125,0.0,1.0,0.5,0.5981054395636136,0.8463013633695919,0.0320613322855562,0.6620573026447004,False
vanilla_dqn,63007,0,16,0.1875,0.8125,0.0,23.8125,0.0,0.0,1.0,0.125,0.17375491885587707,0.5726106184135105,0.0933741502442032,0.12349568946317149,False
vanilla_dqn,63007,10000,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.047017187499999974,0.6379168165058504,0.1049975147657096,1.4165780103977885,False
vanilla_dqn,63007,25000,16,0.1875,0.0,0.8125,339.25,0.3125,0.5,1.0,0.0,0.19318290646952213,0.47615434085010644,0.015989447842002798,1.0578198949048194,False
vanilla_dqn,63007,50000,16,0.25,0.0,0.75,332.1875,0.75,0.0,1.0,0.125,0.2048622532109708,0.5744091032798799,0.01138838424036895,1.1722036863341412,False
vanilla_dqn,63007,75000,16,0.25,0.0,0.75,331.1875,0.375,0.125,1.0,0.0,0.1928203942652599,0.570316373691304,0.012688466776162349,1.168671684265638,False
vanilla_dqn,63007,100000,16,0.3125,0.0625,0.625,270.4375,0.375,0.25,1.0,0.125,0.29280867446195136,0.5925054111944359,0.00980246650055045,1.095827141337549,False
vanilla_dqn,63007,150000,16,0.5625,0.0,0.4375,211.5625,0.25,0.0,1.0,0.125,0.4731290729790345,0.7526652925636177,0.007048087381878751,0.8770985246320163,False
vanilla_dqn,63007,200000,16,0.8125,0.125,0.0625,89.5,0.0,0.0625,1.0,0.75,0.6007611352679962,0.7767644659012609,0.0161520619105015,0.7899570106190437,False
vanilla_dqn,63007,250000,16,0.75,0.125,0.125,99.0625,0.125,0.0,1.0,0.5,0.6450917556333575,0.8624681618108025,0.00951846819738,0.7510800679542873,False
vanilla_dqn,63007,300000,16,1.0,0.0,0.0,76.3125,0.0,0.0,1.0,1.0,0.7108497983789315,0.8641042313097185,0.0044160275787546496,0.8920808764656005,False
vanilla_dqn,63008,0,16,0.0,0.0,1.0,400.0,0.0,1.0,1.0,0.0,0.031381249999999944,0.2798866497421122,0.1212887321040034,0.10248871846328252,False
vanilla_dqn,63008,10000,16,0.5625,0.3125,0.125,98.9375,0.0625,0.0625,1.0,0.375,0.42863402269500633,0.7073347561896814,0.030761640472971502,0.5702003858242356,False
vanilla_dqn,63008,25000,16,0.5,0.0,0.5,241.3125,0.5,0.0,1.0,0.0,0.3783239868245034,0.6862659370262829,0.05548630681797495,1.3917591807971414,False
vanilla_dqn,63008,50000,16,0.0625,0.0,0.9375,382.375,0.25,0.6875,1.0,0.0,0.07639139594824304,0.3706051348375854,0.01620768122311865,1.3603931009351924,False
vanilla_dqn,63008,75000,16,0.375,0.1875,0.4375,202.375,0.4375,0.0,1.0,0.0,0.32699112347762066,0.6617558205160297,0.0098501071376634,1.041857785797017,False
vanilla_dqn,63008,100000,16,0.125,0.0,0.875,361.0625,0.4375,0.0,1.0,0.0,0.16556203852412255,0.5341245220689254,0.00763574076816435,0.9174796882034194,False
vanilla_dqn,63008,150000,16,0.75,0.0625,0.1875,192.5625,0.125,0.0625,1.0,0.5,0.37941562536472406,0.7545406731304275,0.010359565881065201,0.7299521466852985,False
vanilla_dqn,63008,200000,16,1.0,0.0,0.0,65.625,0.0,0.0,1.0,1.0,0.8311557513284018,0.928155905230492,0.0066534327512437,0.7068631225455787,False
vanilla_dqn,63008,250000,16,1.0,0.0,0.0,57.375,0.0,0.0,1.0,1.0,0.8916942065870515,0.9592337669030113,0.01241889462794445,0.7461181268544854,False
vanilla_dqn,63008,300000,16,0.875,0.125,0.0,58.6875,0.0,0.0,1.0,0.75,0.7223514372256199,0.8637801602056319,0.027948329908750652,0.8128972372514041,False
vanilla_dqn,63009,0,16,0.0,0.0,1.0,400.0,0.0625,0.9375,1.0,0.0,0.033287499999999956,0.30357766536711217,0.08050721225445155,0.07814981953968522,False
vanilla_dqn,63009,10000,16,0.875,0.0625,0.0625,107.8125,0.0625,0.0,1.0,0.75,0.5564206574446993,0.7914404592549482,0.036642640283491845,1.0056242872719137,False
vanilla_dqn,63009,25000,16,0.9375,0.0,0.0625,120.8125,0.0625,0.0,1.0,0.875,0.5914417867561459,0.7925134422663171,0.01858734642242665,0.999021889406732,False
vanilla_dqn,63009,50000,16,0.25,0.0,0.75,314.75,0.75,0.0,1.0,0.0,0.2651613141361697,0.619318456167423,0.0278319847651503,1.0971782249341442,False
vanilla_dqn,63009,75000,16,0.125,0.0625,0.8125,336.4375,0.8125,0.0,1.0,0.0,0.14736773439094908,0.5644142353292573,0.00421016454696655,0.8546748423140388,False
vanilla_dqn,63009,100000,16,0.25,0.0625,0.6875,291.1875,0.5625,0.0,1.0,0.125,0.25752133103425523,0.6310545176358129,0.0115289612859487,0.8668580061410058,False
vanilla_dqn,63009,150000,16,0.875,0.0625,0.0625,101.6875,0.0625,0.0,1.0,0.75,0.6589847509735797,0.8445009441793779,0.0147282481028797,0.7760685795238853,False
vanilla_dqn,63009,200000,16,0.3125,0.0625,0.625,274.75,0.625,0.0,1.0,0.125,0.2736100937730922,0.6540408477729596,0.014935673400759651,0.8787446594167578,False
vanilla_dqn,63009,250000,16,0.9375,0.0625,0.0,93.1875,0.0,0.0,1.0,0.875,0.6048802153302468,0.8223068183726658,0.0226755858007548,0.6833393168242631,False
vanilla_dqn,63009,300000,16,0.875,0.0,0.125,129.4375,0.0,0.125,1.0,0.75,0.6383199380796613,0.7954752968477914,0.0113950176206522,0.8074970090457678,False
vanilla_dqn,63010,0,16,0.4375,0.0,0.5625,282.5625,0.5,0.0,1.0,0.0,0.2150126948911574,0.67701771316019,0.09257900268887165,0.13197082905884333,False
vanilla_dqn,63010,10000,16,0.3125,0.3125,0.375,180.9375,0.3125,0.0625,1.0,0.125,0.2527466437714528,0.6372520594901452,0.0382881296025044,0.997461933064511,False
vanilla_dqn,63010,25000,16,0.375,0.125,0.5,236.1875,0.4375,0.0,1.0,0.125,0.2881404908017112,0.6592660081552935,0.0448381303071423,1.3333008534309496,False
vanilla_dqn,63010,50000,16,0.5625,0.0,0.4375,218.25,0.4375,0.0,1.0,0.125,0.42489243976069124,0.7028993236825163,0.0145890284396033,0.9788414042991787,False
vanilla_dqn,63010,75000,16,0.5625,0.0625,0.375,211.125,0.25,0.125,1.0,0.125,0.33674378499578295,0.6084396428576009,0.014114581657957051,0.8989586483871017,False
vanilla_dqn,63010,100000,16,0.375,0.25,0.375,185.4375,0.25,0.125,1.0,0.25,0.3529023905223335,0.631424260480959,0.024515033034842752,0.8561576126218944,False
vanilla_dqn,63010,150000,16,0.25,0.125,0.625,268.5625,0.625,0.0,1.0,0.0,0.2407790438940671,0.6064927588721731,0.022960564661771002,1.0347843143659523,False
vanilla_dqn,63010,200000,16,0.375,0.0,0.625,272.6875,0.625,0.0,1.0,0.0,0.3236524959149907,0.6142057371574855,0.00577757174770035,1.0371358333959835,False
vanilla_dqn,63010,250000,16,0.75,0.0,0.25,179.5,0.25,0.0,1.0,0.5,0.5108532820462455,0.783333763055959,0.0099343848506436,0.8133286748773135,False
vanilla_dqn,63010,300000,16,1.0,0.0,0.0,63.5625,0.0,0.0,1.0,1.0,0.7899234175018102,0.9045433830988558,0.011069421552949401,0.8078506879006735,False
vanilla_dqn,63011,0,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.035643749999999974,0.6255830738124794,0.07304615597007791,0.06630557389406017,False
vanilla_dqn,63011,10000,16,0.9375,0.0625,0.0,91.6875,0.0,0.0,1.0,0.875,0.6269303853990364,0.8346658209886249,0.0403158293038513,0.7835978907664086,False
vanilla_dqn,63011,25000,16,0.3125,0.125,0.5625,253.3125,0.375,0.0,1.0,0.125,0.31159435723385503,0.6304790311619191,0.01865528497844925,1.006417632350948,False
vanilla_dqn,63011,50000,16,0.1875,0.0,0.8125,343.5625,0.125,0.1875,1.0,0.0,0.1658954924347778,0.5242381775557796,0.0101954454183578,1.1835669723418198,False
vanilla_dqn,63011,75000,16,0.0625,0.125,0.8125,331.4375,0.8125,0.0,1.0,0.0,0.10225953528604101,0.5340373027073786,0.0264363220147788,1.1282196143014902,False
vanilla_dqn,63011,100000,16,0.1875,0.0625,0.75,317.0,0.25,0.5,1.0,0.0,0.146091777298736,0.45379575217170637,0.01768562551587815,1.0357921432039428,False
vanilla_dqn,63011,150000,16,0.5625,0.0,0.4375,217.4375,0.25,0.0,1.0,0.125,0.4368374662202664,0.7696143297266475,0.01417539609188585,0.7868222164345136,False
vanilla_dqn,63011,200000,16,0.5,0.0,0.5,227.5625,0.125,0.375,1.0,0.0,0.4652529770292353,0.6197814911823006,0.0132236374875432,0.9528513363040012,False
vanilla_dqn,63011,250000,16,0.5625,0.0,0.4375,218.875,0.4375,0.0,1.0,0.125,0.41589308504081507,0.7638544069767977,0.011791054373754849,1.0195902428116486,False
vanilla_dqn,63011,300000,16,0.5,0.0,0.5,228.1875,0.3125,0.1875,1.0,0.0,0.46479451419065904,0.6963093801496417,0.01449909381568425,0.9699520297586182,False
vanilla_dqn,63012,0,16,0.0,0.0,1.0,400.0,1.0,0.0,1.0,0.0,0.035643749999999974,0.5975882732037949,0.1698155937308911,0.16500267896830334,False
vanilla_dqn,63012,10000,16,0.375,0.0,0.625,319.625,0.625,0.0,1.0,0.0,0.14131000723134968,0.6278288546162567,0.052600851490578304,1.2506409926712456,False
vanilla_dqn,63012,25000,16,0.4375,0.125,0.4375,215.125,0.4375,0.0,1.0,0.0,0.31827345529894924,0.6597681800536849,0.035199504073340396,2.2223006928620173,False
