condition,checkpoint_step,endpoint,n_seeds,mean,sd,median,q25,q75,minimum,maximum,ci_low,ci_high
vanilla_dqn,75000,mutual_yielding_rate,20,0.209375,0.2855302949637836,0.09375,0.0,0.359375,0.0,0.875,0.096875,0.340625
vanilla_dqn,75000,median_Q_margin,20,0.01400722622954521,0.007797146900684651,0.0121013075765222,0.009741905725973263,0.0190190365533099,0.00392869815230365,0.034319545999169296,0.01073573454407034,0.017435375530826254
vanilla_dqn,75000,minimum_utility,20,0.14955493326071748,0.09984984103596543,0.12973642349563774,0.057316489361702104,0.19339705369251775,0.04372656249999998,0.34779948521613474,0.10903517517911006,0.19341508207653388
vanilla_dqn,75000,mean_utility,20,0.5159990765885978,0.09618969043691884,0.5101040787271905,0.48498497068559676,0.5658897699197689,0.313140199497507,0.6970243545485542,0.47360872584805364,0.5565448194569416
vanilla_dqn,75000,swap_eligibility,20,0.00625,0.027950849718747367,0.0,0.0,0.0,0.0,0.125,0.0,0.01875
vanilla_dqn,100000,success_rate,20,0.203125,0.19436447551470218,0.15625,0.0,0.328125,0.0,0.625,0.125,0.2875
vanilla_dqn,100000,collision_rate,20,0.040625,0.06499936740582861,0.0,0.0,0.0625,0.0,0.25,0.015625,0.071875
vanilla_dqn,100000,truncation_rate,20,0.75625,0.22479888672696807,0.84375,0.609375,0.9375,0.25,1.0,0.65625,0.846875
vanilla_dqn,100000,unilateral_stall_rate,20,0.4625,0.2436698586202241,0.4375,0.296875,0.515625,0.0,1.0,0.3625,0.571875
vanilla_dqn,100000,mutual_yielding_rate,20,0.253125,0.23514675568786042,0.21875,0.0,0.5,0.0,0.625,0.153125,0.353125
vanilla_dqn,100000,median_Q_margin,20,0.013465230954211241,0.007201386808938144,0.01126628650352355,0.007417247802950388,0.020194954737089536,0.003197367824614,0.024515033034842752,0.010443077434359961,0.01652450573787421
vanilla_dqn,100000,minimum_utility,20,0.19336632362516873,0.14684977752934733,0.16664516385201092,0.04933710937499988,0.30198269428865215,0.03527499999999996,0.5182442018509226,0.13369351798080029,0.2573314696691258
vanilla_dqn,100000,mean_utility,20,0.5300251161033758,0.11638636644918926,0.5255971119981047,0.4304850600398723,0.6182158709588493,0.3639503086047277,0.7920075224050807,0.4821822372947961,0.5813536883594785
vanilla_dqn,100000,swap_eligibility,20,0.04375,0.10159096261090612,0.0,0.0,0.0,0.0,0.375,0.00625,0.09375
vanilla_dqn,150000,success_rate,20,0.396875,0.3388708756956503,0.3125,0.0625,0.75,0.0,0.9375,0.25625,0.54375
vanilla_dqn,150000,collision_rate,20,0.059375,0.07714850256076537,0.03125,0.0,0.078125,0.0,0.25,0.028125,0.09375
vanilla_dqn,150000,truncation_rate,20,0.54375,0.33264045312113133,0.625,0.234375,0.828125,0.0625,1.0,0.403125,0.684375
vanilla_dqn,150000,unilateral_stall_rate,20,0.396875,0.3519652298541942,0.25,0.109375,0.640625,0.0,1.0,0.25,0.55
vanilla_dqn,150000,mutual_yielding_rate,20,0.0875,0.14817974504670084,0.0,0.0,0.078125,0.0,0.5,0.03125,0.15625
vanilla_dqn,150000,median_Q_margin,20,0.014460583521688946,0.008729600057854017,0.011887210485920575,0.008452387160620899,0.018831500353078026,0.00311568489298215,0.03262086058859815,0.010978838256597973,0.018292810442671503
vanilla_dqn,150000,minimum_utility,20,0.30723948393209577,0.22582595352036022,0.2933079089742385,0.0813193717504834,0.500043629662632,0.03520312499999997,0.6961421429126574,0.2123119997211354,0.40625318441664904
vanilla_dqn,150000,mean_utility,20,0.6464133389835145,0.14667284788273818,0.6071180224257284,0.5404910892181797,0.753377864475926,0.3901526579248828,0.898476967321624,0.5839928944263888,0.7098638217832106
vanilla_dqn,150000,swap_eligibility,20,0.225,0.3024026594146497,0.0,0.0,0.5,0.0,0.875,0.10625,0.3625
vanilla_dqn,200000,success_rate,20,0.515625,0.3268891199023398,0.46875,0.28125,0.828125,0.0,1.0,0.375,0.6532031249999988
vanilla_dqn,200000,collision_rate,20,0.06875,0.13435396102127123,0.0,0.0,0.078125,0.0,0.5625,0.021875,0.134375
vanilla_dqn,200000,truncation_rate,20,0.415625,0.3600501381386823,0.5,0.046875,0.640625,0.0,1.0,0.2625,0.571875
vanilla_dqn,200000,unilateral_stall_rate,20,0.259375,0.25186393961610976,0.21875,0.0,0.453125,0.0,0.625,0.153125,0.36875
vanilla_dqn,200000,mutual_yielding_rate,20,0.14375,0.21754839147090688,0.0,0.0,0.265625,0.0,0.75,0.05625,0.24375
vanilla_dqn,200000,median_Q_margin,20,0.012437372890046278,0.006156089473673094,0.011440742728965551,0.007416818112190887,0.015056400539004726,0.00506335515528915,0.0295422883765833,0.010006424955541913,0.015293659574011494
vanilla_dqn,200000,minimum_utility,20,0.4104927120415739,0.24500035498140382,0.3676367413275932,0.19967410755548964,0.6184966519324222,0.060493749999999756,0.8311557513284018,0.30687673975903024,0.5167512422874526
vanilla_dqn,200000,mean_utility,20,0.6760423048165738,0.16670461898988956,0.6433277167923279,0.5856151443854045,0.8130770172862034,0.38448292699868464,0.928155905230492,0.6039828106192294,0.747027013848203
vanilla_dqn,200000,swap_eligibility,20,0.3,0.39611601171480315,0.0,0.0,0.75,0.0,1.0,0.1375,0.475
vanilla_dqn,250000,success_rate,20,0.671875,0.28882346980556534,0.75,0.5,0.953125,0.125,1.0,0.546875,0.790625
vanilla_dqn,250000,collision_rate,20,0.05625,0.09913275256734752,0.0,0.0,0.078125,0.0,0.3125,0.01875,0.1
vanilla_dqn,250000,truncation_rate,20,0.271875,0.27526527277289603,0.21875,0.0,0.5,0.0,0.875,0.15625,0.39375
vanilla_dqn,250000,unilateral_stall_rate,20,0.228125,0.24857736670268693,0.1875,0.0,0.453125,0.0,0.6875,0.125,0.3375
vanilla_dqn,250000,mutual_yielding_rate,20,0.04375,0.07879645663954292,0.0,0.0,0.0625,0.0,0.25,0.0125,0.08125
vanilla_dqn,250000,median_Q_margin,20,0.01439005975200582,0.008646175919777482,0.011878190644708249,0.00914319939613485,0.016291159977932148,0.0046651432582725,0.0348652392380814,0.011002603066399757,0.01834161059942449
vanilla_dqn,250000,minimum_utility,20,0.5243524344700646,0.2517175403107002,0.5095141278161859,0.3688880558091113,0.6952898892843526,0.10534732204056398,0.8916942065870515,0.41836498969899577,0.6305138172911787
vanilla_dqn,250000,mean_utility,20,0.7768547409364719,0.13289678211620845,0.7895778382315435,0.688746731429789,0.8770072847527975,0.5398290734273109,0.9592337669030113,0.7198264103530855,0.8315955809600126
vanilla_dqn,250000,swap_eligibility,20,0.44375,0.43580498716984095,0.5,0.0,0.90625,0.0,1.0,0.2625,0.63125
vanilla_dqn,300000,success_rate,20,0.6125,0.30524472494256666,0.6875,0.40625,0.828125,0.0,1.0,0.48125,0.740625
vanilla_dqn,300000,collision_rate,20,0.06875,0.09045753583573722,0.03125,0.0,0.125,0.0,0.3125,0.034375,0.109375
vanilla_dqn,300000,truncation_rate,20,0.31875,0.285979963412971,0.1875,0.09375,0.515625,0.0,0.8125,0.2,0.440625
vanilla_dqn,300000,unilateral_stall_rate,20,0.253125,0.261633123757999,0.15625,0.0,0.453125,0.0,0.8125,0.146875,0.36875
vanilla_dqn,300000,mutual_yielding_rate,20,0.0625,0.09511073878158527,0.0,0.0,0.140625,0.0,0.25,0.025,0.103125
vanilla_dqn,300000,median_Q_margin,20,0.013217157234562339,0.00845331889948371,0.009728967162066799,0.00767596514269585,0.016693502408065775,0.0034784450874347003,0.0320613322855562,0.009872545225238127,0.016944032599841088
vanilla_dqn,300000,minimum_utility,20,0.49006160613134686,0.22461992096320793,0.4893239801218401,0.3760077581662633,0.6648394045764088,0.034626562499999985,0.7899234175018102,0.3915222415141316,0.5839964945696833
vanilla_dqn,300000,mean_utility,20,0.743027733999009,0.11908423422692986,0.7564718719445298,0.6811956701755691,0.8419523972323706,0.4757644113604036,0.9045433830988558,0.6908045156591084,0.7922454074009099
vanilla_dqn,300000,swap_eligibility,20,0.4125,0.37191715263086833,0.4375,0.0,0.65625,0.0,1.0,0.2625,0.575
double_dqn,0,success_rate,20,0.24375,0.34166532947962547,0.09375,0.0,0.375,0.0,1.0,0.109375,0.39695312499999885
double_dqn,0,collision_rate,20,0.215625,0.33716784337368705,0.0,0.0,0.4375,0.0,0.8125,0.08125,0.365625
double_dqn,0,truncation_rate,20,0.540625,0.47307217861993384,0.625,0.0,1.0,0.0,1.0,0.340625,0.74375
double_dqn,0,unilateral_stall_rate,20,0.415625,0.4704574166925766,0.09375,0.0,1.0,0.0,1.0,0.221875,0.61875
double_dqn,0,mutual_yielding_rate,20,0.121875,0.31050349074230693,0.0,0.0,0.0,0.0,1.0,0.0,0.26875
double_dqn,0,median_Q_margin,20,0.089696484809099,0.03365494031143257,0.09222930566174906,0.07155716020264657,0.11227974304763502,0.0190886078832729,0.1698155937308911,0.075173438307794,0.10425431041519409
double_dqn,0,minimum_utility,20,0.22843962490905972,0.27767705945089616,0.12335986600229279,0.035643749999999974,0.25295666057065536,0.02995937499999999,0.8509649962395429,0.11937939196825148,0.356306495819644
double_dqn,0,mean_utility,20,0.6114343053806828,0.17753289756383814,0.6008078366980878,0.5718886503271094,0.6586848700928805,0.2798866497421122,0.9371979648085151,0.5348617784851942,0.6870964365025579
double_dqn,0,swap_eligibility,20,0.1875,0.3331962437394895,0.0,0.0,0.15625,0.0,1.0,0.05625,0.34375
double_dqn,10000,success_rate,20,0.603125,0.24691767619145755,0.625,0.5625,0.765625,0.0625,0.875,0.490625,0.703125
double_dqn,10000,collision_rate,20,0.20625,0.17805140446393267,0.125,0.0625,0.328125,0.0,0.6875,0.134375,0.2875
double_dqn,10000,truncation_rate,20,0.190625,0.28996015493058425,0.0625,0.0,0.21875,0.0,0.875,0.078125,0.325
double_dqn,10000,unilateral_stall_rate,20,0.175,0.286482754142466,0.03125,0.0,0.21875,0.0,0.8125,0.0625,0.30625
double_dqn,10000,mutual_yielding_rate,20,0.00625,0.01923709410159664,0.0,0.0,0.0,0.0,0.0625,0.0,0.015625
double_dqn,10000,median_Q_margin,20,0.044347099807439526,0.030032341922402905,0.03667733730713415,0.028320719959290527,0.04878593197360084,0.01883357120336955,0.14831131150480356,0.03339111838585986,0.05872784074994837
double_dqn,10000,minimum_utility,20,0.4144080595172971,0.1602438352584288,0.453750599522504,0.341107555806776,0.5394532199261615,0.07047459337397603,0.6189487945459834,0.34219663758598745,0.47774209796966965
double_dqn,10000,mean_utility,20,0.7334165561240775,0.06810437276802404,0.743237745179784,0.709263057440087,0.7803071164724943,0.5845366011287718,0.8359243828133907,0.7025840854688756,0.7603818616194733
double_dqn,10000,swap_eligibility,20,0.3875,0.2717511438992048,0.375,0.25,0.65625,0.0,0.75,0.26875,0.50625
double_dqn,25000,success_rate,20,0.721875,0.21021898826299157,0.75,0.5,0.890625,0.3125,1.0,0.63125,0.809375
double_dqn,25000,collision_rate,20,0.05625,0.08085684230396598,0.0,0.0,0.125,0.0,0.25,0.025,0.09375
double_dqn,25000,truncation_rate,20,0.221875,0.19394090764429955,0.21875,0.0625,0.328125,0.0,0.6875,0.14375,0.309375
double_dqn,25000,unilateral_stall_rate,20,0.178125,0.18615195229195225,0.15625,0.0,0.265625,0.0,0.625,0.103125,0.259375
double_dqn,25000,mutual_yielding_rate,20,0.01875,0.04579344356656541,0.0,0.0,0.0,0.0,0.1875,0.003125,0.040625
double_dqn,25000,median_Q_margin,20,0.02630181672436388,0.009590241300377776,0.023673340323624927,0.018737102897761065,0.032469300054975656,0.01429806543248035,0.05087752946717005,0.022408586838370326,0.030587989365310424
double_dqn,25000,minimum_utility,20,0.5225384511392362,0.1783241500012186,0.47660755615964623,0.38879605088405805,0.6933817664308581,0.22163619963936593,0.7942217704714796,0.4465385697778541,0.5986842306511717
double_dqn,25000,mean_utility,20,0.7375177438152262,0.10043761628236425,0.7003807572022955,0.6541905202495929,0.8279613869969427,0.5711638399654264,0.9060630799264486,0.694951109247299,0.7808430897351382
double_dqn,25000,swap_eligibility,20,0.5,0.35817519970568945,0.5,0.125,0.78125,0.0,1.0,0.35,0.65
double_dqn,50000,success_rate,20,0.64375,0.3155118022648615,0.6875,0.421875,1.0,0.0,1.0,0.50625,0.778125
double_dqn,50000,collision_rate,20,0.0625,0.10138838820672659,0.0,0.0,0.0625,0.0,0.3125,0.021875,0.109375
double_dqn,50000,truncation_rate,20,0.29375,0.3168123510683788,0.25,0.0,0.453125,0.0,1.0,0.1625,0.434375
double_dqn,50000,unilateral_stall_rate,20,0.24375,0.2482670198755661,0.1875,0.0,0.4375,0.0,0.6875,0.1375,0.353125
double_dqn,50000,mutual_yielding_rate,20,0.040625,0.13942285878804658,0.0,0.0,0.0,0.0,0.625,0.003125,0.10625
double_dqn,50000,median_Q_margin,20,0.018501374517164753,0.007344160069806923,0.0174033803030336,0.012590596791213488,0.025131158576122848,0.0056067509249613,0.0307872926443815,0.015359697924114193,0.021640868896608132
double_dqn,50000,minimum_utility,20,0.49865892418819974,0.25308380064129876,0.4640386472107747,0.2870610723069081,0.7066327639114391,0.03519374999999997,0.8897711029077691,0.3895654634285332,0.6074113106627274
double_dqn,50000,mean_utility,20,0.7332893175966348,0.1554573740360517,0.7087983253088181,0.6171061428040833,0.8484871063749817,0.3314457644073418,0.9578112604096465,0.6654221121915918,0.7972808961113276
double_dqn,50000,swap_eligibility,20,0.45,0.42224338204903883,0.375,0.0,1.0,0.0,1.0,0.275,0.6375
double_dqn,75000,success_rate,20,0.715625,0.29348392204684737,0.8125,0.546875,0.9375,0.0,1.0,0.584375,0.834375
double_dqn,75000,collision_rate,20,0.075,0.09424212936563149,0.0625,0.0,0.125,0.0,0.3125,0.0375,0.11875
double_dqn,75000,truncation_rate,20,0.209375,0.2722613331941052,0.0625,0.0,0.375,0.0,1.0,0.1,0.334375
double_dqn,75000,unilateral_stall_rate,20,0.165625,0.23671528951352863,0.0,0.0,0.28125,0.0,0.75,0.06875,0.271875
double_dqn,75000,mutual_yielding_rate,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
double_dqn,75000,median_Q_margin,20,0.012357765693563946,0.005550344193613065,0.0111413936017399,0.008100264823145237,0.01460489295243765,0.005845397654574249,0.027750260507067,0.010161546507961635,0.014873605781313795
double_dqn,75000,minimum_utility,20,0.5837713800172087,0.24652245556496,0.615715320543878,0.4232710389628189,0.789093273572611,0.04359999999999986,0.88407939460562,0.4758344528352659,0.6867127950137326
double_dqn,75000,mean_utility,20,0.7929130509049005,0.13201879894460825,0.80813845434313,0.7019872761629891,0.9034557435682623,0.5139214055711568,0.955157705658131,0.7343695058366665,0.8483097046339426
double_dqn,75000,swap_eligibility,20,0.54375,0.3895742446636625,0.625,0.21875,0.875,0.0,1.0,0.375,0.70625
double_dqn,100000,success_rate,20,0.759375,0.27451736954919725,0.875,0.609375,0.9375,0.0,1.0,0.634375,0.86875
double_dqn,100000,collision_rate,20,0.046875,0.06687023470478987,0.0,0.0,0.078125,0.0,0.1875,0.01875,0.078125
double_dqn,100000,truncation_rate,20,0.19375,0.28163351045379226,0.03125,0.0,0.390625,0.0,1.0,0.084375,0.3219531249999989
double_dqn,100000,unilateral_stall_rate,20,0.146875,0.21390306923070504,0.0,0.0,0.375,0.0,0.5625,0.059375,0.24375
double_dqn,100000,mutual_yielding_rate,20,0.046875,0.11802061316388314,0.0,0.0,0.0,0.0,0.4375,0.00625,0.103125
double_dqn,100000,median_Q_margin,20,0.014443640016276089,0.007584874400828408,0.012677947962926425,0.010423324321914514,0.014407021653339501,0.0039403916150331005,0.03091855913400645,0.011381085926071182,0.017842594067993624
double_dqn,100000,minimum_utility,20,0.6260998103765052,0.23624573516734992,0.7069831243568949,0.4584460911573919,0.8007201133068853,0.03628124999999993,0.893979338294784,0.5203469474200095,0.7205096506430837
double_dqn,100000,mean_utility,20,0.8088373818210167,0.14176204219338268,0.8680894402380321,0.7162718172011528,0.9092571926738015,0.4181496758893392,0.9586787091938528,0.7444912980446756,0.8649450093627329
double_dqn,100000,swap_eligibility,20,0.60625,0.3831890937630498,0.75,0.21875,0.875,0.0,1.0,0.4375,0.7625
double_dqn,150000,success_rate,20,0.775,0.23244269242795718,0.8125,0.734375,0.9375,0.0,1.0,0.665625,0.8625
double_dqn,150000,collision_rate,20,0.059375,0.08230589206381918,0.0,0.0,0.125,0.0,0.25,0.025,0.096875
double_dqn,150000,truncation_rate,20,0.165625,0.2452467540962303,0.0625,0.0,0.1875,0.0,1.0,0.075,0.284375
double_dqn,150000,unilateral_stall_rate,20,0.13125,0.19226403856757976,0.0625,0.0,0.1875,0.0,0.75,0.059375,0.221875
double_dqn,150000,mutual_yielding_rate,20,0.021875,0.0583313752804206,0.0,0.0,0.0,0.0,0.25,0.003125,0.05
double_dqn,150000,median_Q_margin,20,0.01640915624462666,0.00988009489661236,0.014282760770385101,0.010707041417600963,0.018788692881674663,0.0056833174212423,0.04706397163663425,0.012676045432298897,0.02082688369558164
double_dqn,150000,minimum_utility,20,0.6239052421896119,0.18424571088485026,0.6716180933217064,0.5469967048896865,0.761858008879311,0.08029062500000025,0.81820314447417,0.5389031013630841,0.6956671365703059
double_dqn,150000,mean_utility,20,0.8122716393470414,0.10508169651517933,0.836659673306577,0.7412733803493821,0.891300496929152,0.5647608989734635,0.9186324647387588,0.7644546564800374,0.8545752550469244
double_dqn,150000,swap_eligibility,20,0.61875,0.3047728878327184,0.625,0.46875,0.875,0.0,1.0,0.4875,0.74375
double_dqn,200000,success_rate,20,0.853125,0.20507039067495567,0.9375,0.84375,0.953125,0.125,1.0,0.75625,0.928125
double_dqn,200000,collision_rate,20,0.04375,0.04579344356656541,0.0625,0.0,0.0625,0.0,0.125,0.025,0.0625
double_dqn,200000,truncation_rate,20,0.103125,0.2167673306979046,0.0,0.0,0.140625,0.0,0.875,0.025,0.20625
double_dqn,200000,unilateral_stall_rate,20,0.084375,0.17825335864555555,0.0,0.0,0.140625,0.0,0.75,0.021875,0.171875
double_dqn,200000,mutual_yielding_rate,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
double_dqn,200000,median_Q_margin,20,0.013499518086749443,0.006824916327490764,0.011171312400798975,0.0078833656700441,0.019130779832146876,0.00453971900550045,0.02516887845037285,0.010679038056195111,0.01639062908023876
double_dqn,200000,minimum_utility,20,0.7148353442390614,0.17847063319775117,0.7539653217162223,0.6388461129845864,0.8273395538632606,0.11442365926072778,0.9082707681712154,0.631746871942603,0.7829758867962141
double_dqn,200000,mean_utility,20,0.8629750833909299,0.09812986038355413,0.8778191581442221,0.8412684714205392,0.923091617377514,0.5172639192517181,0.9644952896931058,0.8167895128132755,0.8992089083910949
double_dqn,200000,swap_eligibility,20,0.75,0.28097574347450816,0.875,0.71875,0.90625,0.0,1.0,0.625,0.8625
double_dqn,250000,success_rate,20,0.78125,0.2835251543653486,0.9375,0.546875,1.0,0.0625,1.0,0.653125,0.890625
double_dqn,250000,collision_rate,20,0.04375,0.0787964566395429,0.0,0.0,0.0625,0.0,0.25,0.0125,0.08125
double_dqn,250000,truncation_rate,20,0.175,0.2777375701894449,0.0,0.0,0.453125,0.0,0.9375,0.06554687500000007,0.3
double_dqn,250000,unilateral_stall_rate,20,0.159375,0.26084613709396215,0.0,0.0,0.375,0.0,0.9375,0.059375,0.28125
double_dqn,250000,mutual_yielding_rate,20,0.009375,0.030585030308099555,0.0,0.0,0.0,0.0,0.125,0.0,0.025
double_dqn,250000,median_Q_margin,20,0.014757553804281839,0.008563875547845809,0.012847834416574075,0.008532941888840437,0.019316682636942452,0.0048104288039861505,0.0379832408285886,0.01133435598872477,0.018555758270314044
double_dqn,250000,minimum_utility,20,0.6470126460310982,0.26515716558097163,0.738252813699556,0.4588556172159928,0.8586032922158486,0.08942814595000201,0.9181273733882611,0.5299656337289196,0.755117627085583
double_dqn,250000,mean_utility,20,0.8298445836101281,0.14186472571532516,0.8750398393811921,0.7292411131298293,0.9421578786758608,0.5209583922203482,0.9698052640158488,0.7672482122310711,0.8877281106233366
double_dqn,250000,swap_eligibility,20,0.65,0.4006573545930159,0.875,0.21875,1.0,0.0,1.0,0.475,0.8125
double_dqn,300000,success_rate,20,0.75625,0.31733107814693273,0.90625,0.609375,1.0,0.0,1.0,0.609375,0.88125
double_dqn,300000,collision_rate,20,0.08125,0.08626954393368678,0.0625,0.0,0.125,0.0,0.25,0.046875,0.11875
double_dqn,300000,truncation_rate,20,0.1625,0.2819982736042713,0.0,0.0,0.203125,0.0,1.0,0.05625,0.296875
double_dqn,300000,unilateral_stall_rate,20,0.15625,0.2842493577273677,0.0,0.0,0.203125,0.0,1.0,0.05,0.290625
double_dqn,300000,mutual_yielding_rate,20,0.00625,0.027950849718747367,0.0,0.0,0.0,0.0,0.125,0.0,0.01875
double_dqn,300000,median_Q_margin,20,0.02201070817465594,0.027903263148580867,0.010654783311113674,0.008675759355763988,0.0166469204452458,0.0032384222623896997,0.1147040614113211,0.011670151961415626,0.03520303174709453
double_dqn,300000,minimum_utility,20,0.6413569231255529,0.26285206048326176,0.7399454653246984,0.5173179729229054,0.8257683588562711,0.031496875,0.9189971859149617,0.5199450511362315,0.7457273104935912
double_dqn,300000,mean_utility,20,0.8344190383606266,0.11741825498587882,0.8691335845834262,0.764276088646674,0.9252498070004567,0.5813005148058902,0.972016149872884,0.7818865079932591,0.8820596255653654
