episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied,mean_rawlsian_signal,rawlsian_positive_signal_count,rawlsian_negative_signal_count,rawlsian_zero_signal_count,mean_delta_min_experience,min_delta_min_experience,max_delta_min_experience
0,1.0,-1.3935016761528,9,0,1,0,0,1,0,collision_without_merge,,10.304029758189008,9.090169823403441,0.03277568663611296,0.4682644672408318,2,0,0,1,0.5,9,0,0,8.237796822094184,8.090169823403414,8.903255647230168
1,0.9762,10.492778736580071,24,1,0,1,0,0,0,safe_merge,24,6.077160217024751,3.434870695693302,1.0,0.0,0,1,0,0,0.3333333333333333,20,4,0,2.434870695693302,-9.258708458393983,6.0231561381672805
2,0.9525,9.482789005757734,14,1,0,1,0,0,0,safe_merge,14,8.4133979225384,7.317526606428976,1.0,0.0,0,1,0,0,0.5,14,0,0,6.50645081584543,3.8969857965390844,9.590162829382757
3,0.9287,5.370399610235489,30,1,0,1,0,0,0,safe_merge,30,2.476037159979854,0.418934956846288,-10.0,0.5,0,1,0,0,0.1,18,12,0,2.2486589701682203,-4.924918891790581,6.93312814134286
4,0.905,7.931422364988228,11,1,0,1,0,0,0,safe_merge,11,9.672633859979868,8.184971485033932,0.44468774026927316,0.07651068818184203,0,1,0,0,0.5,11,0,0,7.36254043781442,5.4774385384409925,9.886517316589567
5,0.8812,13.010764959715292,21,1,0,1,0,0,0,safe_merge,21,7.431432914966709,5.674412224652419,1.0,0.0,0,1,0,0,0.5,21,0,0,4.86800891339544,2.4594037931959463,9.133044628356604
6,0.8575,10.949623652505805,17,1,0,1,0,0,0,safe_merge,17,7.7744188423085046,6.242631205950637,0.0,0.5,0,1,0,0,0.5,17,0,0,5.415045213075011,0.5367488530094562,8.003605000846393
7,0.8337,8.99356622620806,13,1,0,1,0,0,0,safe_merge,13,9.029600835191495,8.479223269267179,1.0,0.0,0,1,0,0,0.5,13,0,0,7.4792232692671785,4.722970730669175,8.41315401663691
8,0.81,9.504278261532379,14,1,0,1,0,0,0,safe_merge,14,8.48907653071863,7.750517738074484,0.7703344955795883,0.06486500291156028,0,1,0,0,0.5,14,0,0,6.850613335596873,4.823049970318465,8.322884158097215
9,0.7863,14.766703143731034,29,1,0,1,0,0,0,safe_merge,29,0.5851985631955489,-3.995898515491444,-11.0,0.5,0,1,0,0,0.43103448275862066,27,2,0,2.261054811053135,-1.0,6.0
10,0.7625,-1.7611437739387013,8,0,1,0,0,1,0,collision_without_merge,,9.759950489743993,8.774525806828095,0.15699455490255904,0.3643083027164453,2,0,0,1,0.5,8,0,0,8.05533982560694,5.942433760436099,9.267915369259493
11,0.7388,7.950307745521275,11,1,0,1,0,0,0,safe_merge,11,9.45806494674618,8.863111555142662,0.5000073946411192,0.16666338017570403,0,1,0,0,0.5,11,0,0,7.981202368198776,5.255975476887983,9.255975476888011
12,0.715,7.8594257256887285,22,1,1,0,1,0,0,unsafe_merge,22,9.226686675302908,7.376452027620889,0.10411126282517913,0.30488299968780486,1,1,0,1,0.5,22,0,0,6.556189293470755,3.126605281199672,9.732632777715958
13,0.6913,4.725456271343548,31,1,0,1,0,0,0,safe_merge,31,-0.15666680503901104,-4.847543896010632,-13.0,0.5,0,1,0,0,0.08064516129032258,18,13,0,2.0879399749571097,-1.0,7.2065922530619275
14,0.6675,11.084389638314057,17,1,0,1,0,0,0,safe_merge,17,8.396987827836945,7.412196284570235,0.8146688962987266,0.05106471601493867,0,1,0,0,0.5,17,0,0,6.526164193240413,2.351593909892273,8.970155674497661
15,0.6438,7.605425316512421,10,1,0,1,0,0,0,safe_merge,10,11.336426813175962,9.108634553132935,0.4876671016836747,0.04481642158597432,0,1,0,0,0.5,10,0,0,8.252368180338976,5.190912813231151,9.090912813231165
16,0.62,8.457395944491228,12,1,0,1,0,0,0,safe_merge,12,9.45424794739784,8.702427904459578,0.29002337991441374,0.2751797491192327,0,1,0,0,0.5,12,0,0,7.746539949769986,6.909970211138813,8.583141385836857
