episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied,mean_rawlsian_signal,rawlsian_positive_signal_count,rawlsian_negative_signal_count,rawlsian_zero_signal_count,mean_delta_min_experience,min_delta_min_experience,max_delta_min_experience
0,1.0,40.49380041176619,19,1,0,1,0,0,0,safe_merge,19,7.215482793203228,5.549559872297176,-1.0,0.5,0,1,0,0,2.0,19,0,0,5.429731580481301,0.02324408282348145,9.023244082823496
1,0.9762,38.4777659987175,18,1,0,1,0,0,0,safe_merge,18,7.873504693364737,6.2331902227614595,1.0,0.0,0,1,0,0,2.0,18,0,0,5.2331902227614595,3.9867511676684444,7.986751167668444
2,0.9525,36.58281774645629,23,1,0,1,0,0,0,safe_merge,23,7.539521888321528,5.694608382713064,0.0735205252099277,0.4315145602870045,1,1,0,0,1.4782608695652173,20,3,0,4.6946083827130645,-15.926479474790073,9.130455590843468
3,0.9287,26.4528228260603,12,1,0,1,0,0,0,safe_merge,12,8.931594485675966,8.035708568594345,1.0,0.0,0,1,0,0,2.0,12,0,0,7.225340796474072,5.4262022410665764,9.326202241066563
4,0.905,34.5009959777019,16,1,0,1,0,0,0,safe_merge,16,7.957193011291411,6.955381901731797,1.0,0.0,0,1,0,0,2.0,16,0,0,6.094866950806477,4.637449721273626,9.015465078221107
5,0.8812,24.496206522499694,11,1,0,1,0,0,0,safe_merge,11,9.971671289116403,8.634895578687962,0.3215797746172478,0.2566701755023586,0,1,0,0,2.0,11,0,0,7.6728547490421795,5.364915612526971,9.364915612526971
6,0.8575,37.749998880933845,50,1,0,1,0,0,0,safe_merge,50,-6.175760521947951,-11.888004476264596,-23.0,0.5,0,1,0,0,0.72,34,16,0,1.491995523735404,-1.0,7.216648015564203
7,0.8337,26.47037273142456,12,1,0,1,0,0,0,safe_merge,12,9.40255597735213,8.552039978349258,0.6153808938480754,0.11904904521796889,0,1,0,0,2.0,12,0,0,7.591143162707912,5.621573041989933,8.539312795404232
8,0.81,10.657273746751798,9,1,1,0,1,0,0,unsafe_merge,9,11.477035635610955,9.45815879209507,0.0024649458450395198,0.4960809637646695,1,1,0,1,2.0,9,0,0,8.592182095867468,5.773952910525708,9.673952910525681
9,0.7863,8.313757185817355,7,0,1,0,0,1,0,collision_without_merge,,10.72076269358916,9.040233409398052,0.11134381506846888,0.3950223034975675,1,0,0,1,2.0,7,0,0,8.046485774248254,5.196585950404,9.196585950404
10,0.7625,6.2907000351777675,6,0,1,0,0,1,0,collision_without_merge,,10.572108535864073,9.79266570123405,0.4416279946820785,0.19366022558442997,0,0,0,1,2.0,6,0,0,8.79266570123405,8.792665701234029,8.792665701234057
11,0.7388,8.23569595529905,7,0,1,0,0,1,0,collision_without_merge,,9.950237681166444,8.534284693826462,0.07580611740962806,0.4295355211474745,1,0,0,1,2.0,7,0,0,7.685057192685952,5.113628621257362,9.013628621257363
12,0.715,24.413294898112955,11,1,0,1,0,0,0,safe_merge,11,9.551074241984788,8.402591904355926,0.13251403436644899,0.3829912651452658,1,1,0,0,2.0,11,0,0,7.566358906763821,5.584132778049337,9.16343982708935
13,0.6913,42.610161511678555,20,1,0,1,0,0,0,safe_merge,20,8.143926744975218,6.070384823699258,0.0,0.5,0,1,0,0,2.0,20,0,0,5.600293854291172,0.08134166684448019,10.341888056526543
14,0.6675,16.44850568233431,10,1,1,0,1,0,0,unsafe_merge,10,10.300651717317933,8.152242457619149,0.14632207437833405,0.37235518040801385,1,1,0,1,2.0,10,0,0,7.163355446441597,3.76575415853452,8.761756305046333
15,0.6438,24.439622067154193,11,1,0,1,0,0,0,safe_merge,11,9.431243074139376,8.621583722481793,0.3395876036657203,0.24649839791257078,0,1,0,0,2.0,11,0,0,7.7567639043423675,5.342258031982624,9.66589308128642
16,0.62,36.91700670593064,17,1,0,1,0,0,0,safe_merge,17,10.097605213848379,8.27780794644821,1.0,0.0,0,1,0,0,2.0,17,0,0,7.4207755061954135,5.240623008210264,9.140623008210264
17,0.5962,30.505494008305114,14,1,0,1,0,0,0,safe_merge,14,8.818330351893191,8.029998528873069,1.0,0.0,0,1,0,0,2.0,14,0,0,7.032656618124565,5.405688800583334,8.127986099118356
18,0.5725,30.46781099566881,14,1,0,1,0,0,0,safe_merge,14,8.380767330189709,7.185073201571212,1.0,0.0,0,1,0,0,2.0,14,0,0,6.37014903345324,5.283469168204405,8.86854838851871
19,0.5488,24.45559816334688,11,1,0,1,0,0,0,safe_merge,11,9.314453599030445,8.831706632416974,1.0,0.0,0,1,0,0,2.0,11,0,0,7.872226271216013,7.702476415170196,8.148192441959642
20,0.525,30.503153857860468,14,1,0,1,0,0,0,safe_merge,14,8.950066240657863,7.464372764173018,0.7695198804997969,0.06512504381558704,0,1,0,0,2.0,14,0,0,6.464372764173018,3.9010443136455706,8.87269389049159
21,0.5012,24.552819928716616,14,1,1,0,1,0,0,unsafe_merge,14,9.385053530611515,8.042284902101217,0.13822227959844124,0.3785630170170231,1,1,0,1,2.0,14,0,0,7.136201184843128,4.995366578572529,8.948058015075992
22,0.4775,26.470452722673656,12,1,0,1,0,0,0,safe_merge,12,9.101345792666814,8.54994631148975,1.0,0.0,0,1,0,0,2.0,12,0,0,7.549946311489749,5.4471473491356335,8.255544236198006
23,0.4538,26.434588808421132,12,1,0,1,0,0,0,safe_merge,12,9.121187753946328,8.197698103783567,1.0,0.0,0,1,0,0,2.0,12,0,0,7.291613453997397,4.94317230342142,8.843172303421422
24,0.43,36.73276100316238,17,1,0,1,0,0,0,safe_merge,17,9.382525017981031,8.036374454902257,1.0,0.0,0,1,0,0,2.0,17,0,0,7.2159285885645446,2.856011801910398,9.7532982500669
25,0.4062,38.81311292714473,22,1,0,1,0,0,0,safe_merge,22,8.79217799785282,7.079178588014178,0.3826804699625353,0.22323289561405013,0,1,0,0,1.6363636363636365,20,2,0,6.079178588014178,-15.617319530037465,8.376484001765675
26,0.3825,30.496166862486003,14,1,0,1,0,0,0,safe_merge,14,8.793626355031803,7.957478550099574,1.0,0.0,0,1,0,0,2.0,14,0,0,7.003463400971786,5.088098035514378,9.08809803551435
27,0.3588,15.954435170403652,35,1,0,1,0,0,0,safe_merge,35,1.8707558381029092,-0.5982062182869867,1.0,0.0,0,1,0,0,0.4,21,14,0,-1.4397864815532473,-15.0,9.807252489403647
