episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied,mean_rawlsian_signal,rawlsian_positive_signal_count,rawlsian_negative_signal_count,rawlsian_zero_signal_count,mean_delta_min_experience,min_delta_min_experience,max_delta_min_experience
0,1.0,2.276014587384748,33,1,0,1,0,0,0,safe_merge,33,0.6738306355265224,-2.0508853053313647,-12.0,0.5,0,1,0,0,,0,0,0,,,
1,0.9762,-3.3421689612473378,12,1,1,0,1,0,0,unsafe_merge,12,10.643420932024485,9.15507495158654,0.9852409691564887,0.003717188762677459,0,1,0,1,,0,0,0,,,
2,0.9525,2.4664222139127236,12,1,0,1,0,0,0,safe_merge,12,9.020599935515902,8.360649995204627,0.44523726975305616,0.1919279075683311,0,1,0,0,,0,0,0,,,
3,0.9287,2.451013042035197,10,1,0,1,0,0,0,safe_merge,10,10.000821562907694,9.15701972062546,0.5285409033011054,0.05892495048725599,0,1,0,0,,0,0,0,,,
4,0.905,2.471053615224051,11,1,0,1,0,0,0,safe_merge,11,9.485514397827423,8.488663355752248,0.5892699401265081,0.1292197283492309,0,1,0,0,,0,0,0,,,
5,0.8812,-5.652980347129778,10,0,1,0,0,1,0,collision_without_merge,,9.629514940817941,8.605686159923355,0.11444741418713603,0.39730568465573324,1,0,0,1,,0,0,0,,,
6,0.8575,2.4830854928881156,17,1,0,1,0,0,0,safe_merge,17,7.729979803958711,6.543702031072503,1.0,0.0,0,1,0,0,,0,0,0,,,
7,0.8337,2.505241461338189,17,1,0,1,0,0,0,safe_merge,17,7.954284432191422,6.78373792698583,1.0,0.0,0,1,0,0,,0,0,0,,,
8,0.81,2.6815860768598285,12,1,0,1,0,0,0,safe_merge,12,10.933011155827122,9.127169073527332,0.48209761749706664,0.17471938973141188,0,1,0,0,,0,0,0,,,
9,0.7863,2.454892715654954,11,1,0,1,0,0,0,safe_merge,11,9.570171215855929,8.836928043309449,0.9084697540656428,0.023980009570329752,0,1,0,0,,0,0,0,,,
10,0.7625,0.28866192123656154,82,1,0,1,0,0,0,safe_merge,82,-13.940894255010523,-24.76423921649619,-48.0,0.5,0,1,0,0,,0,0,0,,,
11,0.7388,2.3682824132756317,25,1,0,1,0,0,0,safe_merge,25,3.7422756840656253,0.0909066766759996,-8.0,0.5,0,1,0,0,,0,0,0,,,
12,0.715,-5.69605894494003,6,0,1,0,0,1,0,collision_without_merge,,10.979683710266913,9.012408760589343,0.18091420766385025,0.34680156569396803,1,0,0,1,,0,0,0,,,
13,0.6913,-6.107274602027166,7,0,1,0,0,1,0,collision_without_merge,,10.770344735329756,9.604944786853848,0.024637138100350266,0.475955255588308,2,0,0,1,,0,0,0,,,
14,0.6675,2.4546987577476678,13,1,0,1,0,0,0,safe_merge,13,8.499109514787643,7.629663188138268,1.0,0.0,0,1,0,0,,0,0,0,,,
15,0.6438,-3.837248118567649,10,1,1,0,1,0,0,unsafe_merge,10,10.037071095423286,8.149655646865416,0.029705374938414204,0.47115157824616527,1,1,0,1,,0,0,0,,,
16,0.62,-3.5532089817582366,8,1,1,0,1,0,0,unsafe_merge,8,10.668532485170063,8.793801464804607,0.5881836039746869,0.1296501219993318,0,1,0,1,,0,0,0,,,
17,0.5962,-3.7295418826954823,10,1,1,0,1,0,0,unsafe_merge,10,10.258312448388956,8.755284562649539,0.051564757307309896,0.4509637833057951,1,1,0,1,,0,0,0,,,
18,0.5725,2.7245109503117453,12,1,0,1,0,0,0,safe_merge,12,11.4665945821406,9.368210266897565,0.3041565414962156,0.26677911598919946,0,1,0,0,,0,0,0,,,
19,0.5488,2.783414873522854,21,1,0,1,0,0,0,safe_merge,21,8.726403672620881,6.942418772848111,0.7504568017370612,0.07127945060263863,0,1,0,0,,0,0,0,,,
20,0.525,2.670219148675487,13,1,0,1,0,0,0,safe_merge,13,10.221218310983526,8.414445317078775,0.3375807242980877,0.08808777492244446,0,1,0,0,,0,0,0,,,
21,0.5012,2.5010037535042082,18,1,0,1,0,0,0,safe_merge,18,7.50458885566882,5.74313539917239,-1.0,0.5,0,1,0,0,,0,0,0,,,
22,0.4775,2.4499447428508283,14,1,0,1,0,0,0,safe_merge,14,8.316255895941934,7.195209228589673,0.2895250512102734,0.27547931237276724,0,1,0,0,,0,0,0,,,
23,0.4538,2.5186668231656446,17,1,0,1,0,0,0,safe_merge,17,8.257914705638704,6.809210759112649,1.0,0.0,0,1,0,0,,0,0,0,,,
24,0.43,2.42083877494953,11,1,0,1,0,0,0,safe_merge,11,9.327620539690399,8.000166376437384,0.23982099115699862,0.3065680506560886,0,1,0,0,,0,0,0,,,
25,0.4062,2.5780420326475393,10,1,0,1,0,0,0,safe_merge,10,11.961615916035894,9.276100169051853,0.0917647119519229,0.4159482707699349,1,1,0,0,,0,0,0,,,
26,0.3825,2.469924984878853,14,1,0,1,0,0,0,safe_merge,14,8.328205511262007,6.856152226731686,0.5410435386443257,0.1489109327045437,0,1,0,0,,0,0,0,,,
27,0.3588,-3.311867223786951,17,1,1,0,1,0,0,unsafe_merge,17,10.110466098003423,7.864042701049721,0.058961250130961006,0.4443216169395532,1,1,0,1,,0,0,0,,,
28,0.335,2.4619021205726352,12,1,0,1,0,0,0,safe_merge,12,9.12947470753874,8.539992777774572,0.7337768986439283,0.0767754783110497,0,1,0,0,,0,0,0,,,
29,0.3113,-6.433719194513396,9,0,1,0,0,1,0,collision_without_merge,,9.776527578389341,8.304573573282532,0.01231512985464254,0.48783468754792736,2,0,0,1,,0,0,0,,,
30,0.2875,2.418055663796648,12,1,0,1,0,0,0,safe_merge,12,9.138862193732065,8.097452805037102,0.5966661532623656,0.05493929541091824,0,1,0,0,,0,0,0,,,
31,0.2638,-3.5095952579330456,8,1,1,0,1,0,0,unsafe_merge,8,11.830595599069978,9.902392447809966,0.5462437524877007,0.14672856293914394,0,1,0,1,,0,0,0,,,
32,0.24,2.4618904071398644,13,1,0,1,0,0,0,safe_merge,13,8.904551907406486,7.892666116048502,0.41648459475273825,0.20597308555590765,0,1,0,0,,0,0,0,,,
33,0.2163,2.5414462020389506,9,1,0,1,0,0,0,safe_merge,9,11.56391540471059,9.562467454762709,0.36816550967298606,0.2309057222462918,0,1,0,0,,0,0,0,,,
34,0.1925,-3.741408879948944,11,1,1,0,1,0,0,unsafe_merge,11,9.541810797330363,8.354772053430937,0.056885455966100174,0.44617632814891817,1,1,0,1,,0,0,0,,,
35,0.1688,-3.0086481355001973,16,1,1,0,1,0,0,unsafe_merge,16,11.212621526477253,9.033344746706971,1.0,0.0,0,1,0,1,,0,0,0,,,
36,0.145,2.627103826519115,10,1,0,1,0,0,0,safe_merge,10,11.873466169326793,9.401580086161166,0.2545437334301176,0.2001228269877311,0,1,0,0,,0,0,0,,,
37,0.1212,2.6847950537841148,12,1,0,1,0,0,0,safe_merge,12,11.15156774268781,8.949000945328025,0.263650737903132,0.2913579045261929,0,1,0,0,,0,0,0,,,
38,0.0975,2.5750341739545775,9,1,0,1,0,0,0,safe_merge,9,11.67245419012817,9.157352632816325,0.48584513417605113,0.0207778562608949,0,1,0,0,,0,0,0,,,
39,0.0738,-3.7023441104580996,10,1,1,0,1,0,0,unsafe_merge,10,9.873299788962521,9.172447891349595,0.11991914104222116,0.39292160777730656,2,1,0,1,,0,0,0,,,
40,0.05,2.4419271996903626,12,1,0,1,0,0,0,safe_merge,12,9.30412983549486,8.371711274620651,0.35699195960641683,0.23692404212184193,0,1,0,0,,0,0,0,,,
41,0.05,2.4575337861116333,11,1,0,1,0,0,0,safe_merge,11,9.898123462964092,8.830683658499806,0.17902226789114103,0.3481604014050139,1,1,0,0,,0,0,0,,,
42,0.05,2.512668352041397,21,1,0,1,0,0,0,safe_merge,21,7.5449444557473,5.632184208114694,1.0,0.0,0,1,0,0,,0,0,0,,,
43,0.05,2.462583676475565,16,1,0,1,0,0,0,safe_merge,16,8.273774990817225,6.547722415665414,1.0,0.0,0,1,0,0,,0,0,0,,,
44,0.05,-3.6591311618589195,10,1,1,0,1,0,0,unsafe_merge,10,9.95156850150845,9.01146343921047,0.12785567269038806,0.3866382678331519,1,1,0,1,,0,0,0,,,
45,0.05,-3.6373788775643727,10,1,1,0,1,0,0,unsafe_merge,10,10.574633665019341,9.64640232057947,0.14481630013162633,0.3735025871705566,2,1,0,1,,0,0,0,,,
46,0.05,-5.6282114177568765,8,0,1,0,0,1,0,collision_without_merge,,10.050245581697505,8.951473021702682,0.2739080800471728,0.28498599362284427,0,0,0,1,,0,0,0,,,
47,0.05,2.4221448267999834,12,1,0,1,0,0,0,safe_merge,12,9.262692987640504,7.248798004338821,0.5584275386538091,0.14167243917148276,0,1,0,0,,0,0,0,,,
48,0.05,-5.812685682431193,8,0,1,0,0,1,0,collision_without_merge,,10.84980066124285,9.617068332745943,0.038244178562816214,0.4631645624868752,1,0,0,1,,0,0,0,,,
49,0.05,2.444594599515461,12,1,0,1,0,0,0,safe_merge,12,8.984767452920005,8.26402287424517,0.5989349440980096,0.12541631458565639,0,1,0,0,,0,0,0,,,
50,0.05,2.5079864328590817,17,1,0,1,0,0,0,safe_merge,17,8.423721906358685,6.43222295472088,0.9380774545063183,0.015975250460115165,0,1,0,0,,0,0,0,,,
51,0.05,2.437687501007644,11,1,0,1,0,0,0,safe_merge,11,9.492174377456921,8.686139969402051,0.4083977666555099,0.2100266868320002,0,1,0,0,,0,0,0,,,
52,0.05,-5.624857939020248,7,0,1,0,0,1,0,collision_without_merge,,10.828608759151601,9.513338823988889,0.5901090980884893,0.1288876663885048,0,0,0,1,,0,0,0,,,
53,0.05,2.412189692800526,11,1,0,1,0,0,0,safe_merge,11,9.234716514156828,8.411190535435416,0.20383521840197708,0.3306784721977507,0,1,0,0,,0,0,0,,,
54,0.05,2.427317086949068,10,1,0,1,0,0,0,safe_merge,10,9.87125736346967,9.199707545227891,1.0,0.0,0,1,0,0,,0,0,0,,,
55,0.05,2.448588646557176,10,1,0,1,0,0,0,safe_merge,10,10.135199706915596,8.897659370316354,0.22196302635995177,0.3183553662657479,0,1,0,0,,0,0,0,,,
