episode,epsilon,episode_reward,episode_length,merge_completed,collision,safe_merge,unsafe_merge,collision_without_merge,non_merge_failure,termination_reason,time_to_merge,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied,collision_penalty_applied,mean_rawlsian_signal,rawlsian_positive_signal_count,rawlsian_negative_signal_count,rawlsian_zero_signal_count,mean_delta_min_experience,min_delta_min_experience,max_delta_min_experience
0,1.0,2.4332905565050353,10,1,0,1,0,0,0,safe_merge,10,10.463925783886792,8.999382305945169,0.14338338319508448,0.3621868034899296,1,1,0,0,,0,0,0,,,
1,0.9762,-3.7940410885330937,11,1,1,0,1,0,0,unsafe_merge,11,10.426456347908857,8.802873355977647,0.025296608630017665,0.45953956773448135,1,1,0,1,,0,0,0,,,
2,0.9525,2.4205790685477973,19,1,0,1,0,0,0,safe_merge,19,6.693256695132223,4.324819772671923,-1.0,0.5,0,1,0,0,,0,0,0,,,
3,0.9287,1.776136576068234,56,1,0,1,0,0,0,safe_merge,56,-5.48015232807842,-10.14604923366143,-24.0,0.5,0,1,0,0,,0,0,0,,,
4,0.905,2.4915839833677422,14,1,0,1,0,0,0,safe_merge,14,8.624215674598274,7.748597459379986,1.0,0.0,0,1,0,0,,0,0,0,,,
5,0.8812,2.3948570121235653,25,1,0,1,0,0,0,safe_merge,25,3.95543579537053,0.5277954033814208,-6.0,0.5,0,1,0,0,,0,0,0,,,
6,0.8575,2.448087308053073,19,1,0,1,0,0,0,safe_merge,19,7.309354611350814,5.270933551406807,-1.0,0.5,0,1,0,0,,0,0,0,,,
7,0.8337,2.494879658926708,17,1,0,1,0,0,0,safe_merge,17,8.164726687722517,6.807908842856285,1.0,0.0,0,1,0,0,,0,0,0,,,
8,0.81,2.4693629863812534,13,1,0,1,0,0,0,safe_merge,13,8.631708467603895,7.781183567709183,0.3533244024950096,0.23892113240283308,0,1,0,0,,0,0,0,,,
9,0.7863,-3.502566569116007,9,1,1,0,1,0,0,unsafe_merge,9,10.763666649199802,8.961249200874422,0.5822054299038851,0.13202917971324846,0,1,0,1,,0,0,0,,,
10,0.7625,2.5724180166117923,9,1,0,1,0,0,0,safe_merge,9,11.65956298059141,8.955514621241246,0.30852413401908924,0.2642197602642091,0,1,0,0,,0,0,0,,,
11,0.7388,2.4627893362352578,18,1,0,1,0,0,0,safe_merge,18,7.054998784173106,4.8171656293737035,-1.0,0.5,0,1,0,0,,0,0,0,,,
12,0.715,2.505461416534229,13,1,0,1,0,0,0,safe_merge,13,9.470566662437859,8.696778213886795,1.0,0.0,0,1,0,0,,0,0,0,,,
13,0.6913,-3.635989073784488,10,1,1,0,1,0,0,unsafe_merge,10,10.156683308730612,8.468905178674088,0.06429102668839923,0.43866616050397744,1,1,0,1,,0,0,0,,,
14,0.6675,2.410303563724738,23,1,0,1,0,0,0,safe_merge,23,4.993286816661447,1.4725054716738761,-4.0,0.5,0,1,0,0,,0,0,0,,,
15,0.6438,2.51548476538276,12,1,0,1,0,0,0,safe_merge,12,9.545042741449562,8.32009868284625,0.3986574064794436,0.21497136851911236,0,1,0,0,,0,0,0,,,
16,0.62,2.42468802973507,10,1,0,1,0,0,0,safe_merge,10,10.125754385573078,9.000290917689238,0.17534362491779767,0.3508150117119484,1,1,0,0,,0,0,0,,,
17,0.5962,2.7603944707357972,13,1,0,1,0,0,0,safe_merge,13,11.460283133632759,9.630405249058178,0.4107976982534221,0.2088188485407989,0,1,0,0,,0,0,0,,,
18,0.5725,-3.411787407709832,10,1,1,0,1,0,0,unsafe_merge,10,11.3979580179512,9.691007545485942,0.5136541950634929,0.16065287782461657,0,1,0,1,,0,0,0,,,
