episode,total_reward,mean_reward,metric_scope,experience_mode,ego_neighbourhood_radius,mean_scoped_vehicle_count,mean_min_experience,final_min_experience,mean_vehicle_experience,mean_gini_experience,final_gini_experience,total_collision_count,final_collision_count,mean_n_vehicles,mean_mobility_score,mean_risk_penalty,mean_low_speed_penalty,mean_collision_penalty,least_advantaged_ego_steps,least_advantaged_non_ego_steps,least_advantaged_ego_ratio,mean_least_advantaged_speed,least_advantaged_crash_steps,reason_collision_steps,reason_low_mobility_steps,reason_low_speed_steps,reason_risk_steps,reason_none_steps,reason_combined_steps,steps,terminated,truncated,mean_original_reward,mean_rawlsian_reward,rawlsian_reward_sum,seed,model_type
45,8.730308266780984,0.8730308266780984,ego_neighbourhood,safety_mobility,50.0,4.0,0.014873411849772112,-2.049442075125057,0.255389697577677,0.19439718102802567,0.46782615979198905,2,2,5.0,0.6930879221977246,0.6753964492400952,0.0,0.05,0,10,0.0,18.322837435011785,1,1,3,0,6,0,0,10,True,False,0.0,0.0,0.0,1,baseline
46,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,3.8666666666666667,0.24786765212611062,0.2073512061391385,0.3119029802914467,0.09941505780429935,0.08690759823097016,0,0,5.0,0.6878673557250788,0.7519287508672644,0.0,0.0,0,15,0.0,18.834573679459343,0,0,8,0,7,0,0,15,True,False,0.0,0.0,0.0,1,baseline
47,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.21614802864937013,0.20609394891155197,0.32708726110663194,0.14912305354793828,0.15748617119085995,0,0,5.0,0.6773177713631863,0.700461020513109,0.0,0.0,0,15,0.0,18.64401392889581,0,0,6,0,9,0,0,15,True,False,0.0,0.0,0.0,1,baseline
48,13.745123334445882,0.9163415556297255,ego_neighbourhood,safety_mobility,50.0,4.0,0.20700289954103931,0.20663866980306134,0.32011504115652706,0.152387010173595,0.158851376961044,0,0,5.0,0.6772116557581493,0.7141932292032449,0.0,0.0,0,15,0.0,18.781350709648862,0,0,5,0,10,0,0,15,True,False,0.0,0.0,0.0,1,baseline
49,4.201725558350616,0.8403451116701233,ego_neighbourhood,safety_mobility,50.0,3.8,-0.14845295591155544,-2.176016859037679,0.30678336213365576,0.2095134846045854,0.40850231919682156,2,2,5.0,0.7258197463666756,0.5180727684660397,0.0,0.08,0,5,0.0,16.60350777198747,1,1,3,0,1,0,0,5,True,False,0.0,0.0,0.0,1,baseline
0,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.3358463389477224,0.20780498068252773,0.4122827181993969,0.09810455364961725,0.15330370373427793,0,0,5.0,0.6475096186745692,0.4704538009503444,0.0,0.0,2,15,0.11764705882352941,18.392945321071807,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
1,9.763652575471873,0.6102282859669921,ego_neighbourhood,safety_mobility,50.0,4.25,0.1366556020748195,0.3636423953819873,0.39915177124392603,0.15615133723199237,0.11685077950775669,0,0,5.0,0.6485591133456559,0.4838146842034593,0.025,0.0,0,16,0.0,14.920717098731819,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.15,-2.4,1,rawlsian
2,9.363652575471875,0.5852282859669922,ego_neighbourhood,safety_mobility,50.0,4.3125,0.10515480025384102,0.3273349381412437,0.3768641512891112,0.16816046286772285,0.13083561443212943,0,0,5.0,0.6473397055767819,0.5259511085753416,0.025,0.0,0,16,0.0,14.907642375198247,0,0,6,0,10,0,0,16,True,False,0.7602282859669922,-0.17500000000000002,-2.8000000000000003,1,rawlsian
3,6.326905273724975,0.6326905273724975,ego_neighbourhood,safety_mobility,50.0,3.2,0.02130268214830937,-2.2004878558408145,0.2511810755407287,0.19403973694687468,0.5080471313027022,2,2,5.0,0.6424594463298854,0.5825567415783134,0.0,0.05,0,10,0.0,17.118446147234472,1,1,6,0,3,0,0,10,True,False,0.7926905273724978,-0.15999999999999998,-1.5999999999999999,1,rawlsian
4,10.163652575471875,0.6352282859669922,ego_neighbourhood,safety_mobility,50.0,3.375,0.07908480728139505,0.20996890848233118,0.30296290766249956,0.21872992855665185,0.2300023812087868,0,0,5.0,0.6178612371816162,0.6110466590382335,0.03125,0.0,0,16,0.0,13.85758888014709,0,0,11,0,5,0,0,16,True,False,0.7602282859669922,-0.12499999999999999,-1.9999999999999998,1,rawlsian
5,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.33686527467823396,0.18706363280826793,0.4161410519502249,0.09844469186386169,0.1729696429368872,0,0,5.0,0.6561751363183773,0.48006816873630515,0.0,0.0,2,15,0.11764705882352941,18.345612934032147,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
6,10.163652575471875,0.6352282859669922,ego_neighbourhood,safety_mobility,50.0,3.375,0.09045670091459321,0.2193753307632349,0.31510582819052757,0.2117544198694921,0.21908676890961898,0,0,5.0,0.6214399519515212,0.5939182475219874,0.03125,0.0,0,16,0.0,13.928561963683656,0,0,12,0,4,0,0,16,True,False,0.7602282859669922,-0.12499999999999999,-1.9999999999999998,1,rawlsian
7,10.563652575471876,0.6602282859669922,ego_neighbourhood,safety_mobility,50.0,3.375,0.20961310874149597,0.551737877307878,0.44648287674309184,0.13485674438835427,0.001219834681792209,0,0,5.0,0.6395938956816839,0.3674720378771842,0.03125,0.0,1,15,0.0625,14.485915385027273,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.09999999999999999,-1.5999999999999999,1,rawlsian
8,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.3194163913158616,0.18649574195398333,0.4004261182342668,0.10381895821587846,0.15367718591033164,0,0,5.0,0.654490502294279,0.5081287681200237,0.0,0.0,3,14,0.17647058823529413,18.265556048628454,0,0,15,0,2,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
9,4.765209328377578,0.5956511660471973,ego_neighbourhood,safety_mobility,50.0,3.75,-0.029705990184326986,-2.090335352652316,0.22163603493603476,0.2287294533107195,0.6532058282186428,2,2,5.0,0.667962345007135,0.559319286808867,0.0,0.08333333333333333,0,8,0.0,17.004855559527456,1,1,6,0,1,0,0,8,True,False,0.7956511660471974,-0.19999999999999998,-1.5999999999999999,1,rawlsian
10,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,2.823529411764706,0.27173251865887776,0.14907360148151988,0.358006473060267,0.13017515310743236,0.08302509922002366,0,0,5.0,0.640592852302636,0.5651727584847378,0.0,0.0,0,17,0.0,18.324235984530283,0,0,9,0,8,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
11,10.963652575471876,0.6852282859669923,ego_neighbourhood,safety_mobility,50.0,3.375,0.1873229416025371,0.47454905543562337,0.41167072509575486,0.13015546969151698,0.04146239835148169,0,0,5.0,0.6359139566829886,0.429736463174467,0.03125,0.0,7,9,0.4375,14.725198043164534,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.075,-1.2,1,rawlsian
12,11.363652575471875,0.7102282859669922,ego_neighbourhood,safety_mobility,50.0,3.375,0.18748513126753918,0.4708149015234486,0.413422377378928,0.13319311788541585,0.047604047440261255,0,0,5.0,0.6354799272872209,0.42536509981658577,0.03125,0.0,8,8,0.5,14.783791523971198,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.05,-0.8,1,rawlsian
13,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.32532355311090555,0.1855072958152435,0.4071923050064491,0.10357970065985776,0.16094295279135884,0,0,5.0,0.6539003172465231,0.49341602448014776,0.0,0.0,3,14,0.17647058823529413,18.271043415207142,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
14,10.963652575471876,0.6852282859669923,ego_neighbourhood,safety_mobility,50.0,3.375,0.1792634034649089,0.4557251961503081,0.40189150643680643,0.13091329965542647,0.05126372811600799,0,0,5.0,0.635312895225945,0.4480927775782772,0.03125,0.0,7,9,0.4375,14.744819908385155,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.075,-1.2,1,rawlsian
15,4.821686724351293,0.6027108405439117,ego_neighbourhood,safety_mobility,50.0,3.875,-0.01626080373532779,-1.9346584107416092,0.28309483843992383,0.20607022581000084,0.49988953822458915,2,2,5.0,0.6821917148234196,0.5481937527669913,0.0,0.0625,0,8,0.0,17.407802715019166,1,1,6,0,1,0,0,8,True,False,0.8027108405439118,-0.19999999999999998,-1.5999999999999999,1,rawlsian
16,4.725209741665125,0.5906512177081407,ego_neighbourhood,safety_mobility,50.0,3.75,-0.05833915836752018,-2.2046611909759304,0.2137668186745593,0.24402897209230803,0.6551744170237552,2,2,5.0,0.6538265484085659,0.5467861261346803,0.0,0.08333333333333333,0,8,0.0,16.233890484860503,1,1,6,0,1,0,0,8,True,False,0.7906512177081408,-0.19999999999999998,-1.5999999999999999,1,rawlsian
17,10.963652575471876,0.6852282859669923,ego_neighbourhood,safety_mobility,50.0,3.375,0.1893105762556338,0.4885781786953383,0.4146543927571,0.1284233579040348,0.027774002328514236,0,0,5.0,0.6382252388340122,0.4283916921538241,0.03125,0.0,3,13,0.1875,14.513766425978785,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.075,-1.2,1,rawlsian
18,11.363652575471876,0.7102282859669923,ego_neighbourhood,safety_mobility,50.0,3.375,0.17827284547692787,0.46134507001458275,0.3990655227077819,0.12765611230290178,0.04183763743760105,0,0,5.0,0.6356629173997215,0.45444478938387906,0.03125,0.0,5,11,0.3125,14.6290021569152,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.05,-0.8,1,rawlsian
19,9.363652575471875,0.5852282859669922,ego_neighbourhood,safety_mobility,50.0,4.25,0.11881877440668334,0.3239379180582994,0.386659636655063,0.16422900097812368,0.13385266767342197,0,0,5.0,0.6502348483163535,0.5121504233225811,0.025,0.0,0,16,0.0,14.993354617699488,0,0,7,0,9,0,0,16,True,False,0.7602282859669922,-0.17500000000000002,-2.8000000000000003,1,rawlsian
20,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.35296129972749013,0.18735213287513208,0.42520493721288877,0.08860848177382552,0.1858310179320246,0,0,5.0,0.6586677340986364,0.4669255937714952,0.0,0.0,2,15,0.11764705882352941,18.523217013448054,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
21,11.021383564921486,0.7347589043280991,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.07779430381495436,-2.1787177759222383,0.3062444949583034,0.1951400573611098,0.49831947286802003,2,2,5.0,0.6539904734719639,0.5621586236939876,0.0,0.03333333333333333,0,15,0.0,17.660899152405552,1,1,7,0,7,0,0,15,True,False,0.8547589043280992,-0.11999999999999998,-1.7999999999999998,1,rawlsian
22,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.3617650170165476,0.18658526372068013,0.43570667877231317,0.09001005593389032,0.19648966455720052,0,0,5.0,0.6586971827569181,0.44598100796921003,0.0,0.0,2,15,0.11764705882352941,18.51385572848051,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
23,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,3.0,0.2631328390497827,0.14706077982813992,0.36633739041423585,0.1619550260470229,0.3169012567545595,0,0,5.0,0.6336363235411134,0.534597866253755,0.0,0.0,0,17,0.0,18.262695178471585,0,0,10,0,7,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
24,10.674733467096763,0.7116488978064509,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.10837971183439205,-2.039127754116965,0.3107659189232668,0.1776858427094217,0.4926943595199642,2,2,5.0,0.658713024766973,0.5625608783540788,0.0,0.03333333333333333,0,15,0.0,18.262302826479356,1,1,7,0,7,0,0,15,True,False,0.8583155644731176,-0.14666666666666664,-2.1999999999999997,1,rawlsian
25,11.098020453835769,0.7398680302557179,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.05795784786486221,-1.9856593540906928,0.3182490610933019,0.22703396532467116,0.4909237337847654,2,2,5.0,0.6591366751213112,0.5484418947226852,0.0,0.03333333333333333,0,15,0.0,17.36826647264894,1,1,8,0,6,0,0,15,True,False,0.8598680302557181,-0.11999999999999998,-1.7999999999999998,1,rawlsian
26,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,3.0,0.36693157025928835,0.1863965238124779,0.4499385565183979,0.09844701046170666,0.20704167402069262,0,0,5.0,0.6571060223583454,0.41433493167989494,0.0,0.0,2,15,0.11764705882352941,18.15424407797773,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
27,11.363652575471876,0.7102282859669923,ego_neighbourhood,safety_mobility,50.0,3.375,0.16873342729962468,0.4462660171460753,0.38664807700030607,0.12628988396488708,0.04561394069000024,0,0,5.0,0.6349333120805252,0.47782047016043827,0.03125,0.0,4,12,0.25,14.567961750234376,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.05,-0.8,1,rawlsian
28,11.363652575471875,0.7102282859669922,ego_neighbourhood,safety_mobility,50.0,3.375,0.19331195395322434,0.4752948866974686,0.4185509482520152,0.13315311762081528,0.046898014884509065,0,0,5.0,0.6366112430742883,0.4173705896445464,0.03125,0.0,8,8,0.5,14.8481255624525,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.05,-0.8,1,rawlsian
29,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,2.8823529411764706,0.26476482076043545,0.1448282093826242,0.3618921788545905,0.14699046823045692,0.0880794069778783,0,0,5.0,0.6349778894290532,0.546171421148925,0.0,0.0,1,16,0.058823529411764705,17.907467537209776,0,0,10,0,7,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
30,11.007974221643423,0.7338649481095615,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.08680539016350775,-2.212836218153175,0.33857144118900523,0.21832748722496512,0.49594656575963025,2,2,5.0,0.6534399402580172,0.49640366480469067,0.0,0.03333333333333333,0,15,0.0,17.591440305836596,1,1,6,0,8,0,0,15,True,False,0.8538649481095617,-0.11999999999999998,-1.7999999999999998,1,rawlsian
31,10.963652575471876,0.6852282859669923,ego_neighbourhood,safety_mobility,50.0,3.375,0.17213285400408015,0.50134996555625,0.40510831346631937,0.1330667527026259,0.008301165199747995,0,0,5.0,0.6371820512101692,0.44539747548769965,0.03125,0.0,2,14,0.125,14.422943220698883,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.075,-1.2,1,rawlsian
32,10.963652575471876,0.6852282859669923,ego_neighbourhood,safety_mobility,50.0,3.375,0.18376703926422405,0.49079608065057934,0.4111515904193935,0.12920945914941856,0.022524723723103213,0,0,5.0,0.6371256076196585,0.4331980344005304,0.03125,0.0,3,13,0.1875,14.48981158343553,0,0,15,0,1,0,0,16,True,False,0.7602282859669922,-0.075,-1.2,1,rawlsian
33,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,3.0,0.28447951952184786,0.16647858366741558,0.36871651854980353,0.12952678481809587,0.2748693236745521,0,0,5.0,0.63650982807229,0.535586619044973,0.0,0.0,2,15,0.11764705882352941,18.71377719082879,0,0,9,0,8,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
34,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,3.0,0.279974478799633,0.15327790192465485,0.3757522014922905,0.1479326591918402,0.3046216985607628,0,0,5.0,0.6348408872954274,0.518177371606274,0.0,0.0,2,15,0.11764705882352941,18.357210145170615,0,0,10,0,7,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
35,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,3.0,0.2756404777427496,0.15070366791969225,0.370710991988954,0.14920121836810044,0.3080205906061757,0,0,5.0,0.6369685483949055,0.532515112811903,0.0,0.0,2,15,0.11764705882352941,18.435870462156544,0,0,10,0,7,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
36,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.3270641659544326,0.18634904337111874,0.4062341812563736,0.09978279572250484,0.1645082207035038,0,0,5.0,0.6539911885085571,0.49551401450436705,0.0,0.0,1,16,0.058823529411764705,18.29543389568295,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
37,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,3.0,0.2580866897688812,0.14482820500718047,0.3599098081360377,0.16306509092208488,0.3186747893129729,0,0,5.0,0.6320834145038355,0.5443472127355958,0.0,0.0,1,16,0.058823529411764705,18.149172340911164,0,0,10,0,7,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
38,5.651425835557911,0.6279362039508789,ego_neighbourhood,safety_mobility,50.0,3.3333333333333335,0.004729575743987358,-2.1644287275788425,0.23839295703002886,0.23284441164559233,0.6600118481175923,2,2,5.0,0.6548147858380577,0.5365473613197616,0.0,0.07407407407407407,0,9,0.0,16.725274911305423,1,1,6,0,2,0,0,9,True,False,0.7834917595064348,-0.15555555555555556,-1.4,1,rawlsian
39,10.163652575471875,0.6352282859669922,ego_neighbourhood,safety_mobility,50.0,3.375,0.0838996441634449,0.21046703821892132,0.30167765613105535,0.2085258251350559,0.22423346806366617,0,0,5.0,0.6190411655686787,0.6159770188752469,0.03125,0.0,0,16,0.0,13.942959088804388,0,0,11,0,5,0,0,16,True,False,0.7602282859669922,-0.12499999999999999,-1.9999999999999998,1,rawlsian
40,10.163652575471875,0.6352282859669922,ego_neighbourhood,safety_mobility,50.0,3.375,0.08842487561775648,0.21268570807429016,0.3068995314615225,0.1998795896033046,0.2167922534008182,0,0,5.0,0.6142357186164655,0.595922374309886,0.03125,0.0,0,16,0.0,13.511088992394175,0,0,11,0,5,0,0,16,True,False,0.7602282859669922,-0.12499999999999999,-1.9999999999999998,1,rawlsian
41,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.32753355105219967,0.18692542002710816,0.40225351049528235,0.09571834144523708,0.1576621976293886,0,0,5.0,0.655709089821687,0.5069111586528097,0.0,0.0,3,14,0.17647058823529413,18.406279807383505,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
42,11.498020453835771,0.7665346969223847,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.056626174889462845,-1.984658768352246,0.3119057474962424,0.2290915229937878,0.4915283598849447,2,2,5.0,0.6590155157172285,0.560886203108639,0.0,0.03333333333333333,0,15,0.0,17.530213620885338,1,1,7,0,7,0,0,15,True,False,0.8598680302557181,-0.09333333333333332,-1.4,1,rawlsian
43,9.763652575471873,0.6102282859669921,ego_neighbourhood,safety_mobility,50.0,4.3125,0.08185198968169116,0.27837693932176216,0.37118247157141465,0.19900974800569288,0.1741692536383479,0,0,5.0,0.6486161057027551,0.539867268262681,0.025,0.0,0,16,0.0,14.908766863345045,0,0,6,0,10,0,0,16,True,False,0.7602282859669922,-0.15,-2.4,1,rawlsian
44,6.185429735011071,0.6185429735011071,ego_neighbourhood,safety_mobility,50.0,3.2,0.045685663471586625,-2.0530987993749705,0.2665590685285911,0.1807300692510831,0.507997612374399,2,2,5.0,0.6445681912766345,0.5560182454960867,0.0,0.05,0,10,0.0,17.025994064982974,1,1,6,0,3,0,0,10,True,False,0.7785429735011073,-0.15999999999999998,-1.5999999999999999,1,rawlsian
45,11.098020453835769,0.7398680302557179,ego_neighbourhood,safety_mobility,50.0,3.933333333333333,0.06192590905102273,-1.9851819977927088,0.31198038860029204,0.22075052559975492,0.49083377574401954,2,2,5.0,0.6606267428578152,0.5639593751817128,0.0,0.03333333333333333,0,15,0.0,17.53414546803527,1,1,8,0,6,0,0,15,True,False,0.8598680302557181,-0.11999999999999998,-1.7999999999999998,1,rawlsian
46,13.389567778938979,0.787621634055234,ego_neighbourhood,safety_mobility,50.0,3.0,0.35862581279870814,0.20312836052977445,0.42848794955053854,0.08534525413461447,0.1727706944487657,0,0,5.0,0.6545371759417622,0.4520984527824476,0.0,0.0,3,14,0.17647058823529413,18.608801434346972,0,0,16,0,1,0,0,17,True,False,0.8935039869964105,-0.10588235294117646,-1.7999999999999998,1,rawlsian
47,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,3.0,0.2815851680446528,0.15439752986175964,0.3780455364410212,0.14749593214173237,0.3024694591094681,0,0,5.0,0.6357219813556902,0.515352889829338,0.0,0.0,1,16,0.058823529411764705,18.322126018847158,0,0,10,0,7,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
48,12.98956777893898,0.7640922222905282,ego_neighbourhood,safety_mobility,50.0,3.0,0.27228662197341746,0.15267390047246332,0.36403547839878664,0.1445831349839685,0.2988296582212637,0,0,5.0,0.6350534919153281,0.5420360270330833,0.0,0.0,2,15,0.11764705882352941,18.532903532916922,0,0,9,0,8,0,0,17,True,False,0.8935039869964105,-0.12941176470588234,-2.1999999999999997,1,rawlsian
49,10.163652575471875,0.6352282859669922,ego_neighbourhood,safety_mobility,50.0,3.375,0.0929384770518579,0.21216320327203808,0.32152024908155313,0.214147751547162,0.2306559184634409,0,0,5.0,0.6153582730430275,0.5689260479229489,0.03125,0.0,0,16,0.0,13.584871070715355,0,0,11,0,5,0,0,16,True,False,0.7602282859669922,-0.12499999999999999,-1.9999999999999998,1,rawlsian
0,12.578060776358253,0.7398859280210737,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.15527096987102004,0.5067283702943793,0.4157958310415669,0.13957944649427123,0.027946401996230996,0,0,5.0,0.6262905973341274,0.39451894434982687,0.04411764705882353,0.0,1,16,0.058823529411764705,13.886656914481469,0,0,16,0,1,0,0,17,True,False,0.0,0.0,0.0,2,baseline
1,12.578060776358253,0.7398859280210737,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.13337437796957377,0.46972261573100604,0.40545811031094586,0.15754333739068233,0.05727693993908245,0,0,5.0,0.6256522521382943,0.41391769541940304,0.04411764705882353,0.0,1,16,0.058823529411764705,13.896987385957813,0,0,16,0,1,0,0,17,True,False,0.0,0.0,0.0,2,baseline
2,12.605838554136032,0.7415199149491783,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.07319370304182693,0.2736080668237361,0.2774597062753399,0.12613449892434983,0.11598328753772003,0,0,5.0,0.6047837525709011,0.6281775043558282,0.04411764705882353,0.0,2,15,0.11764705882352941,13.329877790543769,0,0,14,0,3,0,0,17,True,False,0.0,0.0,0.0,2,baseline
3,12.578060776358253,0.7398859280210737,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.08185460681965695,0.2916001640163944,0.297668675358459,0.13233063980518125,0.10492234229400199,0,0,5.0,0.6069196104843011,0.5920312820163899,0.04411764705882353,0.0,1,16,0.058823529411764705,13.169784764003534,0,0,14,0,3,0,0,17,True,False,0.0,0.0,0.0,2,baseline
4,15.050678890050088,0.8853340523558876,ego_neighbourhood,safety_mobility,50.0,3.0,0.33686527467823396,0.18706363280826793,0.4161410519502249,0.09844469186386169,0.1729696429368872,0,0,5.0,0.6561751363183773,0.48006816873630515,0.0,0.0,2,15,0.11764705882352941,18.345612934032147,0,0,16,0,1,0,0,17,True,False,0.0,0.0,0.0,2,baseline
5,12.578060776358253,0.7398859280210737,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.09288039143142829,0.3075264690311078,0.3109781382620727,0.12953228577979392,0.09142015711688356,0,0,5.0,0.610339008630125,0.5722511525008107,0.04411764705882353,0.0,2,15,0.11764705882352941,13.284947770918896,0,0,14,0,3,0,0,17,True,False,0.0,0.0,0.0,2,baseline
6,12.550282998580474,0.7382519410929691,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.13201377110391913,0.45220124961137637,0.41588627643323156,0.172949257908981,0.08490181694115129,0,0,5.0,0.6283228049697276,0.3984024688376979,0.04411764705882353,0.0,1,16,0.058823529411764705,13.99329359335056,0,0,16,0,1,0,0,17,True,False,0.0,0.0,0.0,2,baseline
7,15.050678890050088,0.8853340523558876,ego_neighbourhood,safety_mobility,50.0,3.0,0.3194163913158616,0.18649574195398333,0.4004261182342668,0.10381895821587846,0.15367718591033164,0,0,5.0,0.654490502294279,0.5081287681200237,0.0,0.0,3,14,0.17647058823529413,18.265556048628454,0,0,15,0,2,0,0,17,True,False,0.0,0.0,0.0,2,baseline
8,12.605838554136032,0.7415199149491783,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.06339728471284789,0.25036423538093283,0.2637221447727409,0.133399655999308,0.14409526137213868,0,0,5.0,0.60256873521417,0.651222592647564,0.04411764705882353,0.0,3,14,0.17647058823529413,13.248425965919653,0,0,14,0,3,0,0,17,True,False,0.0,0.0,0.0,2,baseline
9,15.18956777893898,0.8935039869964105,ego_neighbourhood,safety_mobility,50.0,2.823529411764706,0.27173251865887776,0.14907360148151988,0.358006473060267,0.13017515310743236,0.08302509922002366,0,0,5.0,0.640592852302636,0.5651727584847378,0.0,0.0,0,17,0.0,18.324235984530283,0,0,9,0,8,0,0,17,True,False,0.0,0.0,0.0,2,baseline
10,12.550282998580474,0.7382519410929691,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.12389127063873433,0.46939291566004215,0.39119985807107327,0.15396644790742733,0.045086657595618806,0,0,5.0,0.6247363552783345,0.44060240617922813,0.04411764705882353,0.0,1,16,0.058823529411764705,13.814966728759156,0,0,16,0,1,0,0,17,True,False,0.0,0.0,0.0,2,baseline
11,12.550282998580474,0.7382519410929691,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.1307605641058767,0.47907734258353313,0.3956369108299764,0.14918327415173258,0.03892230128477703,0,0,5.0,0.6243370737331759,0.430929737571105,0.04411764705882353,0.0,1,16,0.058823529411764705,13.811617645349996,0,0,16,0,1,0,0,17,True,False,0.0,0.0,0.0,2,baseline
12,15.050678890050088,0.8853340523558876,ego_neighbourhood,safety_mobility,50.0,3.0,0.32532355311090555,0.1855072958152435,0.4071923050064491,0.10357970065985776,0.16094295279135884,0,0,5.0,0.6539003172465231,0.49341602448014776,0.0,0.0,3,14,0.17647058823529413,18.271043415207142,0,0,16,0,1,0,0,17,True,False,0.0,0.0,0.0,2,baseline
13,12.550282998580474,0.7382519410929691,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.12052918346640883,0.4702177180884663,0.38395970086362574,0.15055279931550314,0.036955220156864144,0,0,5.0,0.624131861929956,0.4538737338973662,0.04411764705882353,0.0,1,16,0.058823529411764705,13.794677478786532,0,0,16,0,1,0,0,17,True,False,0.0,0.0,0.0,2,baseline
14,12.605838554136032,0.7415199149491783,ego_neighbourhood,safety_mobility,50.0,3.3529411764705883,0.06082602970868305,0.25938107938985455,0.2603272251849094,0.13027310224433844,0.13010466633025985,0,0,5.0,0.6014116056976362,0.6556981727901594,0.04411764705882353,0.0,3,14,0.17647058823529413,13.157805325967727,0,0,12,0,5,0,0,17,True,False,0.0,0.0,0.0,2,baseline
