policy_step,simulation_time,controller,controller_role,active,exited,route_progress,speed,commanded_action,commanded_action_name,commanded_acceleration,realised_acceleration,peer_progress,peer_speed,action_A,action_B,joint_action_category,Q_maintain,Q_accelerate,Q_decelerate,greedy_action,best_Q,second_best_Q,Q_margin,Q_range,action_mask,collision_flag,termination_flag,truncation_flag,master_seed,checkpoint_step,checkpoint_sha256,validation_block_id,assignment,scenario_block,eval_seed,episode_index,front_gap
0,0.0,A,mainline,True,False,28.0,20.0,0,maintain,0.0,0.0,20.0,20.0,0,1,maintain-accelerate,0.8105628490447998,0.8077651262283325,0.7879540324211121,0,0.8105628490447998,0.8077651262283325,0.002797722816467285,0.022608816623687744,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
0,0.0,B,ramp,True,False,20.0,20.0,1,accelerate,0.0,2.0000000000000284,28.0,20.0,0,1,maintain-accelerate,0.6447935104370117,0.6507439613342285,0.6288328170776367,1,0.6507439613342285,0.6447935104370117,0.005950450897216797,0.021911144256591797,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
1,0.2,A,mainline,True,False,32.0,20.0,1,accelerate,0.0,2.0000000000000284,24.040000000000003,20.400000000000006,1,1,accelerate-accelerate,0.8898639678955078,0.8949061632156372,0.8664519786834717,1,0.8949061632156372,0.8898639678955078,0.0050421953201293945,0.028454184532165527,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
1,0.2,B,ramp,True,False,24.040000000000003,20.400000000000006,1,accelerate,2.0,2.0000000000000284,32.0,20.0,1,1,accelerate-accelerate,0.637820303440094,0.6442149877548218,0.6188715100288391,1,0.6442149877548218,0.637820303440094,0.006394684314727783,0.025343477725982666,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
2,0.4,A,mainline,True,False,36.04,20.400000000000006,1,accelerate,2.0,2.0000000000000284,28.160000000000004,20.80000000000001,1,1,accelerate-accelerate,0.8502806425094604,0.8531192541122437,0.8280785083770752,1,0.8531192541122437,0.8502806425094604,0.002838611602783203,0.025040745735168457,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
2,0.4,B,ramp,True,False,28.160000000000004,20.80000000000001,1,accelerate,2.0,2.0000000000000284,36.04,20.400000000000006,1,1,accelerate-accelerate,0.6268906593322754,0.6341100931167603,0.6072413921356201,1,0.6341100931167603,0.6268906593322754,0.007219433784484863,0.026868700981140137,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
3,0.6000000000000001,A,mainline,True,False,40.160000000000004,20.80000000000001,0,maintain,2.0,0.0,32.36000000000001,21.200000000000017,0,1,maintain-accelerate,0.8485559225082397,0.8431077003479004,0.834416389465332,0,0.8485559225082397,0.8431077003479004,0.0054482221603393555,0.014139533042907715,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
3,0.6000000000000001,B,ramp,True,False,32.36000000000001,21.200000000000017,1,accelerate,2.0,2.0000000000000284,40.160000000000004,20.80000000000001,0,1,maintain-accelerate,0.6174207925796509,0.6253327131271362,0.5969061851501465,1,0.6253327131271362,0.6174207925796509,0.007911920547485352,0.028426527976989746,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
4,0.8,A,mainline,True,False,44.32,20.80000000000001,2,decelerate,0.0,-2.9999999999999716,36.64000000000001,21.600000000000023,2,1,decelerate-accelerate,1.0517749786376953,1.037221074104309,1.0556306838989258,2,1.0556306838989258,1.0517749786376953,0.0038557052612304688,0.0184096097946167,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
4,0.8,B,ramp,True,False,36.64000000000001,21.600000000000023,1,accelerate,2.0,2.0000000000000284,44.32,20.80000000000001,2,1,decelerate-accelerate,0.6168550848960876,0.6249566078186035,0.5943596363067627,1,0.6249566078186035,0.6168550848960876,0.00810152292251587,0.03059697151184082,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
5,1.0,A,mainline,True,False,48.42000000000001,20.200000000000017,2,decelerate,-3.0,-2.9999999999999716,41.000000000000014,22.00000000000003,2,1,decelerate-accelerate,1.5649735927581787,1.5444945096969604,1.5960508584976196,2,1.5960508584976196,1.5649735927581787,0.031077265739440918,0.05155634880065918,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
5,1.0,B,ramp,True,False,41.000000000000014,22.00000000000003,1,accelerate,2.0,2.0000000000000284,48.42000000000001,20.200000000000017,2,1,decelerate-accelerate,0.6426081657409668,0.6510519981384277,0.6165584325790405,1,0.6510519981384277,0.6426081657409668,0.008443832397460938,0.03449356555938721,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
6,1.2000000000000002,A,mainline,True,False,52.40000000000001,19.600000000000023,2,decelerate,-3.0,-2.9999999999999716,45.44000000000002,22.400000000000034,2,1,decelerate-accelerate,1.7958892583847046,1.7861554622650146,1.8497271537780762,2,1.8497271537780762,1.7958892583847046,0.05383789539337158,0.06357169151306152,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
6,1.2000000000000002,B,ramp,True,False,45.44000000000002,22.400000000000034,1,accelerate,2.0,2.0000000000000284,52.40000000000001,19.600000000000023,2,1,decelerate-accelerate,0.6602969765663147,0.6685738563537598,0.6318767070770264,1,0.6685738563537598,0.6602969765663147,0.008276879787445068,0.0366971492767334,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
7,1.4000000000000001,A,mainline,True,False,56.26000000000001,19.00000000000003,2,decelerate,-3.0,-2.9999999999999716,49.96000000000003,22.80000000000004,2,1,decelerate-accelerate,1.7539907693862915,1.7622876167297363,1.7858487367630005,2,1.7858487367630005,1.7622876167297363,0.02356112003326416,0.031857967376708984,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
7,1.4000000000000001,B,ramp,True,False,49.96000000000003,22.80000000000004,1,accelerate,2.0,2.0000000000000284,56.26000000000001,19.00000000000003,2,1,decelerate-accelerate,0.7000593543052673,0.7159895896911621,0.6714395880699158,1,0.7159895896911621,0.7000593543052673,0.015930235385894775,0.04455000162124634,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
8,1.6,A,mainline,True,False,60.00000000000001,18.400000000000034,1,accelerate,-3.0,2.0000000000000284,54.56000000000004,23.200000000000045,1,1,accelerate-accelerate,1.5850576162338257,1.621138095855713,1.583905816078186,1,1.621138095855713,1.5850576162338257,0.03608047962188721,0.037232279777526855,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
8,1.6,B,ramp,True,False,54.56000000000004,23.200000000000045,1,accelerate,2.0,2.0000000000000284,60.00000000000001,18.400000000000034,1,1,accelerate-accelerate,0.6975799202919006,0.7193950414657593,0.6461529731750488,1,0.7193950414657593,0.6975799202919006,0.021815121173858643,0.07324206829071045,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
9,1.8,A,mainline,True,False,63.72000000000001,18.80000000000004,1,accelerate,2.0,2.0000000000000284,59.240000000000045,23.60000000000005,1,1,accelerate-accelerate,1.5875906944274902,1.6162971258163452,1.5921165943145752,1,1.6162971258163452,1.5921165943145752,0.02418053150177002,0.02870643138885498,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
9,1.8,B,ramp,True,False,59.240000000000045,23.60000000000005,1,accelerate,2.0,2.0000000000000284,63.72000000000001,18.80000000000004,1,1,accelerate-accelerate,0.6605277061462402,0.6916130781173706,0.578891932964325,1,0.6916130781173706,0.6605277061462402,0.03108537197113037,0.11272114515304565,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
10,2.0,A,mainline,True,False,67.52000000000001,19.200000000000045,1,accelerate,2.0,2.0000000000000284,64.00000000000006,24.000000000000057,1,1,accelerate-accelerate,1.5906556844711304,1.610755443572998,1.600779414176941,1,1.610755443572998,1.600779414176941,0.009976029396057129,0.020099759101867676,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
10,2.0,B,ramp,True,False,64.00000000000006,24.000000000000057,1,accelerate,2.0,2.0000000000000284,67.52000000000001,19.200000000000045,1,1,accelerate-accelerate,0.6234784126281738,0.668671727180481,0.49437928199768066,1,0.668671727180481,0.6234784126281738,0.04519331455230713,0.1742924451828003,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
11,2.2,A,mainline,True,False,71.40000000000002,19.60000000000005,2,decelerate,2.0,-2.9999999999999716,68.84000000000006,24.400000000000063,2,1,decelerate-accelerate,1.5881186723709106,1.5998892784118652,1.6031891107559204,2,1.6031891107559204,1.5998892784118652,0.0032998323440551758,0.015070438385009766,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
11,2.2,B,ramp,True,False,68.84000000000006,24.400000000000063,1,accelerate,2.0,2.0000000000000284,71.40000000000002,19.60000000000005,2,1,decelerate-accelerate,0.5869497060775757,0.6461004018783569,0.41095852851867676,1,0.6461004018783569,0.5869497060775757,0.05915069580078125,0.23514187335968018,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
12,2.4000000000000004,A,mainline,True,False,75.26000000000003,19.000000000000057,1,accelerate,-3.0,2.0000000000000284,73.76000000000006,24.800000000000068,1,1,accelerate-accelerate,1.4551113843917847,1.4980649948120117,1.4408636093139648,1,1.4980649948120117,1.4551113843917847,0.04295361042022705,0.057201385498046875,"[true, true, true]",False,False,False,67013,350000,70aa1b11d2a81621d3dd0d181aa4a11182cb429268d687c26fa98fd8303dfa15,validation_001,0,0,182854902,0,
