trial_number,terminal_collision_penalty,merge_success_bonus,non_merge_failure_penalty,rawlsian_lambda,rawlsian_epsilon,egoistic_safe_merge_success_rate_mean,egoistic_collision_rate_mean,egoistic_non_merge_failure_rate_mean,egoistic_min_experience_mean,rawlsian_safe_merge_success_rate_mean,rawlsian_collision_rate_mean,rawlsian_non_merge_failure_rate_mean,rawlsian_min_experience_mean,rawlsian_gini_experience_mean,rawlsian_mean_experience_mean,calibration_score,constraint_passed
0,4.872700594236813,4.802857225639665,4.92797576724562,1.0986584841970366,4.2079886696066345e-06,1.0,0.0,0.0,8.29558758867896,0.8,0.2,0.0,9.180479349410778,0.0004811074072274879,9.821625805014133,4.260223223342251,True
1,3.7799726016810133,1.2323344486727978,5.46470458309974,1.1011150117432087,0.0006796578090758161,0.6,0.0,0.4,-13.83389663137017,0.2,0.8,0.0,9.476981975167956,0.35360759007037296,10.47093806973379,-1000000.0,False
