seed,orig_baseline_umin,orig_baseline_gini,orig_baseline_completion,wsc_baseline_umin,wsc_baseline_gini,wsc_baseline_completion,orig_mean_umin,orig_mean_gini,orig_mean_completion,wsc_mean_umin,wsc_mean_gini,wsc_mean_completion,orig_ggi_umin,orig_ggi_gini,orig_ggi_completion,wsc_ggi_umin,wsc_ggi_gini,wsc_ggi_completion,orig_maximin_umin,orig_maximin_gini,orig_maximin_completion,wsc_maximin_umin,wsc_maximin_gini,wsc_maximin_completion
900101,0.99609375,0.001953125,0.99609375,0.6791855816875196,0.12087849538900716,0.83203125,0.9921875,0.00390625,0.9921875,0.02734375,0.4902403973635378,0.02734375,0.9926071699575805,0.001497235097911575,1.0,0.2890625,0.3564453125,0.2890625,0.9876951471617499,0.0060305062161625945,0.98828125,0.39145983171113097,0.2879861181556011,0.5
900102,0.9637220763488543,0.014329428291206647,0.9765625,0.0859375,0.45703125,0.0859375,0.981079251373143,0.0050454036045481385,0.99609375,0.4423359193364763,0.26483297992071214,0.5,0.9992439734996879,0.00014197881375351017,1.0,0.48046875,0.259765625,0.48046875,0.8728298446930385,0.06182722236320082,0.87890625,0.3269842484255635,0.32937426614488713,0.31640625
900103,0.90234375,0.048828125,0.90234375,0.08203125,0.458984375,0.08203125,0.9762747905892302,0.011772738306414194,0.9765625,0.1248360299617302,0.4375838815359606,0.125,0.9280528415768685,0.0354899662875305,0.9296875,0.8046875,0.09765625,0.8046875,0.9799890431947791,0.004162192687537394,0.96875,0.19518859502354877,0.401377975039999,0.1953125
900104,0.992718952253636,0.002617159407385396,0.99609375,0.8203125,0.08984375,0.8203125,0.96484375,0.017578125,0.9609375,0.0,0.5011081411114341,0.0,0.890616006386534,0.05468918662619904,0.890625,0.9332120249044955,0.018089819851646094,0.98828125,0.7731811659382318,0.09023783273935883,0.6640625,0.47959387918473223,0.25632461888425767,0.4921875
910101,0.9996325391116607,8.652121585430586e-05,1.0,0.9296875,0.03515625,0.77734375,0.9881498248762304,0.005884028472294602,0.98828125,0.9488773229564731,0.02310954699866362,0.95703125,0.9826928930173574,0.008129451784917531,0.984375,0.5216600998722621,0.23872376851938767,0.5234375,0.9567653207000334,0.021539337984632607,0.95703125,0.8668543055768012,0.05813230255128206,0.89453125
