seed,condition,regime,group,opp_worse,opp_better,yield_worse,yield_better,P_yield_given_worse,P_yield_given_better,RY,priority_pairs,priority_to_worse_off,P_priority_worse,burden_opp_worse,burden_opp_better,burden_event_worse,burden_event_better,rate_burden_worse,rate_burden_better,BC,worst_off_samples,recovery_n_k10,Recovery_k10,GapClosure_k10,recovery_n_k25,Recovery_k25,GapClosure_k25,recovery_n_k50,Recovery_k50,GapClosure_k50
920102,baseline,original,ALL,715.0,129769.0,0.0,3759.0,0.0,0.02896685649114966,0.0,0.0,0.0,nan,715.0,129769.0,0.0,131.0,0.0,0.0010094860868158034,0.0,620.0,602.0,0.010267348542940974,0.010267348542940974,409.0,0.028390218498475978,0.028390218498475978,59.0,0.05004901975644465,0.05004901975644465
920102,baseline,wsc,ALL,1347.0,146518.0,108.0,8644.0,0.0801781737193764,0.058996164293806906,1.3590404508347513,0.0,0.0,nan,1347.0,146518.0,20.0,872.0,0.014847809948032665,0.005951487189287323,2.4948066719791857,449.0,376.0,3.589531800392612e-05,3.5419645372840754e-05,110.0,0.0005524189121091771,0.000537075631266868,0.0,nan,nan
920102,mean,original,ALL,15590.0,127747.0,1819.0,9039.0,0.11667735728030788,0.07075704321823605,1.6489857683911373,13.0,0.0,0.0,15590.0,127747.0,92.0,380.0,0.0059012187299551,0.002974629541202533,1.9838499713041424,4304.0,4055.0,0.0006735826379821952,0.0006731058240103881,2374.0,0.0015835524815718237,0.001582378367898301,45.0,0.0038711330785916303,0.0038711330785916303
920102,mean,wsc,ALL,11001.0,121647.0,3729.0,38365.0,0.33896918461958003,0.3153797463151578,1.0747969347430744,0.0,0.0,nan,11001.0,121647.0,120.0,1241.0,0.0109080992637033,0.010201649033679417,1.0692486310489244,2393.0,2243.0,0.0008055582928360321,0.0007462194734444889,1188.0,0.0018264518530897891,0.0017233151882894285,0.0,nan,nan
920102,ggi,original,ALL,19130.0,127718.0,5211.0,34051.0,0.27239937271301623,0.26661081445058643,1.0217116408963323,7.0,0.0,0.0,19130.0,127718.0,591.0,1247.0,0.030893883951907997,0.009763698147481169,3.1641580357416084,5225.0,5055.0,0.0006820663051453459,0.000683004357478085,2997.0,0.0016889334304278165,0.0016850474781979418,114.0,0.0010176752313169816,0.0012815551357593293
920102,ggi,wsc,ALL,24349.0,114849.0,3975.0,12809.0,0.16325105753829727,0.11152905118895245,1.4637536659548678,121.0,0.0,0.0,24349.0,114849.0,270.0,1684.0,0.011088751078073021,0.014662731064266995,0.7562541404783898,4780.0,4612.0,0.005452786987370576,0.00472511629654121,2874.0,0.013465648150167457,0.01165766039933851,163.0,0.03957138678703415,0.04409154896339988
920102,maximin,original,ALL,7082.0,126503.0,1231.0,9747.0,0.1738209545326179,0.0770495561370086,2.2559630872309184,0.0,0.0,nan,7082.0,126503.0,291.0,812.0,0.04109008754589099,0.006418820107033035,6.401501656179615,1646.0,1595.0,0.0003870526285424688,0.0003870526285424688,883.0,0.0009290967784192755,0.0009290967784192755,0.0,nan,nan
920102,maximin,wsc,ALL,15813.0,103533.0,3198.0,28496.0,0.2022386643900588,0.275235915118851,0.7347829744629407,17.0,0.0,0.0,15813.0,103533.0,984.0,3410.0,0.062227281350787325,0.03293635845575807,1.8893188035457664,3355.0,2663.0,-0.000678751453916964,0.001966513971304417,1561.0,-0.0011761043281178771,0.004466442774451279,106.0,-0.017118805445888816,0.016714767187685827
920103,baseline,original,ALL,22693.0,87075.0,2524.0,14064.0,0.11122372537786983,0.16151593453919036,0.6886238543286416,40.0,0.0,0.0,22693.0,87075.0,618.0,2191.0,0.027233067465738333,0.025162216480045938,1.0823000226285555,10733.0,10731.0,0.005973595802022227,0.005958182634517597,7477.0,0.013773557831685141,0.013724583147102617,1253.0,0.0350917319663314,0.03504829503617975
920103,baseline,wsc,ALL,10.0,142259.0,2.0,9840.0,0.2,0.06916961317034423,2.8914430894308945,0.0,0.0,nan,10.0,142259.0,2.0,302.0,0.2,0.0021228885342930853,94.21125827814569,11.0,7.0,-0.009939272185513175,-0.009939272185513175,0.0,nan,nan,0.0,nan,nan
