master_seed,checkpoint_step,checkpoint_sha256,validation_block_id,assignment,block_index,evaluation_seed,controller_A_role,controller_B_role,success,collision,terminated,truncated,termination_reason,episode_length,passing_order,first_exit_controller,first_exit_step,second_exit_step,merge_entry_step_A,merge_entry_step_B,final_progress_A,final_progress_B,final_speed_A,final_speed_B,minimum_TTC,minimum_bumper_gap,mean_stakeholder_utility,minimum_stakeholder_utility,utility_A,utility_B,utility_background_front,utility_background_rear,worst_off_stakeholder_ids_json,roles0_A,roles0_B,evaluation_guard,condition,evaluation_episode_index,classifiable_order,algorithm_mode,seed,checkpoint,role_assignment,mean_Q_margin,mean_abs_best_Q,max_abs_best_Q
63001,200000,e5ac0be1f5ee41a8feabc81d0b10ba505067ce494c732c2d3650c959aacc6f8f,validation_007,1,6,570014,ramp,mainline,True,False,True,False,success,58,ramp_first,A,45.0,58.0,,,261.6400000000013,261.0925000000006,0.0,0.0,,11.419287816157391,0.9733246627445764,0.9072066969553164,0.9933333333333334,0.9927586206896556,1.0,0.9072066969553164,"[""B_rear""]",ramp,mainline,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,13,True,vanilla_dqn,63001,200000,ramp|mainline,0.0288836395946042,0.686773075111981,0.9526050090789796
63001,200000,e5ac0be1f5ee41a8feabc81d0b10ba505067ce494c732c2d3650c959aacc6f8f,validation_008,0,7,570015,mainline,ramp,True,False,True,False,success,53,ramp_first,B,45.0,53.0,,,260.9600000000006,260.6000000000005,0.0,0.0,,10.365927941577668,0.9318067664633845,0.8321956193126568,0.9016981132075472,0.9933333333333334,1.0,0.8321956193126568,"[""B_rear""]",mainline,ramp,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,14,True,vanilla_dqn,63001,200000,mainline|ramp,0.0072951080664148,0.7935545989927256,0.98168283700943
63001,200000,e5ac0be1f5ee41a8feabc81d0b10ba505067ce494c732c2d3650c959aacc6f8f,validation_008,1,7,570016,ramp,mainline,True,False,True,False,success,60,mainline_first,B,55.0,60.0,,,260.61000000000064,260.7025000000004,0.0,0.0,20.637414049343622,13.717075744238455,0.944225876721822,0.8685701735539546,0.928333333333334,0.9800000000000002,1.0,0.8685701735539546,"[""B_rear""]",ramp,mainline,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,15,True,vanilla_dqn,63001,200000,ramp|mainline,0.0035381476084391,0.7650766998529435,0.9993253350257874
63001,250000,e12f0ef702dcdb74722c53c2afba0de60c91e638bc2aefbd1527631f57829f7a,validation_001,0,0,571001,mainline,ramp,True,False,True,False,success,58,mainline_first,A,45.0,58.0,,,260.24000000000035,260.8250000000019,0.0,0.0,,28.573922590141137,0.9701381442208536,0.9214146458489298,1.0,0.9591379310344847,1.0,0.9214146458489298,"[""B_rear""]",mainline,ramp,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,0,True,vanilla_dqn,63001,250000,mainline|ramp,0.0121472806766115,0.7546109536598469,1.0840668678283691
63001,250000,e12f0ef702dcdb74722c53c2afba0de60c91e638bc2aefbd1527631f57829f7a,validation_001,1,0,571002,ramp,mainline,True,False,True,False,success,56,mainline_first,B,44.0,56.0,,,261.025000000001,261.2562500000004,0.0,0.0,,17.273922590141353,0.9886597637160054,0.956067626292593,0.9985714285714286,1.0,1.0,0.956067626292593,"[""B_rear""]",ramp,mainline,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,1,True,vanilla_dqn,63001,250000,ramp|mainline,0.004676291719079,0.7228390154029641,0.92059987783432
63001,250000,e12f0ef702dcdb74722c53c2afba0de60c91e638bc2aefbd1527631f57829f7a,validation_002,0,1,571003,mainline,ramp,True,False,True,False,success,71,ramp_first,B,45.0,71.0,,,260.36000000000024,260.21625000000074,0.0,0.0,,19.374173914945917,0.8756325948302786,0.7238762322162617,0.8030985915492965,0.9755555555555558,1.0,0.7238762322162617,"[""B_rear""]",mainline,ramp,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,2,True,vanilla_dqn,63001,250000,mainline|ramp,0.0060422047972679,0.659760443677365,0.9095023274421692
63001,250000,e12f0ef702dcdb74722c53c2afba0de60c91e638bc2aefbd1527631f57829f7a,validation_002,1,1,571004,ramp,mainline,True,False,True,False,success,67,ramp_first,A,46.0,67.0,,,261.1200000000012,260.2800000000014,0.0,0.0,,11.69417391494575,0.9108029736153536,0.8169756842083269,0.9760869565217394,0.850149253731348,1.0,0.8169756842083269,"[""B_rear""]",ramp,mainline,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,3,True,vanilla_dqn,63001,250000,ramp|mainline,0.0134718549340518,0.6728761747701845,0.9352964758872986
63001,250000,e12f0ef702dcdb74722c53c2afba0de60c91e638bc2aefbd1527631f57829f7a,validation_003,0,2,571005,mainline,ramp,True,False,True,False,success,67,ramp_first,B,51.0,67.0,,,260.9700000000004,260.91625000000147,0.0,0.0,55.17505730044644,18.453782465714568,0.9000938264770373,0.7774955868563469,0.8458208955223894,0.9770588235294124,1.0,0.7774955868563469,"[""B_rear""]",mainline,ramp,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,4,True,vanilla_dqn,63001,250000,mainline|ramp,0.0054281491841842,0.6829674154964845,0.9026831984519958
63001,250000,e12f0ef702dcdb74722c53c2afba0de60c91e638bc2aefbd1527631f57829f7a,validation_003,1,2,571006,ramp,mainline,True,False,True,False,success,59,mainline_first,B,44.0,59.0,,,260.74625000000015,260.95000000000044,0.0,0.0,,6.927569956142449,0.9678993440640168,0.928207545747592,0.9433898305084756,1.0,1.0,0.928207545747592,"[""B_rear""]",ramp,mainline,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,5,True,vanilla_dqn,63001,250000,ramp|mainline,0.0054899176298561,0.7247793247639123,0.967036247253418
63001,250000,e12f0ef702dcdb74722c53c2afba0de60c91e638bc2aefbd1527631f57829f7a,validation_004,0,3,571007,mainline,ramp,True,False,True,False,success,70,ramp_first,B,44.0,70.0,,,260.2399999999998,261.50000000000034,0.0,0.0,,16.43378246571477,0.891567654228388,0.7624134740564082,0.8038571428571436,1.0,1.0,0.7624134740564082,"[""B_rear""]",mainline,ramp,"{'optimizer_steps': 0, 'replay_writes': 0, 'target_syncs': 0, 'epsilon_updates': 0, 'network_updates': 0}",vanilla_dqn,6,True,vanilla_dqn,63001,250000,mainline|ramp,0.0073073594697884,0.6706326280321394,0.9711261987686156
