condition,seed,checkpoint,n_episodes,success,collision,truncation,mean_utility,mean_Q_margin,mean_abs_best_Q
vanilla_dqn,63004,25000,16,0.9375,0.0625,0.0,0.7741511182604275,0.030444110619805294,0.9363720796096423
vanilla_dqn,63004,50000,16,0.0,0.0625,0.9375,0.47015165447010976,0.0125959849783352,1.1796617274922097
vanilla_dqn,63004,75000,16,0.0,0.0,1.0,0.5108747053616025,0.009946722770109731,1.2604156752768905
vanilla_dqn,63004,100000,16,0.0,0.0,1.0,0.5170697019272839,0.003432972431182819,1.0557613218342885
vanilla_dqn,63004,150000,16,0.0,0.0,1.0,0.5177877872621466,0.005270820818841412,0.7453876157896593
vanilla_dqn,63004,200000,16,0.875,0.0625,0.0625,0.8420898208289092,0.015406789560400544,0.5936985362578281
vanilla_dqn,63004,250000,16,1.0,0.0,0.0,0.9430275170229355,0.00769825656620455,0.7306839064407893
vanilla_dqn,63004,300000,16,0.625,0.1875,0.1875,0.7148263740309196,0.01673720391492288,0.6790254444475806
vanilla_dqn,63005,0,16,1.0,0.0,0.0,0.9371979648085151,0.0916667584222005,0.0730087260744006
vanilla_dqn,63005,10000,16,0.5,0.125,0.375,0.6914787207746281,0.07463926591159238,1.1609133042124553
vanilla_dqn,63005,25000,16,0.375,0.0,0.625,0.5033575468782461,0.02941987499734706,1.3500695061307735
vanilla_dqn,63005,50000,16,0.0,0.0,1.0,0.3079690242171913,0.02659329972695555,1.9410943017480897
vanilla_dqn,63005,75000,16,0.0,0.0,1.0,0.36085675870189826,0.008765114108100488,1.3824185944604688
vanilla_dqn,63005,100000,16,0.0,0.125,0.875,0.3730800754009397,0.01070036671996452,1.2897377914335943
vanilla_dqn,63005,150000,16,0.0625,0.0,0.9375,0.6077432859792837,0.01021385689603115,1.0444855353941853
vanilla_dqn,63005,200000,16,0.5625,0.0,0.4375,0.6326145858116962,0.01011298546555015,0.7375503401592446
vanilla_dqn,63005,250000,16,0.5,0.0,0.5,0.7785524794349776,0.02140745618231906,0.824765225900423
vanilla_dqn,63005,300000,16,0.8125,0.0,0.1875,0.8096950751322397,0.0036838164627554125,0.7940492931948713
vanilla_dqn,63006,0,16,0.25,0.75,0.0,0.6040274001923807,0.12546513601674325,0.09159366933422249
vanilla_dqn,63006,10000,16,0.3125,0.125,0.5625,0.6931668273637321,0.0837993138007532,1.2495334384276549
