episode,total_reward,mean_reward,mean_original_reward,mean_rawlsian_reward,rawlsian_reward_sum,rawlsian_scope,ego_neighbourhood_radius,mean_scoped_vehicle_count,mean_min_experience,final_min_experience,mean_vehicle_experience,mean_gini_experience,final_gini_experience,total_collision_count,final_collision_count,mean_n_vehicles,least_advantaged_ego_steps,least_advantaged_non_ego_steps,least_advantaged_ego_ratio,mean_least_advantaged_speed,least_advantaged_crash_steps,steps,terminated,truncated
34,3.161562801096508,0.6323125602193016,0.8323125602193014,-0.2,-1.0,ego_neighbourhood,50.0,4.0,0.3463485841654757,-0.7664995250502504,0.6474907569694011,0.14571466018585158,0.37609852709080216,2,2,5.0,0,5,0.0,16.39045752496427,1,5,True,False
35,11.743236932093534,0.7828824621395689,0.8495491288062357,-0.06666666666666667,-1.0,ego_neighbourhood,50.0,3.8,0.5263805136879268,-0.4579592857180107,0.6581418388077775,0.08420099505344734,0.42361708717763413,2,2,5.0,0,15,0.0,17.791415410637804,1,15,True,False
36,8.452259497641409,0.6501738075108776,0.8194045767416468,-0.1692307692307692,-2.1999999999999997,ego_neighbourhood,50.0,3.6923076923076925,0.4361196579064534,-0.6416571409564651,0.6249783343875477,0.13548651007520196,0.5787697488747019,2,2,5.0,0,13,0.0,15.39128204488591,1,13,True,False
37,5.654919550414289,0.7068649438017861,0.856864943801786,-0.15,-1.2,ego_neighbourhood,50.0,4.0,0.506833625178188,-0.7076136078116461,0.6476793174705301,0.10172236861273512,0.4853363961436805,2,2,5.0,0,8,0.0,18.955008755345638,1,8,True,False
38,5.192927990049734,0.7418468557213905,0.8275611414356764,-0.08571428571428573,-0.6000000000000001,ego_neighbourhood,50.0,3.7142857142857144,0.4008135932451931,-0.5759769687463094,0.6060914695523338,0.11333262870394864,0.43765659517509503,2,2,5.0,0,7,0.0,16.310122083070077,1,7,True,False
39,2.379259259259259,0.5948148148148148,0.7948148148148148,-0.2,-0.8,ego_neighbourhood,50.0,3.75,0.3462350672798343,-0.5712673466499674,0.6333319675527528,0.16436637016414662,0.38847732864396667,2,2,5.0,0,4,0.0,17.88705201839503,1,4,True,False
40,6.178797057906982,0.7723496322383727,0.8223496322383728,-0.05000000000000001,-0.4000000000000001,ego_neighbourhood,50.0,3.75,0.42676070601917715,-0.6407233238409321,0.6514048682512621,0.15745837278852898,0.45961589578170403,2,2,5.0,0,8,0.0,16.552821180575314,1,8,True,False
41,12.5667335747369,0.8377822383157932,0.8777822383157932,-0.04000000000000001,-0.6000000000000001,ego_neighbourhood,50.0,3.533333333333333,0.5668384575112987,0.5726680914680684,0.668511459498508,0.06273660237222724,0.1101660114374543,0,0,5.0,0,15,0.0,17.005153725338957,0,15,True,False
42,10.507099598230432,0.7004733065486956,0.7671399732153622,-0.06666666666666667,-1.0,ego_neighbourhood,50.0,3.8,0.45427757376032873,0.6319443209480106,0.6520588027326291,0.11763814545960173,0.09972056258007056,0,0,5.0,0,15,0.0,13.628327212809864,0,15,True,False
43,3.858165219605186,0.6430275366008643,0.809694203267531,-0.16666666666666666,-1.0,ego_neighbourhood,50.0,3.8333333333333335,0.47944692023027763,-0.7238341954203821,0.6663525885559054,0.13521207502110996,0.46716593436079257,2,2,5.0,0,6,0.0,19.38340760690833,1,6,True,False
44,4.5363877449250625,0.7560646241541771,0.8560646241541771,-0.10000000000000002,-0.6000000000000001,ego_neighbourhood,50.0,3.8333333333333335,0.4809110289498127,-0.6343956498646532,0.6702029269434417,0.13491365277087172,0.4450292532327078,2,2,5.0,0,6,0.0,19.427330868494384,1,6,True,False
45,9.614097999595224,0.6867212856853732,0.772435571399659,-0.08571428571428572,-1.2,ego_neighbourhood,50.0,3.642857142857143,0.49347843980395595,0.6666983544590389,0.6884238731634228,0.11633317119753683,0.09878859774111026,0,0,5.0,0,14,0.0,14.804353194118677,0,14,True,False
46,4.017168123412982,0.6695280205688303,0.836194687235497,-0.16666666666666666,-1.0,ego_neighbourhood,50.0,3.6666666666666665,0.48033672555420015,-0.6835676415684212,0.6715733352099896,0.13711777643880466,0.4612049804659628,2,2,5.0,0,6,0.0,19.41010176662601,1,6,True,False
47,2.5479449820996822,0.6369862455249206,0.8369862455249204,-0.2,-0.8,ego_neighbourhood,50.0,3.75,0.3737104405616464,-0.5514882142466145,0.6700734160179976,0.14976389756486358,0.3491991308182212,2,2,5.0,0,4,0.0,18.711313216849394,1,4,True,False
48,10.87398011787725,0.7249320078584833,0.8182653411918167,-0.09333333333333332,-1.4,ego_neighbourhood,50.0,4.333333333333333,0.4753418569168177,-0.588673672656669,0.6382727845082156,0.09127203710542384,0.4802819053494256,2,2,5.0,0,15,0.0,16.26025570750453,1,15,True,False
49,3.172222222222222,0.6344444444444444,0.8344444444444445,-0.2,-1.0,ego_neighbourhood,50.0,3.6,0.5115901917369573,-0.36677661558001917,0.6986832012892266,0.13547664906113832,0.4062354856937229,2,2,5.0,0,5,0.0,21.34770575210872,1,5,True,False
50,6.643515846432389,0.6643515846432388,0.824351584643239,-0.15999999999999998,-1.5999999999999999,ego_neighbourhood,50.0,3.9,0.5069974052551197,-0.7293155605831262,0.6395787880014069,0.0846909303900042,0.45813291495029373,2,2,5.0,0,10,0.0,18.209922157653594,1,10,True,False
51,5.665055462095245,0.6294506068994717,0.7850061624550273,-0.15555555555555556,-1.4,ego_neighbourhood,50.0,3.7777777777777777,0.5046889436663734,-0.5585657019956768,0.6490965199942264,0.1061913278579504,0.4843161659542279,2,2,5.0,0,9,0.0,18.47400164332453,1,9,True,False
52,3.5134195944160815,0.5855699324026803,0.7855699324026805,-0.19999999999999998,-1.2,ego_neighbourhood,50.0,3.5,0.39253625697415967,-0.7750766353295233,0.6212272320397553,0.1256733805976302,0.37951662829564725,2,2,5.0,0,6,0.0,16.776087709224793,1,6,True,False
53,7.343510166752296,0.7343510166752296,0.8543510166752295,-0.12,-1.2,ego_neighbourhood,50.0,3.9,0.5147589711565558,-0.7459891966045821,0.667216027781469,0.11237150749491923,0.4809280685302979,2,2,5.0,0,10,0.0,18.44276913469667,1,10,True,False
54,9.572432395166492,0.6381621596777661,0.7314954930110995,-0.09333333333333332,-1.4,ego_neighbourhood,50.0,3.8,0.45264999297516934,0.5468555263444242,0.6389343495090609,0.10240199538698819,0.04275061314923101,0,0,5.0,0,15,0.0,13.579499789255083,0,15,True,False
55,6.296960599604128,0.6296960599604128,0.8096960599604127,-0.18,-1.7999999999999998,ego_neighbourhood,50.0,3.8,0.5061078553056019,-0.6697646494858613,0.6444479344972363,0.08502100656869271,0.43597158990512197,2,2,5.0,0,10,0.0,18.183235659168055,1,10,True,False
56,3.2360818655692727,0.6472163731138545,0.8472163731138546,-0.2,-1.0,ego_neighbourhood,50.0,3.6,0.4725192041051164,-0.5193968428558546,0.6714939818835287,0.14386066332167108,0.43527529504404905,2,2,5.0,0,5,0.0,20.175576123153498,1,5,True,False
57,3.219276330716297,0.6438552661432594,0.8438552661432593,-0.2,-1.0,ego_neighbourhood,50.0,4.0,0.3293789896514902,-0.8044284169427536,0.6466831311408736,0.1528738464845984,0.36441297786991256,2,2,5.0,0,5,0.0,15.881369689544707,1,5,True,False
58,9.98914505478766,0.6659430036525106,0.7592763369858438,-0.09333333333333332,-1.4,ego_neighbourhood,50.0,3.933333333333333,0.45944144812346166,0.5858234313668363,0.6407570089246382,0.1046515399281986,0.02812970474091614,0,0,5.0,1,14,0.06666666666666667,13.78324344370385,0,15,True,False
59,6.23505682494749,0.6927840916608322,0.8483396472163878,-0.15555555555555556,-1.4,ego_neighbourhood,50.0,4.0,0.5038089542130276,-0.750975472919994,0.6483869124703405,0.10011296133046166,0.47828548737098875,2,2,5.0,0,9,0.0,18.447601959724164,1,9,True,False
60,6.728279234524094,0.8410349043155118,0.8910349043155117,-0.05000000000000001,-0.4000000000000001,ego_neighbourhood,50.0,3.875,0.4401219753502884,-0.7208122019344472,0.6590053240054771,0.14815173392721961,0.45497598308803844,2,2,5.0,0,8,0.0,16.95365926050865,1,8,True,False
61,5.93972631514576,0.74246578939322,0.8924657893932201,-0.15,-1.2,ego_neighbourhood,50.0,3.875,0.5164112121067793,-0.6895568888709328,0.6712470120760872,0.11061520122028534,0.4407040072088908,2,2,5.0,0,8,0.0,19.242336363203382,1,8,True,False
62,10.52354594396398,0.8095035341510753,0.8556573803049218,-0.04615384615384616,-0.6000000000000001,ego_neighbourhood,50.0,3.3846153846153846,0.5166700677696394,0.6108647507861302,0.7011784619754236,0.12704812562575263,0.07702843339177878,0,0,5.0,0,13,0.0,15.500102033089181,0,13,True,False
63,4.21248041378191,0.7020800689636517,0.835413402296985,-0.13333333333333333,-0.8,ego_neighbourhood,50.0,3.8333333333333335,0.4829254196623367,-0.6373914874446249,0.6714233787787779,0.1359840822904781,0.453947860803005,2,2,5.0,0,6,0.0,19.4877625898701,1,6,True,False
64,11.53366468178314,0.88720497552178,0.9025895909063952,-0.015384615384615389,-0.20000000000000007,ego_neighbourhood,50.0,3.5384615384615383,0.5329594728241814,0.6641851409334751,0.6946023215736024,0.10494320234166203,0.05651106279015883,0,0,5.0,0,13,0.0,15.988784184725441,0,13,True,False
65,4.1282792345240935,0.6880465390873489,0.8547132057540154,-0.16666666666666666,-1.0,ego_neighbourhood,50.0,3.8333333333333335,0.48283872484109036,-0.6837193194441682,0.6703463163103797,0.13476155135075465,0.4611530134101478,2,2,5.0,0,6,0.0,19.485161745232713,1,6,True,False
66,4.756109549504675,0.6794442213578107,0.8223013642149536,-0.14285714285714285,-1.0,ego_neighbourhood,50.0,4.0,0.4918508544902295,-0.7442848957648855,0.6501859707288754,0.11786073445436886,0.4908769616197901,2,2,5.0,0,7,0.0,19.041239920421173,1,7,True,False
67,3.211592760919281,0.6423185521838561,0.8423185521838562,-0.2,-1.0,ego_neighbourhood,50.0,4.0,0.36520507357581306,-0.7483160890788432,0.6483874124139424,0.136120646433214,0.3623807032258439,2,2,5.0,0,5,0.0,16.956152207274393,1,5,True,False
68,2.4317160130347855,0.6079290032586964,0.8079290032586964,-0.2,-0.8,ego_neighbourhood,50.0,3.5,0.36997873847089957,-0.48148976539336863,0.6445153893815669,0.17101309750091187,0.40465298357938306,2,2,5.0,0,4,0.0,18.59936215412699,1,4,True,False
69,5.929532826127246,0.7411916032659057,0.8411916032659057,-0.1,-0.8,ego_neighbourhood,50.0,3.875,0.4459470914134676,-0.6150414994671788,0.6520561289778334,0.14186779882392134,0.46301431814766225,2,2,5.0,0,8,0.0,17.128412742404027,1,8,True,False
70,13.076832669006347,0.9340594763575962,0.9340594763575961,-3.96508223080413e-18,-5.551115123125783e-17,ego_neighbourhood,50.0,3.857142857142857,0.6174675059083604,0.6201903770652516,0.6978994705531246,0.05512670558771281,0.020030838892747038,0,0,5.0,0,14,0.0,18.524025177250817,0,14,True,False
71,7.682199887391041,0.8535777652656713,0.8757999874878934,-0.02222222222222223,-0.20000000000000007,ego_neighbourhood,50.0,3.7777777777777777,0.4476429955494722,-0.4573556482439677,0.6438039426035105,0.13259487887128593,0.4219754098015578,2,2,5.0,0,9,0.0,16.762623199817497,1,9,True,False
72,4.498801268571847,0.7498002114286412,0.8831335447619745,-0.13333333333333333,-0.8,ego_neighbourhood,50.0,4.0,0.5190012955659147,-0.4526587496186303,0.6820074689525906,0.1214994842866725,0.42181356404969805,2,2,5.0,0,6,0.0,20.57003886697744,1,6,True,False
73,3.098061078272201,0.6196122156544402,0.8196122156544403,-0.2,-1.0,ego_neighbourhood,50.0,4.0,0.32584724233686585,-0.7926339196284845,0.6380328855973009,0.15024382636926376,0.3759915006964467,2,2,5.0,0,5,0.0,15.77541727010598,1,5,True,False
74,3.1513693026707985,0.6302738605341597,0.8302738605341599,-0.2,-1.0,ego_neighbourhood,50.0,3.6,0.35650561022991223,-0.7235261654176172,0.6308309496613982,0.16771987796194493,0.43661419692884307,2,2,5.0,0,5,0.0,16.695168306897365,1,5,True,False
75,4.19656662983257,0.6994277716387617,0.8660944383054283,-0.16666666666666666,-1.0,ego_neighbourhood,50.0,3.8333333333333335,0.47732007717635944,-0.7046206775057248,0.6576516233244528,0.1324957615934076,0.4749450180710879,2,2,5.0,0,6,0.0,19.319602315290783,1,6,True,False
76,4.184702636004132,0.697450439334022,0.8307837726673554,-0.13333333333333333,-0.8,ego_neighbourhood,50.0,3.8333333333333335,0.48554047416378027,-0.6442470532401272,0.6740683530264087,0.13458182471001565,0.4524665535380785,2,2,5.0,0,6,0.0,19.56621422491341,1,6,True,False
77,3.243234567901234,0.6486469135802468,0.8486469135802469,-0.2,-1.0,ego_neighbourhood,50.0,3.6,0.48712500200081993,-0.4477264629845761,0.6841037666036898,0.14101643795894833,0.42264439935452036,2,2,5.0,0,5,0.0,20.613750060024596,1,5,True,False
78,4.314055904003448,0.7190093173339079,0.8523426506672415,-0.13333333333333333,-0.8,ego_neighbourhood,50.0,4.0,0.5125533350249284,-0.48897184009086303,0.6751950647328405,0.12230655543783142,0.4285148699188903,2,2,5.0,0,6,0.0,20.37660005074785,1,6,True,False
79,12.111789993971882,0.8074526662647922,0.8607859995981253,-0.05333333333333334,-0.8,ego_neighbourhood,50.0,3.933333333333333,0.583609207917822,0.5834422559424086,0.6846472006233532,0.05588870221592498,0.024244158208096778,0,0,5.0,0,15,0.0,17.508276237534666,0,15,True,False
80,4.049325027192054,0.674887504532009,0.8082208378653423,-0.13333333333333333,-0.8,ego_neighbourhood,50.0,4.166666666666667,0.3726747545635493,-0.761122212654915,0.5974338449302122,0.13595720066597247,0.49115986756997243,2,2,5.0,0,6,0.0,16.180242636906474,1,6,True,False
81,7.366608418929698,0.6696916744481544,0.833328038084518,-0.1636363636363636,-1.7999999999999998,ego_neighbourhood,50.0,4.090909090909091,0.5240681560799367,-0.49393067377701616,0.6581974747364867,0.09955808448695637,0.4806079595799013,2,2,5.0,0,11,0.0,18.449317409670833,1,11,True,False
82,3.933834790079649,0.6556391316799415,0.8223057983466081,-0.16666666666666666,-1.0,ego_neighbourhood,50.0,3.6666666666666665,0.4819550822838221,-0.6839905099322389,0.6719511678020825,0.13654834994119533,0.46113965024892467,2,2,5.0,0,6,0.0,19.45865246851466,1,6,True,False
83,11.44511361815081,0.7630075745433873,0.8830075745433874,-0.11999999999999998,-1.7999999999999998,ego_neighbourhood,50.0,4.333333333333333,0.614179000202841,0.5776346799252071,0.6857726543916495,0.04023994794508941,0.026024832430836975,0,0,5.0,0,15,0.0,18.42537000608523,0,15,True,False
84,6.671324575335212,0.8339155719169015,0.8839155719169013,-0.05000000000000001,-0.4000000000000001,ego_neighbourhood,50.0,3.875,0.41439321014903774,-0.7454115637075935,0.6484770572488523,0.1559621088045278,0.4675613860487382,2,2,5.0,0,8,0.0,16.18179630447113,1,8,True,False
85,7.8340038946378705,0.7121821722398064,0.8394548995125337,-0.12727272727272726,-1.4,ego_neighbourhood,50.0,4.0,0.4810961308994166,-0.6654023525156582,0.6343053235129317,0.107688426077473,0.5068418333957656,2,2,5.0,0,11,0.0,17.160156654255225,1,11,True,False
86,9.766932548859328,0.6511288365906219,0.744462169923955,-0.09333333333333332,-1.4,ego_neighbourhood,50.0,3.8666666666666667,0.45139445822284713,0.6001382697096818,0.6401353887173805,0.10753098452187973,0.022945219707569686,0,0,5.0,0,15,0.0,13.541833746685418,0,15,True,False
87,5.139060798174213,0.7341515425963161,0.877008685453459,-0.14285714285714285,-1.0,ego_neighbourhood,50.0,4.0,0.5172585562944673,-0.5864806167395655,0.682312128493565,0.12650843269233114,0.45197652451652837,2,2,5.0,0,7,0.0,19.803470974548308,1,7,True,False
88,10.15555556246013,0.8462962968716775,0.9629629635383442,-0.11666666666666665,-1.4,ego_neighbourhood,50.0,3.5833333333333335,0.6128138737263434,0.6536480966544679,0.7525693600327711,0.10226496425960781,0.10472355762330943,0,0,5.0,0,12,0.0,18.384416211790306,0,12,True,False
89,4.845256467987408,0.6921794954267726,0.8350366382839154,-0.14285714285714285,-1.0,ego_neighbourhood,50.0,4.0,0.5018336749393285,-0.6395324242331633,0.6607859496372793,0.11447270829976615,0.46067895924257884,2,2,5.0,0,7,0.0,19.34072453389414,1,7,True,False
90,5.630928302396006,0.7038660377995007,0.8538660377995007,-0.15,-1.2,ego_neighbourhood,50.0,3.875,0.5437842439416142,-0.4566806620376127,0.6905693195541562,0.12180972710962099,0.46502825983065654,2,2,5.0,0,8,0.0,20.063527318248426,1,8,True,False
91,3.1223202028959,0.6244640405791799,0.8244640405791799,-0.2,-1.0,ego_neighbourhood,50.0,4.0,0.35574834383832565,-0.7122964297407575,0.6350190229715733,0.15831175666312639,0.4208956109318831,2,2,5.0,0,5,0.0,16.672450315149767,1,5,True,False
92,5.409975163179546,0.7728535947399351,0.858567880454221,-0.08571428571428573,-0.6000000000000001,ego_neighbourhood,50.0,4.0,0.43176251666851034,-0.45567639406975835,0.6642254820581366,0.15025860465220603,0.413478519539094,2,2,5.0,0,7,0.0,17.238589785769598,1,7,True,False
93,4.538895021140681,0.7564825035234469,0.8898158368567802,-0.13333333333333333,-0.8,ego_neighbourhood,50.0,3.8333333333333335,0.5270826970430315,-0.3725895483393974,0.6902559522457857,0.12069165451304269,0.40507689078932474,2,2,5.0,0,6,0.0,20.812480911290944,1,6,True,False
94,5.447066195989411,0.7781523137127729,0.8924380279984871,-0.1142857142857143,-0.8,ego_neighbourhood,50.0,3.857142857142857,0.5188936801931613,-0.5573770229917145,0.6811311519821707,0.12434784282147812,0.4534320324203003,2,2,5.0,0,7,0.0,19.852524691509124,1,7,True,False
95,4.01248041378191,0.6687467356303184,0.835413402296985,-0.16666666666666666,-1.0,ego_neighbourhood,50.0,3.8333333333333335,0.485309295671867,-0.6373264673180796,0.6708940022221296,0.13524866686520273,0.4539939173931189,2,2,5.0,0,6,0.0,19.55927887015601,1,6,True,False
