episode,epsilon,episode_reward,steps,collision,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,time_to_merge
0,1.0,79.80569672626004,14,1,6.370717408664768,5.700406909018574,0.002662759767625408,0.0,2,60
1,0.9762,12.039742123973006,2,1,6.549721103682764,6.019871061986503,0.07453986913464608,0.0,1,60
2,0.9525,11.16632078719245,2,1,7.277162412226835,5.583160393596225,0.022627662732833537,0.0,1,60
3,0.9287,37.208450187397965,6,1,6.86570150511686,6.201408364566327,0.025136761698362143,0.0,2,60
4,0.905,30.39371585284802,29,0,3.1947967223710774,1.048059167339587,1.0,0.0,0,29
5,0.8812,-222.66465151424856,40,0,-3.077222864369815,-5.566616287856214,-13.0,0.5,0,40
6,0.8575,37.4418728916294,7,1,6.414479885057566,5.348838984518486,0.028240816400149082,0.0,2,60
7,0.8337,11.269342101777841,2,1,6.313115794803311,5.634671050888921,0.0780260338883961,0.0,1,60
