episode,epsilon,episode_reward,episode_length,merge_completed,merge_failed,collision,truncated,time_to_merge,termination_reason,mean_experience,min_experience,final_min_experience,final_gini_experience,near_collision_steps,merge_bonus_applied,non_merge_penalty_applied
44,0.05,1.476484110354535,14,1,0,0,0,14,merge_completed,8.594410333457152,7.617325387975124,0.7609183863538094,0.0678854896112584,0,1,0
45,0.05,1.4959458265783794,11,1,0,0,0,11,merge_completed,9.514435831622139,8.418641505146955,1.0,0.0,0,1,0
46,0.05,0.5217541899973606,10,1,0,1,0,10,merge_completed,10.579495461305086,9.057260125848233,1.0,0.0,0,1,0
47,0.05,1.3675902022998971,11,1,0,0,0,11,merge_completed,9.236651195465917,8.824955605729238,0.57765625709467,0.10330138510848386,0,1,0
48,0.05,0.6685049574129782,14,1,0,1,0,14,merge_completed,9.551157338371778,7.845152126791613,0.10501914394412523,0.40496169725233666,1,1,0
49,0.05,1.4660851957157104,11,1,0,0,0,11,merge_completed,9.392312297394769,8.229462614622873,1.0,0.0,0,1,0
50,0.05,1.5283826977191621,12,1,0,0,0,12,merge_completed,9.503273883276565,8.421691072368665,0.4205179678533038,0.20396856824782517,0,1,0
51,0.05,1.651730734704584,14,1,0,0,0,14,merge_completed,10.088770283361404,8.362143652414852,1.0,0.0,0,1,0
52,0.05,1.4985488045814854,11,1,0,0,0,11,merge_completed,9.151726527487822,7.678756641629022,0.5456955777023282,0.14695792265026508,0,1,0
53,0.05,0.6457634768024142,14,1,0,1,0,14,merge_completed,9.256490638890172,7.261339092144181,0.035631690448356144,0.4655942447715846,1,1,0
54,0.05,1.6537492774772273,14,1,0,0,0,14,merge_completed,9.945152154320121,8.59256872569878,1.0,0.0,0,1,0
55,0.05,1.5049593437298623,11,1,0,0,0,11,merge_completed,10.014128237404572,8.920870608592468,0.548038037758305,0.1459789589202134,0,1,0
56,0.05,1.4456677697106624,12,1,0,0,0,12,merge_completed,9.123184035773255,8.459983290529944,0.48641094476865393,0.172761461774382,0,1,0
57,0.05,0.6678260942144235,14,1,0,1,0,14,merge_completed,10.115494701691741,8.44360818069581,1.0,0.0,0,1,0
58,0.05,1.483094333603855,13,1,0,0,0,13,merge_completed,8.662165616647501,8.152406776748613,0.9298215815396293,0.018182618313445698,0,1,0
59,0.05,1.499945794173834,11,1,0,0,0,11,merge_completed,10.103979004880298,9.540531918017647,0.775327573606522,0.06327632988233911,0,1,0
60,0.05,1.5066187899948305,14,1,0,0,0,14,merge_completed,8.850645533931871,8.157991533484088,0.6537829662682869,0.10467426524320245,0,1,0
61,0.05,1.7459829225445573,16,1,0,0,0,16,merge_completed,9.897938803843847,7.601614087848461,-1.0,0.5,0,1,0
62,0.05,1.4885263105476654,12,1,0,0,0,12,merge_completed,9.33273949799439,9.026716715827982,1.0,0.0,0,1,0
63,0.05,1.4599514412796568,12,1,0,0,0,12,merge_completed,9.210853177044878,8.707065599362446,0.8569305924619455,0.03852308969404472,0,1,0
64,0.05,1.6356640339598687,16,1,0,0,0,16,merge_completed,9.160442385811319,6.935742355490005,-2.0,0.5,0,1,0
65,0.05,1.428932380265207,11,1,0,0,0,11,merge_completed,9.416398208919695,8.863920558758036,1.0,0.0,0,1,0
66,0.05,1.4969203297390452,13,1,0,0,0,13,merge_completed,8.861431881571141,8.618994301919198,1.0,0.0,0,1,0
67,0.05,1.664325050132304,16,1,0,0,0,16,merge_completed,9.16637523349966,7.1192355532190525,-2.0,0.5,0,1,0
68,0.05,1.4558260225198592,12,1,0,0,0,12,merge_completed,9.182667777695606,8.381340388330857,0.6925143567058458,0.09083693797806713,0,1,0
69,0.05,0.8460401451079569,17,1,0,1,0,17,merge_completed,10.320003845062065,8.05441132894201,-1.0,0.5,1,1,0
70,0.05,1.4700104441094102,12,1,0,0,0,12,merge_completed,9.127932371843043,8.114962917405112,1.0,0.0,0,1,0
71,0.05,1.3925799081282393,11,1,0,0,0,11,merge_completed,9.109126486726694,8.161862148158987,0.2527059390183982,0.29827193984853695,0,1,0
72,0.05,1.913372548219829,28,1,0,0,0,28,merge_completed,5.371514254279312,2.9228983354717277,-10.0,0.5,0,1,0
73,0.05,1.5470324465106065,40,1,0,0,0,40,merge_completed,1.3095844498705724,-1.7550694118568892,-16.0,0.5,0,1,0
74,0.05,1.809876218563196,19,1,0,0,0,19,merge_completed,9.262470236518219,7.40522667959422,-2.0,0.5,0,1,0
75,0.05,1.4716654417307984,13,1,0,0,0,13,merge_completed,8.989519995865002,8.14434284818451,1.0,0.0,0,1,0
76,0.05,1.316347131612558,45,1,0,0,0,45,merge_completed,-2.6393747051710115,-6.811306343155695,-29.0,0.5,0,1,0
77,0.05,1.6696013704587225,38,1,0,0,0,38,merge_completed,0.9768131069916814,-1.3593472497022703,-19.0,0.5,0,1,0
78,0.05,-3.4460000811244527,100,0,1,0,1,,max_steps_unmerged,-17.256754339008136,-31.22139668469324,-65.0,0.5,0,0,1
79,0.05,0.3618031917444069,65,1,0,0,0,65,merge_completed,-8.196143623746412,-14.777792096255647,-28.0,0.5,0,1,0
80,0.05,1.7850241797539432,26,1,0,0,0,26,merge_completed,5.669510688749241,2.665173360973488,-7.0,0.5,0,1,0
81,0.05,1.717013521530165,38,1,0,0,0,38,merge_completed,0.9576433262102365,-1.6866433321183856,-16.0,0.5,0,1,0
82,0.05,-0.33331471882155306,67,1,0,0,0,67,merge_completed,-7.291776872497058,-13.055565380056052,-17.0,0.5,0,1,0
83,0.05,1.6108994933500365,47,1,0,0,0,47,merge_completed,0.2520521519061373,-1.9173067556120842,-8.0,0.5,0,1,0
84,0.05,-2.7669793047178537,100,0,1,0,1,,max_steps_unmerged,-6.216718067282022,-9.524209630401923,-15.0,0.5,0,0,1
85,0.05,1.6046078631612846,46,1,0,0,0,46,merge_completed,0.21533074322208773,-2.2196389460251154,-8.0,0.5,0,1,0
86,0.05,-3.0066540619446274,100,0,1,0,1,,max_steps_unmerged,-8.190604715056125,-13.671241300663056,-26.0,0.5,0,0,1
87,0.05,1.3116731214034365,51,1,0,0,0,51,merge_completed,-1.3993730819513948,-4.198923932318798,-15.0,0.5,0,1,0
88,0.05,1.5478646481085567,42,1,0,0,0,42,merge_completed,0.515772007610443,-2.461652035615785,-10.0,0.5,0,1,0
89,0.05,1.4973915992799067,11,1,0,0,0,11,merge_completed,10.172381139296721,9.25893227389978,1.0,0.0,0,1,0
90,0.05,1.436453925535911,11,1,0,0,0,11,merge_completed,9.316918034636194,8.95040465655657,0.5519829011698092,0.14433699575314174,0,1,0
91,0.05,1.524807774975754,12,1,0,0,0,12,merge_completed,9.623836058034513,8.623836058034511,1.0,0.0,0,1,0
92,0.05,1.4815211071738679,12,1,0,0,0,12,merge_completed,9.049769887394692,8.2123668705341,1.0,0.0,0,1,0
93,0.05,1.6181739932436723,16,1,0,0,0,16,merge_completed,8.659109311051143,6.059450009284431,-3.0,0.5,0,1,0
94,0.05,1.681925146356119,17,1,0,0,0,17,merge_completed,8.95215652498165,6.320176496906828,-3.0,0.5,0,1,0
95,0.05,-2.554711684240572,100,0,1,0,1,,max_steps_unmerged,-6.081595534011643,-9.829513257280691,-20.0,0.5,0,0,1
96,0.05,1.7275457812758868,16,1,0,0,0,16,merge_completed,9.366884978238232,6.8309998363609346,-2.0,0.5,0,1,0
97,0.05,-2.607952357582925,100,0,1,0,1,,max_steps_unmerged,-9.615761440558822,-16.788289998304666,-46.0,0.5,0,0,1
98,0.05,1.5007269414078472,12,1,0,0,0,12,merge_completed,9.646311108714142,9.164646030990214,1.0,0.0,0,1,0
99,0.05,1.4847539108049448,13,1,0,0,0,13,merge_completed,8.750152439785555,8.457752473922225,1.0,0.0,0,1,0
