policy_step,simulation_time,controller,controller_role,active,exited,route_progress,speed,commanded_action,commanded_action_name,commanded_acceleration,realised_acceleration,peer_progress,peer_speed,action_A,action_B,joint_action_category,Q_maintain,Q_accelerate,Q_decelerate,greedy_action,best_Q,second_best_Q,Q_margin,Q_range,action_mask,collision_flag,termination_flag,truncation_flag,master_seed,checkpoint_step,checkpoint_sha256,validation_block_id,assignment,scenario_block,eval_seed,episode_index
7,1.4000000000000001,B_rear,background_mainline,True,,28.855298992399216,16.260997635673856,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
8,1.6,A,mainline,True,False,56.16000000000004,15.200000000000035,2,decelerate,-3.0,-3.000000000000007,48.16000000000004,15.200000000000035,2,2,decelerate-decelerate,-0.08516554534435272,-0.011076122522354126,0.22260844707489014,2,0.22260844707489014,-0.011076122522354126,0.23368456959724426,0.30777399241924286,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
8,1.6,B,ramp,True,False,48.16000000000004,15.200000000000035,2,decelerate,-3.0,-3.000000000000007,56.16000000000004,15.200000000000035,2,2,decelerate-decelerate,-0.10973222553730011,0.05826076120138168,0.10316155850887299,2,0.10316155850887299,0.05826076120138168,0.0449007973074913,0.2128937840461731,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
8,1.6,B_front,background_mainline,True,,152.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
8,1.6,B_rear,background_mainline,True,,32.06503704310319,15.836323290473755,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
9,1.8,A,mainline,True,False,59.14000000000004,14.600000000000033,2,decelerate,-3.0,-3.000000000000007,51.14000000000004,14.600000000000033,2,2,decelerate-decelerate,-0.08307775855064392,-0.009384837001562119,0.22250404953956604,2,0.22250404953956604,-0.009384837001562119,0.23188888654112816,0.30558180809020996,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
9,1.8,B,ramp,True,False,51.14000000000004,14.600000000000033,2,decelerate,-3.0,-3.000000000000007,59.14000000000004,14.600000000000033,2,2,decelerate-decelerate,-0.11023546755313873,0.05731884390115738,0.10378732532262802,2,0.10378732532262802,0.05731884390115738,0.04646848142147064,0.21402279287576675,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
9,1.8,B_front,background_mainline,True,,156.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
9,1.8,B_rear,background_mainline,True,,35.18974848338026,15.410499447924193,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
10,2.0,A,mainline,True,False,62.00000000000004,14.000000000000032,2,decelerate,-3.0,-3.000000000000007,54.00000000000004,14.000000000000032,2,2,decelerate-decelerate,-0.08023057878017426,-0.007357984781265259,0.2219543606042862,2,0.2219543606042862,-0.007357984781265259,0.22931234538555145,0.30218493938446045,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
10,2.0,B,ramp,True,False,54.00000000000004,14.000000000000032,2,decelerate,-3.0,-3.000000000000007,62.00000000000004,14.000000000000032,2,2,decelerate-decelerate,-0.11027748882770538,0.056051913648843765,0.10431395471096039,2,0.10431395471096039,0.056051913648843765,0.04826204106211662,0.21459144353866577,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
10,2.0,B_front,background_mainline,True,,160.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
10,2.0,B_rear,background_mainline,True,,38.22906724669933,14.98221802266623,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
11,2.2,A,mainline,True,False,64.74000000000004,13.40000000000003,2,decelerate,-3.0,-3.000000000000007,56.74000000000004,13.40000000000003,2,2,decelerate-decelerate,-0.07711203396320343,-0.005241692066192627,0.221196249127388,2,0.221196249127388,-0.005241692066192627,0.22643794119358063,0.29830828309059143,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
11,2.2,B,ramp,True,False,56.74000000000004,13.40000000000003,2,decelerate,-3.0,-3.000000000000007,64.74000000000004,13.40000000000003,2,2,decelerate-decelerate,-0.11020757257938385,0.05468228459358215,0.10471295565366745,2,0.10471295565366745,0.05468228459358215,0.0500306710600853,0.2149205282330513,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
11,2.2,B_front,background_mainline,True,,164.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
11,2.2,B_rear,background_mainline,True,,41.18239718981808,14.55047452225292,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
12,2.4000000000000004,A,mainline,True,False,67.36000000000004,12.80000000000003,2,decelerate,-3.0,-3.000000000000007,59.360000000000056,12.80000000000003,2,2,decelerate-decelerate,-0.07406298816204071,-0.003206588327884674,0.2203882783651352,2,0.2203882783651352,-0.003206588327884674,0.22359486669301987,0.2944512665271759,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
12,2.4000000000000004,B,ramp,True,False,59.360000000000056,12.80000000000003,2,decelerate,-3.0,-3.000000000000007,67.36000000000004,12.80000000000003,2,2,decelerate-decelerate,-0.11027505248785019,0.0533323809504509,0.10497178882360458,2,0.10497178882360458,0.0533323809504509,0.051639407873153687,0.21524684131145477,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
12,2.4000000000000004,B_front,background_mainline,True,,168.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
12,2.4000000000000004,B_rear,background_mainline,True,,44.04896598661034,14.114502923324915,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
13,2.6,A,mainline,True,False,69.86000000000004,12.200000000000028,2,decelerate,-3.0,-3.000000000000007,61.86000000000007,12.200000000000028,2,2,decelerate-decelerate,-0.07157187163829803,-0.0015411898493766785,0.2194175273180008,2,0.2194175273180008,-0.0015411898493766785,0.22095871716737747,0.29098939895629883,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
13,2.6,B,ramp,True,False,61.86000000000007,12.200000000000028,2,decelerate,-3.0,-3.000000000000007,69.86000000000004,12.200000000000028,2,2,decelerate-decelerate,-0.10974244773387909,0.05229409411549568,0.10570108890533447,2,0.10570108890533447,0.05229409411549568,0.05340699478983879,0.21544353663921356,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
13,2.6,B_front,background_mainline,True,,172.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
13,2.6,B_rear,background_mainline,True,,46.827867777984565,13.673727433656996,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
14,2.8000000000000003,A,mainline,True,False,72.24000000000004,11.600000000000026,2,decelerate,-3.0,-3.000000000000007,64.24000000000008,11.600000000000026,2,2,decelerate-decelerate,-0.06925202906131744,-4.555657505989075e-05,0.2183847278356552,2,0.2183847278356552,-4.555657505989075e-05,0.2184302844107151,0.28763675689697266,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
14,2.8000000000000003,B,ramp,True,False,64.24000000000008,11.600000000000026,2,decelerate,-3.0,-3.000000000000007,72.24000000000004,11.600000000000026,2,2,decelerate-decelerate,-0.10877268761396408,0.05123131349682808,0.10717857629060745,2,0.10717857629060745,0.05123131349682808,0.05594726279377937,0.21595126390457153,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
14,2.8000000000000003,B_front,background_mainline,True,,176.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
14,2.8000000000000003,B_rear,background_mainline,True,,49.51809743501916,13.227726234854883,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
15,3.0,A,mainline,True,False,74.50000000000004,11.000000000000025,2,decelerate,-3.0,-3.000000000000007,66.50000000000009,11.000000000000025,2,2,decelerate-decelerate,-0.06720347702503204,0.0010953322052955627,0.21755565702915192,2,0.21755565702915192,0.0010953322052955627,0.21646032482385635,0.28475913405418396,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
15,3.0,B,ramp,True,False,66.50000000000009,11.000000000000025,2,decelerate,-3.0,-3.000000000000007,74.50000000000004,11.000000000000025,2,2,decelerate-decelerate,-0.10780259966850281,0.050132036209106445,0.10872052609920502,2,0.10872052609920502,0.050132036209106445,0.05858848989009857,0.21652312576770782,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
15,3.0,B_front,background_mainline,True,,180.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
15,3.0,B_rear,background_mainline,True,,52.11857847537118,12.776203836426212,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
16,3.2,A,mainline,True,False,76.64000000000006,10.400000000000023,2,decelerate,-3.0,-3.000000000000007,68.6400000000001,10.400000000000023,2,2,decelerate-decelerate,-0.06565092504024506,0.0016440525650978088,0.2169194370508194,2,0.2169194370508194,0.0016440525650978088,0.2152753844857216,0.28257036209106445,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
16,3.2,B,ramp,True,False,68.6400000000001,10.400000000000023,2,decelerate,-3.0,-3.000000000000007,76.64000000000006,10.400000000000023,2,2,decelerate-decelerate,-0.10691269487142563,0.04900691658258438,0.11028080433607101,2,0.11028080433607101,0.04900691658258438,0.06127388775348663,0.21719349920749664,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
16,3.2,B_front,background_mainline,True,,184.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
16,3.2,B_rear,background_mainline,True,,54.62818610635704,12.318969679914456,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
17,3.4000000000000004,A,mainline,True,False,78.66000000000007,9.800000000000022,2,decelerate,-3.0,-3.000000000000007,70.66000000000011,9.800000000000022,2,2,decelerate-decelerate,-0.06389884650707245,0.00211947038769722,0.21636074781417847,2,0.21636074781417847,0.00211947038769722,0.21424127742648125,0.2802595943212509,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
17,3.4000000000000004,B,ramp,True,False,70.66000000000011,9.800000000000022,2,decelerate,-3.0,-3.000000000000007,78.66000000000007,9.800000000000022,2,2,decelerate-decelerate,-0.10616639256477356,0.04783310741186142,0.11195076256990433,2,0.11195076256990433,0.04783310741186142,0.06411765515804291,0.2181171551346779,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
17,3.4000000000000004,B_front,background_mainline,True,,188.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
17,3.4000000000000004,B_rear,background_mainline,True,,57.04576646773573,11.855921310164474,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
18,3.6,A,mainline,True,False,80.56000000000007,9.20000000000002,2,decelerate,-3.0,-3.000000000000007,72.56000000000012,9.20000000000002,2,2,decelerate-decelerate,-0.06223243474960327,0.0025251805782318115,0.21572032570838928,2,0.21572032570838928,0.0025251805782318115,0.21319514513015747,0.27795276045799255,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
18,3.6,B,ramp,True,False,72.56000000000012,9.20000000000002,2,decelerate,-3.0,-3.000000000000007,80.56000000000007,9.20000000000002,2,2,decelerate-decelerate,-0.1054517924785614,0.046650275588035583,0.11356982588768005,2,0.11356982588768005,0.046650275588035583,0.06691955029964447,0.21902161836624146,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
18,3.6,B_front,background_mainline,True,,192.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
18,3.6,B_rear,background_mainline,True,,59.37015285998756,11.387030897918965,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
19,3.8000000000000003,A,mainline,True,False,82.34000000000007,8.60000000000002,2,decelerate,-3.0,-3.000000000000007,74.34000000000012,8.60000000000002,2,2,decelerate-decelerate,-0.06072525680065155,0.0028344914317131042,0.2148364782333374,2,0.2148364782333374,0.0028344914317131042,0.2120019868016243,0.27556173503398895,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
19,3.8000000000000003,B,ramp,True,False,74.34000000000012,8.60000000000002,2,decelerate,-3.0,-3.000000000000007,82.34000000000007,8.60000000000002,2,2,decelerate-decelerate,-0.10495086759328842,0.04554373025894165,0.11505425721406937,2,0.11505425721406937,0.04554373025894165,0.06951052695512772,0.2200051248073578,"[true, true, true]",False,False,False,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
19,3.8000000000000003,B_front,background_mainline,True,,196.0,20.0,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
19,3.8000000000000003,B_rear,background_mainline,True,,61.60017953531365,10.912334226333792,,,,,,,,,,,,,,,,,,,,,,65032,0,0d1908d687100f5da9e16584726ac7f7a062209261bffeb0dafabe0151971730,validation_001,0,0,2015149349,0
