policy_step,simulation_time,controller,controller_role,active,exited,route_progress,speed,commanded_action,commanded_action_name,commanded_acceleration,realised_acceleration,peer_progress,peer_speed,action_A,action_B,joint_action_category,Q_maintain,Q_accelerate,Q_decelerate,greedy_action,best_Q,second_best_Q,Q_margin,Q_range,action_mask,collision_flag,termination_flag,truncation_flag,master_seed,checkpoint_step,checkpoint_sha256,validation_block_id,assignment,scenario_block,eval_seed,episode_index,front_gap,minimum_TTC
0,0.0,A,mainline,True,False,28.0,20.0,0,maintain,0.0,0.0,20.0,20.0,0,2,maintain-decelerate,0.12739399075508118,0.10149659961462021,-0.05311393737792969,0,0.12739399075508118,0.10149659961462021,0.025897391140460968,0.18050792813301086,"[true, true, true]",False,False,False,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
0,0.0,B,ramp,True,False,20.0,20.0,2,decelerate,0.0,-2.9999999999999716,28.0,20.0,0,2,maintain-decelerate,0.02436789870262146,-0.09805028140544891,0.14814645051956177,2,0.14814645051956177,0.02436789870262146,0.12377855181694031,0.24619673192501068,"[true, true, true]",False,False,False,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
0,0.0,B_front,background_mainline,True,,120.0,20.0,,,,,,,,,,,,,,,,,,,,,,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
0,0.0,B_rear,background_mainline,True,,3.945792890543582,19.483844969091912,,,,,,,,,,,,,,,,,,,,,,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
1,0.2,A,mainline,True,False,32.0,20.0,0,maintain,0.0,0.0,23.939999999999998,19.400000000000006,0,2,maintain-decelerate,0.12605807185173035,0.1010245680809021,-0.05375070869922638,0,0.12605807185173035,0.1010245680809021,0.025033503770828247,0.17980878055095673,"[true, true, true]",False,False,False,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
1,0.2,B,ramp,True,False,23.939999999999998,19.400000000000006,2,decelerate,-3.0,-2.9999999999999716,32.0,20.0,0,2,maintain-decelerate,0.02466265857219696,-0.09868252277374268,0.1441095769405365,2,0.1441095769405365,0.02466265857219696,0.11944691836833954,0.24279209971427917,"[true, true, true]",False,False,False,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
1,0.2,B_front,background_mainline,True,,124.0,20.0,,,,,,,,,,,,,,,,,,,,,,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
1,0.2,B_rear,background_mainline,True,,7.802789976125999,19.103228823167687,,,,,,,,,,,,,,,,,,,,,,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
2,0.4,A,mainline,True,False,36.0,20.0,0,maintain,0.0,0.0,27.76,18.80000000000001,0,2,maintain-decelerate,0.12456431984901428,0.10079464316368103,-0.0544569231569767,0,0.12456431984901428,0.10079464316368103,0.023769676685333252,0.17902124300599098,"[true, true, true]",False,False,False,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
2,0.4,B,ramp,True,False,27.76,18.80000000000001,2,decelerate,-3.0,-2.9999999999999716,36.0,20.0,0,2,maintain-decelerate,0.02520427107810974,-0.09937985241413116,0.14012651145458221,2,0.14012651145458221,0.02520427107810974,0.11492224037647247,0.23950636386871338,"[true, true, true]",False,False,False,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
2,0.4,B_front,background_mainline,True,,128.0,20.0,,,,,,,,,,,,,,,,,,,,,,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
2,0.4,B_rear,background_mainline,True,,11.593368401039545,18.814498512244633,,,,,,,,,,,,,,,,,,,,,,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
3,0.6000000000000001,A,mainline,True,False,40.0,20.0,0,maintain,0.0,0.0,31.460000000000004,18.200000000000017,0,2,maintain-decelerate,0.12317876517772675,0.0997345820069313,-0.05438079684972763,0,0.12317876517772675,0.0997345820069313,0.02344418317079544,0.17755956202745438,"[true, true, true]",False,False,False,65025,0,158df6b2b54781912a712276e56163c57d158a6b16d0fae524340e711d7c5b27,validation_001,0,0,1904811302,0,,
