policy_step,simulation_time,controller,controller_role,active,exited,route_progress,speed,commanded_action,commanded_action_name,commanded_acceleration,realised_acceleration,peer_progress,peer_speed,action_A,action_B,joint_action_category,Q_maintain,Q_accelerate,Q_decelerate,greedy_action,best_Q,second_best_Q,Q_margin,Q_range,action_mask,collision_flag,termination_flag,truncation_flag,master_seed,checkpoint_step,checkpoint_sha256,validation_block_id,assignment,scenario_block,eval_seed,episode_index,front_gap
0,0.0,A,mainline,True,False,28.0,20.0,0,maintain,0.0,0.0,20.0,20.0,0,0,maintain-maintain,0.7885341048240662,0.7846898436546326,0.7807374596595764,0,0.7885341048240662,0.7846898436546326,0.0038442611694335938,0.007796645164489746,"[true, true, true]",False,False,False,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
0,0.0,B,ramp,True,False,20.0,20.0,0,maintain,0.0,0.0,28.0,20.0,0,0,maintain-maintain,0.8337982296943665,0.8325084447860718,0.8208394050598145,0,0.8337982296943665,0.8325084447860718,0.0012897849082946777,0.012958824634552002,"[true, true, true]",False,False,False,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
0,0.0,B_front,background_mainline,True,,120.0,20.0,,,,,,,,,,,,,,,,,,,,,,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
0,0.0,B_rear,background_mainline,True,,3.945792890543582,19.483844969091912,,,,,,,,,,,,,,,,,,,,,,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
1,0.2,A,mainline,True,False,32.0,20.0,0,maintain,0.0,0.0,24.0,20.0,0,0,maintain-maintain,0.7721863985061646,0.770670473575592,0.7635686993598938,0,0.7721863985061646,0.770670473575592,0.0015159249305725098,0.008617699146270752,"[true, true, true]",False,False,False,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
1,0.2,B,ramp,True,False,24.0,20.0,0,maintain,0.0,0.0,32.0,20.0,0,0,maintain-maintain,0.8347235321998596,0.8322027921676636,0.8230868577957153,0,0.8347235321998596,0.8322027921676636,0.002520740032196045,0.011636674404144287,"[true, true, true]",False,False,False,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
1,0.2,B_front,background_mainline,True,,124.0,20.0,,,,,,,,,,,,,,,,,,,,,,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
1,0.2,B_rear,background_mainline,True,,7.802789976125999,19.103228823167687,,,,,,,,,,,,,,,,,,,,,,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
2,0.4,A,mainline,True,False,36.0,20.0,1,accelerate,0.0,2.0000000000000284,28.0,20.0,1,0,accelerate-maintain,0.7549939751625061,0.7557923793792725,0.7454210519790649,1,0.7557923793792725,0.7549939751625061,0.0007984042167663574,0.01037132740020752,"[true, true, true]",False,False,False,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
2,0.4,B,ramp,True,False,28.0,20.0,0,maintain,0.0,0.0,36.0,20.0,1,0,accelerate-maintain,0.8349547386169434,0.8312448859214783,0.8244043588638306,0,0.8349547386169434,0.8312448859214783,0.003709852695465088,0.010550379753112793,"[true, true, true]",False,False,False,65024,400000,6d9f6e57a847799b213369ed4e2757e6307409ae41aeced48a0cf9197340e522,validation_001,0,0,1741668692,0,
